,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,p1,0.012576852,0.029600503,unmapped,unmapped,unmapped,unmapped,26,26,100,14.12990456,4.089366732,21,21,100,17.22883266,8.097185774,NA,NA,NA,0.205039258,NA,NA,NA,0.866549191,3.0989281,0,TRUE,FALSE,103,0,21,0.5,0.375,0.625,0.037447666,0.024242692,0.129423248,dose1_shedding1,0.936968932,47,47,0.03522408,0.025084134,0.16777846,0.604546464,0.936968932,0.999985327,Malawi,MLW,Pathway
2,p10,0.008235997,0.02150355,ARGDEG-PWY,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation","superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation (ARGDEG-PWY)",ARGDEG-PWY,23,26,88.5,0.006986251,0.006662891,18,21,85.7,0.008953811,0.008847069,1,0.779379193,0.855125849,0.592309205,1,0.969902924,0.999105997,0.957891538,0.00196756,-2.8,TRUE,FALSE,204,0,21,0.5,0.375,0.625,0.00084083,0.001418033,0.556179423,dose1_shedding1,0.9768429,47,41,0.001481281,0.001345044,0.277194777,0.654299957,0.9768429,0.999985327,Malawi,MLW,Pathway
3,p100,0.015196081,0.034142789,P23-PWY,reductive TCA cycle I,reductive TCA cycle I (P23-PWY),P23-PWY,11,26,42.3,0.000514541,0.001783343,3,21,14.3,0.000115976,0.000479768,0.055095633,0.045043576,0.041584058,0.033174407,1,0.969902924,0.999105997,0.846950591,-0.000398565,-28,FALSE,FALSE,70,0,21,0.5,0.375,0.625,-0.000776843,0.000487596,0.118114119,dose1_shedding1,0.936968932,47,14,-0.000825878,0.000526974,0.124752488,0.604148803,0.936968932,0.999985327,Malawi,MLW,Pathway
4,p101,0.011941244,0.024006344,P4-PWY,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","superpathway of L-lysine, L-threonine and L-methionine biosynthesis I (P4-PWY)",P4-PWY,26,26,100,0.028328568,0.01255751,21,21,100,0.030827479,0.009723694,NA,NA,NA,0.451109989,NA,NA,NA,0.957891538,0.002498911,0,TRUE,FALSE,116,0,21,0.5,0.375,0.625,0.00095008,0.00104857,0.369723757,dose1_shedding1,0.9768429,47,47,0.00086627,0.001089504,0.431131463,0.742752392,0.9768429,0.999985327,Malawi,MLW,Pathway
5,p102,0.019234949,0.03809057,P42-PWY,incomplete reductive TCA cycle,incomplete reductive TCA cycle (P42-PWY),P42-PWY,24,26,92.3,0.004488339,0.0043134,19,21,90.5,0.00387938,0.002792615,1,0.823284422,0.786319584,0.8556331,1,0.969902924,0.999105997,0.957891538,-0.000608959,-1.8,FALSE,FALSE,39,0,21,0.5,0.375,0.625,-0.000147544,0.000894742,0.869759935,dose1_shedding1,0.979538734,47,43,1.23E-05,0.000941897,0.989624241,0.999985327,0.979538734,0.999985327,Malawi,MLW,Pathway
6,p103,0.006149348,0.014959315,P441-PWY,superpathway of N-acetylneuraminate degradation,superpathway of N-acetylneuraminate degradation (P441-PWY),P441-PWY,26,26,100,0.023764825,0.010556965,19,21,90.5,0.022204214,0.014232684,0.19426457,0.995797492,0.998139863,0.615056999,1,0.996271307,0.999105997,0.957891538,-0.001560611,-9.5,FALSE,FALSE,280,0,21,0.5,0.375,0.625,-0.001266069,0.001507052,0.405295664,dose1_shedding1,0.9768429,47,45,-0.000493929,0.001485913,0.741275027,0.916169603,0.9768429,0.999985327,Malawi,MLW,Pathway
7,p104,0.006375342,0.014486935,P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate","hexitol fermentation to lactate, formate, ethanol and acetate (P461-PWY)",P461-PWY,26,26,100,0.021373208,0.01503922,19,21,90.5,0.020615838,0.017416428,0.19426457,0.995797492,0.997241636,0.676478338,1,0.996271307,0.999105997,0.957891538,-0.00075737,-9.5,FALSE,FALSE,274,0,21,0.5,0.375,0.625,-0.000516158,0.001877507,0.784638396,dose1_shedding1,0.9768429,47,45,0.000215556,0.001904173,0.910423104,0.97860673,0.9768429,0.999985327,Malawi,MLW,Pathway
8,p105,0.001895934,0.005839946,P562-PWY,myo-inositol degradation I,myo-inositol degradation I (P562-PWY),P562-PWY,4,26,15.4,0.000110166,0.000404415,2,21,9.5,0.000425585,0.001860859,0.677953295,0.552826419,0.649511592,0.618371889,1,0.969902924,0.999105997,0.957891538,0.000315419,-5.9,TRUE,FALSE,377,0,21,0.5,0.375,0.625,0.000189008,0.000456393,0.680742538,dose1_shedding1,0.9768429,47,6,0.000206277,0.000489638,0.675748524,0.887368486,0.9768429,0.999985327,Malawi,MLW,Pathway
9,p106,0.004283997,0.010290074,P621-PWY,nylon-6 oligomer degradation,nylon-6 oligomer degradation (P621-PWY),P621-PWY,11,26,42.3,0.000208423,0.000377617,9,21,42.9,0.000351448,0.000662405,1,0.969785828,0.898937343,0.730380045,1,0.996271307,0.999105997,0.957891538,0.000143025,0.6,TRUE,TRUE,337,0,21,0.5,0.375,0.625,0.000258759,0.000399315,0.520272064,dose1_shedding1,0.9768429,47,20,0.000197428,0.000427095,0.646340708,0.878371739,0.9768429,0.999985327,Malawi,MLW,Pathway
10,p107,0.017005018,0.034502012,PANTO-PWY,phosphopantothenate biosynthesis I,phosphopantothenate biosynthesis I (PANTO-PWY),PANTO-PWY,26,26,100,0.023260792,0.0115419,21,21,100,0.022642674,0.012248443,NA,NA,NA,0.75859976,NA,NA,NA,0.957891538,-0.000618118,0,FALSE,FALSE,55,0,21,0.5,0.375,0.625,-0.000392217,0.001291248,0.762718146,dose1_shedding1,0.9768429,47,47,0.00054175,0.001214084,0.657785198,0.880829551,0.9768429,0.999985327,Malawi,MLW,Pathway
