,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,p1,0.028653598,0.055143864,unmapped,unmapped,unmapped,unmapped,204,204,100,13.77914489,3.572512584,78,78,100,14.15626002,3.931921875,NA,NA,NA,0.277309448,NA,NA,NA,0.420234112,0.377115131,0,TRUE,FALSE,129,0,50,0.5,0.45,0.6,0.005083512,0.006886535,0.461022431,seroconv1,0.590222787,282,282,0.003417188,0.006872553,0.619429462,0.796125687,0.590222787,0.743168409,India,IND,Pathway
2,p10,0.013991757,0.027282801,ARGDEG-PWY,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation","superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation (ARGDEG-PWY)",ARGDEG-PWY,183,204,89.7,0.008111922,0.008190433,65,78,83.3,0.006331994,0.00769545,0.154795797,0.145130122,0.144302935,0.043101792,0.2865369,0.265403057,0.276934308,0.203078532,-0.001779929,-6.4,FALSE,FALSE,346,0,50,0.5,0.45,0.6,-0.001277219,0.000647055,0.049376652,seroconv1,0.184442687,282,248,-0.001149109,0.000636649,0.07217878,0.310128254,0.184442687,0.284039844,India,IND,Pathway
3,p100,0.024258501,0.052368563,P23-PWY,reductive TCA cycle I,reductive TCA cycle I (P23-PWY),P23-PWY,49,204,24,0.000345375,0.001218391,22,78,28.2,0.000369366,0.001025584,0.53971487,0.469292833,0.470461349,0.467216026,0.649042685,0.572361819,0.572667386,0.585408552,2.40E-05,4.2,TRUE,TRUE,197,0,50,0.5,0.45,0.6,0.000114475,0.000227179,0.614729197,seroconv1,0.710393107,282,71,0.000106852,0.000231843,0.645246983,0.808294526,0.710393107,0.754355803,India,IND,Pathway
4,p101,0.033057869,0.063396349,P4-PWY,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","superpathway of L-lysine, L-threonine and L-methionine biosynthesis I (P4-PWY)",P4-PWY,202,204,99,0.029352682,0.0108054,76,78,97.4,0.026904688,0.011840852,NA,NA,NA,0.193520921,NA,NA,NA,0.324694098,-0.002447994,-1.6,FALSE,FALSE,79,0,50,0.5,0.45,0.6,-0.000969888,0.000541946,0.074592387,seroconv1,0.193950026,282,278,-0.000955297,0.000546589,0.081624627,0.317267937,0.193950026,0.284039844,India,IND,Pathway
5,p102,0.028319866,0.055112406,P42-PWY,incomplete reductive TCA cycle,incomplete reductive TCA cycle (P42-PWY),P42-PWY,184,204,90.2,0.003598882,0.003558584,60,78,76.9,0.00293401,0.003185502,0.00578835,0.0044889,0.005977475,0.079895457,0.152623559,0.113943534,0.129924715,0.203704781,-0.000664872,-13.3,FALSE,FALSE,134,0,50,0.5,0.45,0.6,-0.00082672,0.000410852,0.045155595,seroconv1,0.184442687,282,244,-0.000697123,0.000407473,0.088237231,0.32687797,0.184442687,0.284039844,India,IND,Pathway
6,p103,0.034032292,0.067992515,P441-PWY,superpathway of N-acetylneuraminate degradation,superpathway of N-acetylneuraminate degradation (P441-PWY),P441-PWY,195,204,95.6,0.019845347,0.011298508,71,78,91,0.016176461,0.011884419,0.154414104,0.146429273,0.123797921,0.007638695,0.2865369,0.265403057,0.248548134,0.203078532,-0.003668886,-4.6,FALSE,FALSE,72,0,50,0.5,0.45,0.6,-0.001803124,0.00070475,0.01103791,seroconv1,0.184442687,282,266,-0.001738914,0.000712235,0.01525747,0.156210524,0.184442687,0.284039844,India,IND,Pathway
7,p104,0.023678082,0.04612805,P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate","hexitol fermentation to lactate, formate, ethanol and acetate (P461-PWY)",P461-PWY,195,204,95.6,0.017758738,0.013882939,72,78,92.3,0.01463155,0.014879037,0.371854135,0.278081224,0.284968279,0.030719663,0.485318047,0.383481317,0.41092111,0.203078532,-0.003127188,-3.3,FALSE,FALSE,210,0,50,0.5,0.45,0.6,-0.001681512,0.000804842,0.03758823,seroconv1,0.184442687,282,267,-0.001485207,0.000794584,0.062662882,0.296463606,0.184442687,0.284039844,India,IND,Pathway
8,p105,0.010568768,0.022162851,P562-PWY,myo-inositol degradation I,myo-inositol degradation I (P562-PWY),P562-PWY,50,204,24.5,0.000344804,0.001122776,18,78,23.1,0.000245856,0.000779393,0.876974038,0.801367691,0.882299606,0.761509035,0.922944451,0.842045586,0.90661495,0.820873987,-9.89E-05,-1.4,FALSE,FALSE,362,0,50,0.5,0.45,0.6,-0.000126495,0.000216782,0.560017601,seroconv1,0.662439699,282,68,-7.66E-05,0.000209871,0.715254682,0.844862002,0.662439699,0.813856395,India,IND,Pathway
9,p106,0.020593446,0.040489246,P621-PWY,nylon-6 oligomer degradation,nylon-6 oligomer degradation (P621-PWY),P621-PWY,122,204,59.8,0.000662296,0.001156848,38,78,48.7,0.000648792,0.001535134,0.107298216,0.093891093,0.151707523,0.133786598,0.239357559,0.202525415,0.284860888,0.255468695,-1.35E-05,-11.1,FALSE,FALSE,254,0,50,0.5,0.45,0.6,-0.00024573,0.000264553,0.353766936,seroconv1,0.494975227,282,160,-0.000149986,0.000258434,0.562143387,0.755052806,0.494975227,0.700060554,India,IND,Pathway
10,p107,0.030527791,0.058806253,PANTO-PWY,phosphopantothenate biosynthesis I,phosphopantothenate biosynthesis I (PANTO-PWY),PANTO-PWY,203,204,99.5,0.018124238,0.012067482,77,78,98.7,0.016543045,0.014239608,NA,NA,NA,0.128562728,NA,NA,NA,0.249051468,-0.001581193,-0.8,FALSE,FALSE,109,0,50,0.5,0.45,0.6,-0.001063631,0.000684187,0.121172946,seroconv1,0.235573946,282,280,-0.000979559,0.000687914,0.155593069,0.404273135,0.235573946,0.326663982,India,IND,Pathway
11,p108,0.034047127,0.067001676,PANTOSYN-PWY,superpathway of coenzyme A biosynthesis I (bacteria),superpathway of coenzyme A biosynthesis I (bacteria) (PANTOSYN-PWY),PANTOSYN-PWY,203,204,99.5,0.019513593,0.011375774,77,78,98.7,0.017923403,0.013810989,NA,NA,NA,0.149922589,NA,NA,NA,0.275775038,-0.00159019,-0.8,FALSE,FALSE,71,0,50,0.5,0.45,0.6,-0.001003999,0.000644657,0.120501158,seroconv1,0.235573946,282,280,-0.000961118,0.000649552,0.140107916,0.387904794,0.235573946,0.318455989,India,IND,Pathway
12,p109,0.033024078,0.066775375,PENTOSE-P-PWY,pentose phosphate pathway,pentose phosphate pathway (PENTOSE-P-PWY),PENTOSE-P-PWY,202,204,99,0.030334018,0.012915009,77,78,98.7,0.026277803,0.014597468,NA,NA,NA,0.027482162,NA,NA,NA,0.203078532,-0.004056215,-0.3,FALSE,FALSE,80,0,50,0.5,0.45,0.6,-0.001541493,0.000609,0.011915253,seroconv1,0.184442687,282,279,-0.001414226,0.000610404,0.021245748,0.193626025,0.184442687,0.284039844,India,IND,Pathway
13,p11,0.025948715,0.053841871,ARGININE-SYN4-PWY,L-ornithine biosynthesis II,L-ornithine biosynthesis II (ARGININE-SYN4-PWY),ARGININE-SYN4-PWY,141,204,69.1,0.002728981,0.005115565,48,78,61.5,0.002151487,0.004787969,0.257790476,0.226869696,0.327985762,0.250982064,0.394536561,0.344261573,0.455341936,0.385608458,-0.000577494,-7.6,FALSE,FALSE,169,0,50,0.5,0.45,0.6,-0.000562626,0.000518434,0.278748776,seroconv1,0.418645166,282,189,-0.000544303,0.000518785,0.295012928,0.537992154,0.418645166,0.457602522,India,IND,Pathway
