"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Enterococcus",0.697058892346931,1.23737311564386,"Enterococcus","Enterococcus",72,35,131,0.549618320610687,0.267175572519084,0.0167279389312977,0.0579181908811911,116,79,155,0.748387096774194,0.509677419354839,0.0403538064516129,0.0844646967079282,0.000468945011015171,3.51494979885533e-05,0.0211025254956827,1,0.000878737449713832,1,-0.198768776163507,-0.242501846835755,FALSE,FALSE,1,1,50,"responder","responder",0.5855,0.105
"Escherichia/Shigella",0.562226655511421,0.999132539966506,"Escherichia/Shigella","Escherichia/Shigella",112,90,131,0.854961832061069,0.687022900763359,0.123338320610687,0.178549009329491,133,118,155,0.858064516129032,0.761290322580645,0.139324387096774,0.17429588352682,1,0.183269505568473,1,0,0.480347841399945,0,-0.00310268406796355,-0.0742674218172863,FALSE,FALSE,2,1,50,"ns","ns",0.5855,0.105
"Bifidobacterium",0.53645434550606,0.94460639403709,"Bifidobacterium","Bifidobacterium",130,118,131,0.99236641221374,0.900763358778626,0.376905648854962,0.257054187885324,149,136,155,0.961290322580645,0.87741935483871,0.370623483870968,0.242382783957963,0.12966923154726,0.576519370122884,NA,NA,0.76452276828189,0,0.0310760896330953,0.0233440039399162,TRUE,TRUE,3,1,50,"ns","ns",0.5855,0.105
"Streptococcus",0.515119487895367,0.912310024127349,"Streptococcus","Streptococcus",131,128,131,1,0.977099236641221,0.113498015267176,0.128513062247922,154,149,155,0.993548387096774,0.961290322580645,0.13260464516129,0.154385868739966,1,0.515003081510304,NA,NA,NA,NA,0.00645161290322582,0.0158089140605762,TRUE,TRUE,4,1,50,"ns","ns",0.5855,0.105
"Staphylococcus",0.510780435255441,0.900618461240145,"Staphylococcus","Staphylococcus",131,125,131,1,0.954198473282443,0.11532427480916,0.110816351501243,153,150,155,0.987096774193548,0.967741935483871,0.0961107096774194,0.100856315212902,0.501778922831555,0.759315185668184,NA,NA,NA,NA,0.0129032258064516,-0.0135434622014282,TRUE,FALSE,5,1,50,"ns","ns",0.5855,0.105
"Klebsiella",0.483566043908659,0.873761653689858,"Klebsiella","Klebsiella",102,84,131,0.778625954198473,0.641221374045801,0.103263511450382,0.185105457966839,131,110,155,0.845161290322581,0.709677419354839,0.0802183225806452,0.160872627601633,0.170294400840703,0.253106992650479,0.514493610864524,0,0.52273008246468,0,-0.0665353361241074,-0.0684560453090373,FALSE,FALSE,6,1,50,"ns","ns",0.5855,0.105
"Rothia",0.437297150091834,0.770866495928502,"Rothia","Rothia",95,44,131,0.725190839694656,0.33587786259542,0.0016812213740458,0.00302183210420453,100,44,155,0.645161290322581,0.283870967741935,0.00148129032258065,0.0035685536212355,0.162318201055422,0.369552411323365,0.514493610864524,0,0.615920685538941,0,0.0800295493720758,0.0520068948534844,TRUE,TRUE,7,1,50,"ns","ns",0.5855,0.105
"Veillonella",0.348737737787259,0.618923476795831,"Veillonella","Veillonella",75,57,131,0.572519083969466,0.435114503816794,0.0356561832061069,0.0861743408933132,99,72,155,0.638709677419355,0.464516129032258,0.0310732903225806,0.082889376672029,0.275093694171968,0.635102487231791,0.550963836853043,0,0.793878109039738,0,-0.0661905934498892,-0.0294016252154642,FALSE,FALSE,8,1,50,"ns","ns",0.5855,0.105
"Gemella",0.338934966019995,0.602896674273411,"Gemella","Gemella",77,16,131,0.587786259541985,0.122137404580153,0.000480916030534351,0.00122329658670689,84,10,155,0.541935483870968,0.0645161290322581,0.000258838709677419,0.000623460134051545,0.473739644462006,0.101873285823293,0.735113241406561,0,0.377728776495604,0,0.0458507756710169,0.0576212755478946,TRUE,TRUE,9,1,50,"ns","ns",0.5855,0.105
"Corynebacterium_1",0.308627775429368,0.558644227889471,"Corynebacterium_1","Corynebacterium_1",65,3,131,0.49618320610687,0.0229007633587786,0.000106259541984733,0.000224349781429537,56,1,155,0.361290322580645,0.00645161290322581,7.69032258064516e-05,0.000170593188693123,0.0230110060276209,0.33557298642285,0.258873817810736,0,NA,NA,0.134892883526225,0.0164491504555528,TRUE,TRUE,10,1,50,"ns","ns",0.5855,0.105
"Enterobacter",0.294189141572709,0.519976268675279,"Enterobacter","Enterobacter",40,18,131,0.305343511450382,0.137404580152672,0.00253435114503817,0.0106416425206491,63,33,155,0.406451612903226,0.212903225806452,0.003112,0.00978553016036845,0.084254446998949,0.120873208478593,0.510105184764066,0,0.377728776495604,0,-0.101108101452844,-0.0754986456537798,FALSE,FALSE,11,1,50,"ns","ns",0.5855,0.105
"Lactobacillus",0.293621563983416,0.531233242271431,"Lactobacillus","Lactobacillus",56,30,131,0.427480916030534,0.229007633587786,0.0106177099236641,0.0316650847407406,63,38,155,0.406451612903226,0.245161290322581,0.0166108387096774,0.0714165027761267,0.809787663358356,0.781717387463222,0.958959075029632,0,0.888315213026388,0,0.0210293031273086,-0.0161536567347944,TRUE,FALSE,12,1,50,"ns","ns",0.5855,0.105
"Haemophilus",0.250898829582821,0.447224943400202,"Haemophilus","Haemophilus",37,17,131,0.282442748091603,0.129770992366412,0.00317679389312977,0.0201317922037288,51,17,155,0.329032258064516,0.109677419354839,0.00345032258064516,0.0272878591865719,0.441185627072075,0.714344890129651,0.709048329222978,0,0.85041058348768,0,-0.0465895099729131,0.0200935730115735,FALSE,TRUE,13,1,50,"ns","ns",0.5855,0.105
"Clostridioides",0.205454456587239,0.372467525526709,"Clostridioides","Clostridioides",17,10,131,0.129770992366412,0.0763358778625954,0.000704732824427481,0.00294566365207317,41,28,155,0.264516129032258,0.180645161290323,0.00289522580645161,0.0100575510390565,0.00505236061199631,0.0135724610223676,0.0757854091799447,1,0.169655762779595,0,-0.134745136665846,-0.104309283427727,FALSE,FALSE,14,1,50,"responder","ns",0.5855,0.105
"Clostridium_sensu_stricto_1",0.183158032653592,0.326987187458189,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",35,19,131,0.267175572519084,0.145038167938931,0.00591114503816794,0.0367888612875235,49,29,155,0.316129032258064,0.187096774193548,0.00541729032258065,0.0192595197681791,0.434499603007625,0.427488190742885,0.709048329222978,0,0.667950298035757,0,-0.0489534597389805,-0.0420586062546171,FALSE,FALSE,15,1,50,"ns","ns",0.5855,0.105
"Bacteroides",0.177543121098013,0.313625352963272,"Bacteroides","Bacteroides",42,27,131,0.320610687022901,0.206106870229008,0.0298671755725191,0.0974715700110693,40,31,155,0.258064516129032,0.2,0.0227256774193548,0.0804012462833832,0.293847379654956,1,0.550963836853043,0,1,0,0.0625461708938685,0.00610687022900763,TRUE,TRUE,16,1,50,"ns","ns",0.5855,0.105
"Collinsella",0.16710105152027,0.305536176829695,"Collinsella","Collinsella",34,25,131,0.259541984732824,0.190839694656489,0.0132925190839695,0.0551679784677741,31,20,155,0.2,0.129032258064516,0.0163478709677419,0.0722232730593942,0.258475259343147,0.192139136559978,0.550963836853043,0,0.480347841399945,0,0.0595419847328244,0.0618074365919724,TRUE,TRUE,17,1,50,"ns","ns",0.5855,0.105
"Acinetobacter",0.150005269296055,0.267220804150267,"Acinetobacter","Acinetobacter",24,3,131,0.183206106870229,0.0229007633587786,0.000221374045801527,0.00143063878328678,33,8,155,0.212903225806452,0.0516129032258065,0.000401548387096774,0.00223069441809702,0.555617783755803,0.235895756379036,0.8073261972107,0,0.52273008246468,0,-0.0296971189362226,-0.0287121398670278,FALSE,FALSE,18,1,50,"ns","ns",0.5855,0.105
"unassigned_Lachnospiraceae",0.142066691538608,0.254701646471424,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",27,18,131,0.206106870229008,0.137404580152672,0.0139312977099237,0.0663505534658609,32,20,155,0.206451612903226,0.129032258064516,0.00547638709677419,0.0279628478447644,1,0.862602945308574,1,0,0.937611897074537,0,-0.000344742674218163,0.00837232208815564,FALSE,TRUE,19,1,50,"ns","ns",0.5855,0.105
"Sutterella",0.125242485204069,0.244053413834669,"Sutterella","Sutterella",20,15,131,0.152671755725191,0.114503816793893,0.00185038167938931,0.00765003865295214,13,6,155,0.0838709677419355,0.0387096774193548,0.00134451612903226,0.0120150480428561,0.0936895076569675,0.0211712623494979,0.510105184764066,0,0.176427186245816,0,0.0688007879832554,0.0757941393745383,TRUE,TRUE,20,1,50,"ns","ns",0.5855,0.105
"unassigned_Enterobacteriaceae",0.121688243117786,0.240949639754903,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",18,6,131,0.137404580152672,0.0458015267175573,0.000197557251908397,0.000920224129557622,31,15,155,0.2,0.0967741935483871,0.00193109677419355,0.0143726157624216,0.207499659547616,0.115012454474851,0.541419215901302,0,0.377728776495604,0,-0.0625954198473282,-0.0509726668308298,FALSE,FALSE,21,0,50,"ns","ns",0.5855,0.105
"Parabacteroides",0.106988346677851,0.20646250719854,"Parabacteroides","Parabacteroides",20,15,131,0.152671755725191,0.114503816793893,0.00409801526717557,0.0249980135647691,16,12,155,0.103225806451613,0.0774193548387097,0.00234167741935484,0.0160799187429036,0.216567686360521,0.314905649627188,0.541419215901302,0,0.562331517191407,0,0.0494459492735779,0.0370844619551834,TRUE,TRUE,22,0,50,"ns","ns",0.5855,0.105
"Actinomyces",0.105367907001454,0.191361985957245,"Actinomyces","Actinomyces",20,5,131,0.152671755725191,0.0381679389312977,0.000433587786259542,0.00289483706694476,20,4,155,0.129032258064516,0.0258064516129032,8.8258064516129e-05,0.000433042915582843,0.609979793448084,0.736566421971424,0.8073261972107,0,NA,NA,0.0236394976606747,0.0123614873183945,TRUE,TRUE,23,0,50,"ns","ns",0.5855,0.105
"Citrobacter",0.0943291486983042,0.186517786594917,"Citrobacter","Citrobacter",11,5,131,0.083969465648855,0.0381679389312977,0.00134748091603053,0.00854057333181862,23,14,155,0.148387096774194,0.0903225806451613,0.000869677419354839,0.0054653721513186,0.102021036952813,0.0964869859039458,0.510105184764066,0,0.377728776495604,0,-0.0644176311253386,-0.0521546417138636,FALSE,FALSE,24,0,50,"ns","ns",0.5855,0.105
"Senegalimassilia",0.0861666465432673,0.17239626715762,"Senegalimassilia","Senegalimassilia",19,11,131,0.145038167938931,0.083969465648855,0.00125404580152672,0.00611574899855044,13,9,155,0.0838709677419355,0.0580645161290323,0.000407225806451613,0.00225966079958914,0.131664335617392,0.486818843231707,0.514493610864524,0,0.715910063576039,0,0.0611672001969958,0.0259049495198227,TRUE,TRUE,25,0,50,"ns","ns",0.5855,0.105
"Salmonella",0.0857956970320388,0.156013916687047,"Salmonella","Salmonella",19,12,131,0.145038167938931,0.0916030534351145,0.000522748091603053,0.00216888878086137,22,14,155,0.141935483870968,0.0903225806451613,0.000826838709677419,0.00350486151325031,1,1,1,0,1,0,0.00310268406796355,0.00128047278995322,TRUE,TRUE,26,0,50,"ns","ns",0.5855,0.105
"Granulicatella",0.0825841510750199,0.161424408036302,"Granulicatella","Granulicatella",16,1,131,0.122137404580153,0.00763358778625954,3.02290076335878e-05,0.000136243366239947,9,0,155,0.0580645161290323,0,7.74193548387097e-06,4.51483613068859e-05,0.0615235427471048,0.458041958041958,0.461426570603286,0,NA,NA,0.0640728884511204,0.00763358778625954,TRUE,TRUE,27,0,50,"ns","ns",0.5855,0.105
"Erysipelatoclostridium",0.07660243442294,0.148681844195886,"Erysipelatoclostridium","Erysipelatoclostridium",8,4,131,0.0610687022900763,0.0305343511450382,0.000415572519083969,0.00314168625968856,16,10,155,0.103225806451613,0.0645161290322581,0.00113290322580645,0.00629145606665308,0.284444315067916,0.271819642881634,0.550963836853043,0,0.52273008246468,0,-0.0421571041615366,-0.0339817778872199,FALSE,FALSE,28,0,50,"ns","ns",0.5855,0.105
"Dolosigranulum",0.0763838868827695,0.146381175887339,"Dolosigranulum","Dolosigranulum",11,0,131,0.083969465648855,0,1.95419847328244e-05,9.00415510530029e-05,10,1,155,0.0645161290322581,0.00645161290322581,1.18709677419355e-05,8.91138706591886e-05,0.650286065273344,1,0.81285758159168,0,NA,NA,0.0194533366165969,-0.00645161290322581,TRUE,FALSE,29,0,50,"ns","ns",0.5855,0.105
"Prevotella_9",0.0691156857323755,0.138370716970845,"Prevotella_9","Prevotella_9",11,7,131,0.083969465648855,0.0534351145038168,0.0030030534351145,0.0215902448731305,13,6,155,0.0838709677419355,0.0387096774193548,0.00208129032258065,0.0205513036433492,1,0.581037303894237,1,0,0.76452276828189,0,9.8497906919473e-05,0.014725437084462,TRUE,TRUE,30,0,50,"ns","ns",0.5855,0.105
"Megamonas",0.0582283152784285,0.110717840542249,"Megamonas","Megamonas",4,3,131,0.0305343511450382,0.0229007633587786,0.000606412213740458,0.00536594576490013,12,6,155,0.0774193548387097,0.0387096774193548,0.00267432258064516,0.0177601938907807,0.120509508177835,0.515003081510305,0.514493610864524,0,NA,NA,-0.0468850036936715,-0.0158089140605762,FALSE,FALSE,31,0,50,"ns","ns",0.5855,0.105
"Finegoldia",0.0501904559586228,0.102286089117869,"Finegoldia","Finegoldia",7,0,131,0.0534351145038168,0,1.25190839694656e-05,7.68749585260714e-05,10,0,155,0.0645161290322581,0,9.80645161290323e-06,4.54339961928781e-05,0.804155503260136,1,0.958959075029632,0,NA,NA,-0.0110810145284413,0,FALSE,FALSE,32,0,50,"ns","ns",0.5855,0.105
"Pseudomonas",0.049748510049288,0.110724946412392,"Pseudomonas","Pseudomonas",11,1,131,0.083969465648855,0.00763358778625954,7.14503816793893e-05,0.000632747515738253,1,0,155,0.00645161290322581,0,3.09677419354839e-06,3.85545277873199e-05,0.00158208850995342,0.458041958041958,0.0355969914739519,1,NA,NA,0.0775178527456292,0.00763358778625954,TRUE,TRUE,33,0,50,"nonresponder","ns",0.5855,0.105
"Cutibacterium",0.0476523887499126,0.0925889001021654,"Cutibacterium","Cutibacterium",8,2,131,0.0610687022900763,0.0152671755725191,0.000108091603053435,0.000994454712975768,9,3,155,0.0580645161290323,0.0193548387096774,5.90967741935484e-05,0.000418117872745243,1,1,1,0,NA,NA,0.00300418616104407,-0.00408766313715834,TRUE,FALSE,34,0,50,"ns","ns",0.5855,0.105
"Neisseria",0.0462628511157206,0.0933462778593669,"Neisseria","Neisseria",8,1,131,0.0610687022900763,0.00763358778625954,3.51145038167939e-05,0.000353271232498626,7,1,155,0.0451612903225806,0.00645161290322581,2.55483870967742e-05,0.000219982708693218,0.601560692739214,1,0.8073261972107,0,NA,NA,0.0159074119674957,0.00118197488303374,TRUE,TRUE,35,0,50,"ns","ns",0.5855,0.105
