"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Staphylococcus",0.498938417244043,0.874142302924464,"Staphylococcus","Staphylococcus",50,35,51,0.980392156862745,0.686274509803922,0.00530274509803922,0.0109185354472899,77,45,80,0.9625,0.5625,0.0091915,0.0241250671199958,1,0.198850285198909,NA,NA,0.73862234078777,0,0.017892156862745,0.123774509803922,TRUE,TRUE,1,1,50,"ns","ns",0.584,0.104175454174797
"Veillonella",0.496239319648246,0.865880735663929,"Veillonella","Veillonella",50,42,51,0.980392156862745,0.823529411764706,0.112965490196078,0.148505512467568,71,60,80,0.8875,0.75,0.1115565,0.170679193062766,0.0875598357244549,0.391108067578129,0.769548003785806,0,0.901729999243147,0,0.0928921568627451,0.0735294117647058,TRUE,TRUE,2,1,50,"ns","ns",0.584,0.104175454174797
"Klebsiella",0.422467853829421,0.746220742883525,"Klebsiella","Klebsiella",45,32,51,0.882352941176471,0.627450980392157,0.0187678431372549,0.0433426422966448,70,55,80,0.875,0.6875,0.0529185,0.144680214310428,1,0.569834412904676,1,0,0.947580135976067,0,0.00735294117647056,-0.0600490196078431,TRUE,FALSE,3,1,50,"ns","ns",0.584,0.104175454174797
"Streptococcus",0.415735436367041,0.729294850178655,"Streptococcus","Streptococcus",51,50,51,1,0.980392156862745,0.10757568627451,0.11621018367174,80,79,80,1,0.9875,0.0997515,0.107975741240594,1,1,NA,NA,NA,NA,0,-0.00710784313725499,FALSE,FALSE,4,1,50,"ns","ns",0.584,0.104175454174797
"Bifidobacterium",0.408125938558222,0.719052057980899,"Bifidobacterium","Bifidobacterium",51,51,51,1,1,0.474665098039216,0.210875569143251,80,76,80,1,0.95,0.438637,0.256065504339036,1,0.156314438268992,NA,NA,0.73862234078777,0,0,0.05,FALSE,TRUE,5,1,50,"ns","ns",0.584,0.104175454174797
"Escherichia/Shigella",0.384409244679462,0.677818693771257,"Escherichia/Shigella","Escherichia/Shigella",48,41,51,0.941176470588235,0.803921568627451,0.123367058823529,0.156970564314385,74,66,80,0.925,0.825,0.1403355,0.175670865028894,1,0.818649990586513,1,0,0.963117635984133,0,0.0161764705882352,-0.0210784313725489,TRUE,FALSE,6,1,50,"ns","ns",0.584,0.104175454174797
"Lactobacillus",0.380290190596126,0.666948188945979,"Lactobacillus","Lactobacillus",37,32,51,0.725490196078431,0.627450980392157,0.0237505882352941,0.0465277672540501,58,49,80,0.725,0.6125,0.0340015,0.0531018386079456,1,1,1,0,1,0,0.000490196078431371,0.0149509803921568,TRUE,TRUE,7,1,50,"ns","ns",0.584,0.104175454174797
"Enterococcus",0.358359759514588,0.631694437673775,"Enterococcus","Enterococcus",38,27,51,0.745098039215686,0.529411764705882,0.0196901960784314,0.0419775641737439,51,36,80,0.6375,0.45,0.011012,0.0267743549320113,0.25023840548768,0.473408249602652,0.795859880095486,0,0.901729999243147,0,0.107598039215686,0.0794117647058823,TRUE,TRUE,8,1,50,"ns","ns",0.584,0.104175454174797
"Rothia",0.345489172614956,0.608159378414395,"Rothia","Rothia",38,20,51,0.745098039215686,0.392156862745098,0.00191450980392157,0.00289332494803158,66,28,80,0.825,0.35,0.0024915,0.00684702783159104,0.278153024800254,0.71068510198205,0.795859880095486,0,0.947580135976067,0,-0.0799019607843137,0.0421568627450981,FALSE,TRUE,9,1,50,"ns","ns",0.584,0.104175454174797
"Corynebacterium_1",0.344296446683347,0.61236223080942,"Corynebacterium_1","Corynebacterium_1",35,3,51,0.686274509803922,0.0588235294117647,0.000501176470588235,0.00170161998937345,47,1,80,0.5875,0.0125,0.0001195,0.000203214048153883,0.272822775512508,0.298505373554193,0.795859880095486,0,0.796014329477848,0,0.0987745098039216,0.0463235294117647,TRUE,TRUE,10,1,50,"ns","ns",0.584,0.104175454174797
