"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Veillonella",0.513474140107449,0.928780996490117,"Veillonella","Veillonella",113,102,120,0.941666666666667,0.85,0.103522666666667,0.130104978710525,145,127,160,0.90625,0.79375,0.0838575,0.115984434061878,0.370323731827271,0.274030233686611,0.864865447233211,0,0.495864232385296,0,0.0354166666666667,0.05625,TRUE,TRUE,1,1,50,"ns","ns",0.5275,0.124595304482111
"Bifidobacterium",0.397370740235919,0.702291559150115,"Bifidobacterium","Bifidobacterium",119,118,120,0.991666666666667,0.983333333333333,0.426521,0.207624818416588,160,157,160,1,0.98125,0.44374075,0.215570344069404,0.428571428571429,1,NA,NA,NA,NA,-0.0083333333333333,0.00208333333333333,FALSE,TRUE,2,1,50,"ns","ns",0.5275,0.124595304482111
"Escherichia/Shigella",0.396371357531942,0.697184782343261,"Escherichia/Shigella","Escherichia/Shigella",113,109,120,0.941666666666667,0.908333333333333,0.124623333333333,0.12483115034461,155,147,160,0.96875,0.91875,0.1348765,0.127033221654909,0.372542973483205,0.830475337205042,0.864865447233211,0,0.95110506465879,0,-0.0270833333333333,-0.0104166666666666,FALSE,FALSE,3,1,50,"ns","ns",0.5275,0.124595304482111
"Streptococcus",0.385437519965597,0.681663505553959,"Streptococcus","Streptococcus",120,117,120,1,0.975,0.106091,0.112771296897897,160,158,160,1,0.9875,0.115737,0.110155063403636,1,0.654294316355768,NA,NA,NA,NA,0,-0.0125000000000001,FALSE,FALSE,4,1,50,"ns","ns",0.5275,0.124595304482111
"Rothia",0.385147442834117,0.688880855145165,"Rothia","Rothia",99,37,120,0.825,0.308333333333333,0.00174466666666667,0.00394495975277067,127,57,160,0.79375,0.35625,0.0030585,0.0066122811409371,0.543629709689447,0.443881621528016,0.864865447233211,0,0.702812567419359,0,0.03125,-0.0479166666666667,TRUE,FALSE,5,1,50,"ns","ns",0.5275,0.124595304482111
"Lactobacillus",0.383550960266517,0.681635497239347,"Lactobacillus","Lactobacillus",95,78,120,0.791666666666667,0.65,0.033249,0.0732809114218944,119,98,160,0.74375,0.6125,0.0444545,0.0955016082172205,0.394575005691455,0.534712558452607,0.864865447233211,0,0.781502970046118,0,0.0479166666666666,0.0375,TRUE,TRUE,6,1,50,"ns","ns",0.5275,0.124595304482111
"Staphylococcus",0.377648905260413,0.669643204654435,"Staphylococcus","Staphylococcus",109,40,120,0.908333333333333,0.333333333333333,0.001395,0.00298977782261014,143,54,160,0.89375,0.3375,0.00768775,0.0423050850527541,0.840893278835319,1,0.949395637394715,0,1,0,0.0145833333333333,-0.00416666666666671,TRUE,FALSE,7,1,50,"ns","ns",0.5275,0.124595304482111
"Klebsiella",0.365336890267055,0.642036088793295,"Klebsiella","Klebsiella",102,79,120,0.85,0.658333333333333,0.035143,0.107875988142937,137,117,160,0.85625,0.73125,0.0379275,0.101977536279616,1,0.191091237166123,1,0,0.495864232385296,0,-0.00624999999999998,-0.0729166666666666,FALSE,FALSE,8,1,50,"ns","ns",0.5275,0.124595304482111
"Enterococcus",0.36204583676983,0.637517840017073,"Enterococcus","Enterococcus",102,81,120,0.85,0.675,0.0239886666666667,0.0511366512467163,132,105,160,0.825,0.65625,0.0254135,0.0532601486971759,0.627248915956205,0.798614594001062,0.919545489547945,0,0.95110506465879,0,0.025,0.01875,TRUE,TRUE,9,1,50,"ns","ns",0.5275,0.124595304482111
"Gemella",0.274612536501065,0.510460357102661,"Gemella","Gemella",72,11,120,0.6,0.0916666666666667,0.000628333333333333,0.00369610795372676,88,12,160,0.55,0.075,0.0003025,0.000798800200930301,0.464281103644173,0.663568815920432,0.864865447233211,0,0.900557678749157,0,0.0499999999999999,0.0166666666666667,TRUE,TRUE,10,1,50,"ns","ns",0.5275,0.124595304482111
"Dolosigranulum",0.251800752101874,0.444376099325109,"Dolosigranulum","Dolosigranulum",68,7,120,0.566666666666667,0.0583333333333333,0.000216333333333333,0.000427602134506101,81,4,160,0.50625,0.025,0.0001435,0.000278301677859425,0.334845571293987,0.214869872527651,0.864865447233211,0,0.495864232385296,0,0.0604166666666667,0.0333333333333333,TRUE,TRUE,11,1,50,"ns","ns",0.5275,0.124595304482111
"Corynebacterium_1",0.244504896212934,0.43471419198954,"Corynebacterium_1","Corynebacterium_1",75,5,120,0.625,0.0416666666666667,0.000204,0.000434523596945576,109,6,160,0.68125,0.0375,0.00021675,0.000330076320505562,0.373514775163377,1,0.864865447233211,0,NA,NA,-0.05625,0.00416666666666667,FALSE,TRUE,12,1,50,"ns","ns",0.5275,0.124595304482111
"Actinomyces",0.239652726411942,0.434595367654241,"Actinomyces","Actinomyces",62,25,120,0.516666666666667,0.208333333333333,0.000846,0.00168301969510688,69,29,160,0.43125,0.18125,0.001011,0.00296152926669386,0.183293843537586,0.646570221563608,0.864865447233211,0,0.900557678749157,0,0.0854166666666667,0.0270833333333333,TRUE,TRUE,13,1,50,"ns","ns",0.5275,0.124595304482111
"Megasphaera",0.220459725495594,0.420345187709759,"Megasphaera","Megasphaera",39,27,120,0.325,0.225,0.0163076666666667,0.0644260989540929,28,13,160,0.175,0.08125,0.00316825,0.0224922163349986,0.00454801449783276,0.000910321186451826,0.318361014848293,0,0.0345922050851694,1,0.15,0.14375,TRUE,TRUE,14,1,50,"ns","nonresponder",0.5275,0.124595304482111
"Atopobium",0.215222817629152,0.398316124711568,"Atopobium","Atopobium",54,21,120,0.45,0.175,0.000716333333333333,0.00192763883665842,62,23,160,0.3875,0.14375,0.00099475,0.00496719932351188,0.327411083395203,0.509527730284438,0.864865447233211,0,0.774482150032345,0,0.0625,0.03125,TRUE,TRUE,15,1,50,"ns","ns",0.5275,0.124595304482111
"Enterobacter",0.210489766928058,0.385612653820728,"Enterobacter","Enterobacter",43,17,120,0.358333333333333,0.141666666666667,0.00327266666666667,0.0125996707795681,58,34,160,0.3625,0.2125,0.00638525,0.0294658526158222,1,0.159164514340689,1,0,0.495864232385296,0,-0.00416666666666665,-0.0708333333333333,FALSE,FALSE,16,1,50,"ns","ns",0.5275,0.124595304482111
"Bacteroides",0.18939551600482,0.335564979158687,"Bacteroides","Bacteroides",53,40,120,0.441666666666667,0.333333333333333,0.0353313333333333,0.0952932270286562,60,45,160,0.375,0.28125,0.0272565,0.0803840924702404,0.270533337060562,0.360762531587298,0.864865447233211,0,0.596042443492058,0,0.0666666666666667,0.0520833333333333,TRUE,TRUE,17,1,50,"ns","ns",0.5275,0.124595304482111
"unassigned_Lachnospiraceae",0.189245286043659,0.346302805049279,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",43,33,120,0.358333333333333,0.275,0.006419,0.0286850558521976,49,27,160,0.30625,0.16875,0.00464575,0.0252899116175332,0.370889523041817,0.0392490703573453,0.864865447233211,0,0.495864232385296,0,0.0520833333333333,0.10625,TRUE,TRUE,18,1,50,"ns","ns",0.5275,0.124595304482111
"Haemophilus",0.17861034850997,0.338955640914227,"Haemophilus","Haemophilus",22,8,120,0.183333333333333,0.0666666666666667,0.000481333333333333,0.00245626995113101,45,11,160,0.28125,0.06875,0.00154075,0.0121059373940509,0.0661469975409747,1,0.816022898387852,0,1,0,-0.0979166666666667,-0.00208333333333334,FALSE,FALSE,19,1,50,"ns","ns",0.5275,0.124595304482111
"Granulicatella",0.177630995945851,0.333962158479649,"Granulicatella","Granulicatella",36,4,120,0.3,0.0333333333333333,0.000122,0.000312468082403641,47,12,160,0.29375,0.075,0.000291,0.00109338502715652,1,0.193682711039376,1,0,0.495864232385296,0,0.00624999999999998,-0.0416666666666667,TRUE,FALSE,20,1,50,"ns","ns",0.5275,0.124595304482111
