"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","fisher_padj","prev_diff","enriched_nonresponder","rf_rank","rf_top20","rf_n","fisher_col","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_nonresponders","mean_rabund_responders","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","RSV1",0.112837281828844,0.23485695735563,"Bifidobacterium (RSV1)",75,90,83.3,33.7,24.5,25,30,83.3,30.6,22.4,1,1,0,FALSE,7,1,30,"ns",16.5213932881356,16.548960400194,16.3674221973396,-0.104739114684136,12.1762873024479,-0.00837401539584354,0.486725664016788,0.801196965930084,0.966155848109864,0.799753601900693,0.974009689866723,36.337,32.93,0.5,0.416666666666667,0.583333333333333
"2","RSV10",0.0763395245764571,0.13874466822197,"Veillonella (RSV10)",46,90,51.1,2.4,5,13,30,43.3,5.1,9.8,0.529816722286455,0.950352147540795,7.8,TRUE,17,1,30,"ns",2.81943397177381,3.69477319133488,1.50752159818414,-0.401133860040844,13.4337323087114,-0.0306100411095373,0.482812500388993,0.709126862887159,0.951940821590314,0.722845513558361,0.968332509441236,2.833,5.488,0.5,0.416666666666667,0.583333333333333
"3","RSV1023",0.00348055597996951,0.00808134549882318,"Streptococcus (RSV1023)",5,90,5.6,0,0,1,30,3.3,0,0,1,1,2.3,TRUE,248,0,30,"ns",-0.681128832894808,-0.627831892592914,-0.799649280088554,-0.107569550032815,4.66148697331559,-0.0220707718289649,0.488020833604285,0.496888673017546,0.890450904526873,0.506853302211629,0.90411546145943,0.002,0.002,0.5,0.416666666666667,0.583333333333333
"4","RSV1026",0.00549341450814456,0.0124247340811899,"Enterococcus (RSV1026)",7,90,7.8,0,0.1,1,30,3.3,0,0.1,0.677675067135571,0.950352147540795,4.5,TRUE,213,0,30,"ns",-0.625615338953224,-0.617275208289998,-0.656088470814321,-0.176496755371311,5.08885350017748,-0.0328696533394925,0.481250000424452,0.534705076531943,0.902407747620744,0.518108809373592,0.91895667999652,0.018,0.012,0.5,0.416666666666667,0.583333333333333
"5","RSV104",0.00807368391660501,0.0297374342547616,"Bacteroides (RSV104)",8,90,8.9,0,0.1,0,30,0,0,0,0.19856814867096,0.765071396349875,8.9,TRUE,166,0,30,"ns",-0.62193585630758,-0.442753880110446,-0.999399218136075,-0.743378428094691,4.74246010359726,-0.144440712091871,0.43258719572021,0.266485410756733,0.786238175118637,0.378299126432114,0.859383702847996,0.012,0,0.5,0.416666666666667,0.583333333333333
"6","RSV1040",0.00522021574152452,0.0112790972976796,"Anaerococcus (RSV1040)",1,90,1.1,0,0,2,30,6.7,0,0,0.153859849024356,0.660840663022642,-5.6,FALSE,219,0,30,"ns",-0.747292782103091,-0.791791126377465,-0.635393124059664,0.164138680941615,4.41602718335225,0.0323070400742444,0.479958355476736,0.480580996876903,0.870395174212441,0.488562493750713,0.905218812903219,0,0,0.5,0.416666666666667,0.583333333333333
"7","RSV1049",0.0168681810350592,0.0379815218262095,"Corynebacterium_1 (RSV1049)",13,90,14.4,0,0,2,30,6.7,0,0,0.351567047784313,0.877243490661811,7.7,TRUE,93,0,30,"ns",-0.381492401771623,-0.300882856970613,-0.607028775681815,-0.498550016466695,5.12046826723733,-0.0854878065681109,0.453645834390282,0.42979389068303,0.855733237866715,0.463818689275371,0.886222770710059,0.007,0.001,0.5,0.416666666666667,0.583333333333333
"8","RSV105",0.00897902073409877,0.017760504692539,"Staphylococcus (RSV105)",3,90,3.3,0,0,2,30,6.7,0,0,0.597772616217282,0.950352147540795,-3.4,FALSE,156,0,30,"ns",-0.745996795939819,-0.756992726222839,-0.692948029513223,0.0722630811310054,4.91063834109219,0.0146247042472302,0.492451848166327,0.539594195566853,0.9047420816492,0.523173653416557,0.917114121110913,0.001,0.003,0.5,0.416666666666667,0.583333333333333
"9","RSV106",0.0490355397662867,0.0932244053182379,"Streptococcus (RSV106)",37,90,41.1,0.1,0.2,11,30,36.7,0,0.1,0.829950432551298,0.980847058658409,4.4,TRUE,31,0,30,"ns",1.29113044785772,1.40885418286028,1.01277120958313,-0.581630251022267,8.06358019412423,-0.0690580364036324,0.461218116445886,0.628946848214216,0.936818496794251,0.602268848746088,0.944054537230024,0.059,0.037,0.5,0.416666666666667,0.583333333333333
"10","RSV1067",0.00621836629429699,0.0162906475815066,"Sutterella (RSV1067)",6,90,6.7,0.1,0.8,0,30,0,0,0,0.334750883517627,0.843314725784791,6.7,TRUE,203,0,30,"ns",-0.709112175395417,-0.603794641220393,-1.0497613519447,-0.488236259783765,4.66084695720993,-0.0937620173389137,0.448437501178131,0.301886426008023,0.80514149753998,0.4021355631473,0.86250979678093,0.11,0,0.5,0.416666666666667,0.583333333333333
"11","RSV108",0.0176541335374127,0.0368579953903141,"Lactobacillus (RSV108)",14,90,15.6,0.2,1.3,3,30,10,0.1,0.7,0.557337121584471,0.950352147540795,5.6,TRUE,89,0,30,"ns",-0.261051649747873,-0.186857088592115,-0.507355988234588,-0.432941235292555,6.43423417660833,-0.0576307553059907,0.465625000780758,0.50629513875639,0.905618598407578,0.501753686973569,0.92145348157669,0.262,0.308,0.5,0.416666666666667,0.583333333333333
"12","RSV11",0.0705827885082106,0.13148818544429,"Lactobacillus (RSV11)",40,90,44.4,1.8,5.6,15,30,50,2,3.7,0.674102470800753,0.950352147540795,-5.6,FALSE,20,1,30,"ns",2.10544905882164,1.85934865587586,6.37570375058381,0.882892970911312,11.7430064282043,0.0754171025804859,0.459656429860271,0.460154283475471,0.89960355323476,0.463078980811295,0.92313986393086,1.835,2.148,0.5,0.416666666666667,0.583333333333333
"13","RSV110",0.0279337883872963,0.0517325173742,"Enterobacter (RSV110)",21,90,23.3,0.1,0.4,9,30,30,0.1,0.5,0.473359950177225,0.950352147540795,-6.7,FALSE,67,0,30,"ns",0.457404591980293,0.341728942843698,0.925145914195037,0.672689094141824,7.1731870353983,0.091672447172746,0.46197916753115,0.476487237383642,0.884184765432598,0.487827654064791,0.910328074540366,0.082,0.152,0.5,0.416666666666667,0.583333333333333
"14","RSV1103",0.008305577296073,0.0198541903333365,"Proteus (RSV1103)",6,90,6.7,0,0.1,1,30,3.3,0,0,0.678623081643996,0.950352147540795,3.4,TRUE,163,0,30,"ns",-0.662882317952732,-0.616001142936591,-0.790760926771545,-0.210336906951484,5.04266326872805,-0.0379946780178839,0.473958333923623,0.504230422661618,0.898419105943978,0.478104505623932,0.912945233729656,0.013,0.006,0.5,0.416666666666667,0.583333333333333
"15","RSV111",0.00290110594457682,0.00780944557400174,"Staphylococcus (RSV111)",5,90,5.6,0,0,0,30,0,0,0,0.329621027028804,0.843314725784791,5.6,TRUE,254,0,30,"ns",-0.74634431913096,-0.640322725230691,-1.07944596372755,-0.473076282490659,4.76149688660375,-0.0883391399080037,0.452604167747793,0.408671079139399,0.849038593454655,0.458943203279306,0.877940563716584,0.005,0,0.5,0.416666666666667,0.583333333333333
"16","RSV1113",0.00424265494446255,0.0104091859337125,"Klebsiella (RSV1113)",6,90,6.7,0,0.1,2,30,6.7,0,0,1,1,0,FALSE,238,0,30,"ns",-0.598652226477862,-0.57125541381029,-0.682590501583086,-0.0383050150082198,5.11300883337875,-0.00582513060383237,0.495054659143442,0.547014604532168,0.909994416669323,0.518544599917518,0.929069786460351,0.013,0.004,0.5,0.416666666666667,0.583333333333333
"17","RSV112",0.00627940941307071,0.0131326318147702,"Acinetobacter (RSV112)",3,90,3.3,0,0,2,30,6.7,0,0,0.597772616217282,0.950352147540795,-3.4,FALSE,198,0,30,"ns",-0.720566918266243,-0.744183690699268,-0.667973203027875,0.143276722865897,4.91840069037169,0.0222801833264035,0.486458333639676,0.535196945872275,0.903957859495823,0.550495422795501,0.922599387489189,0.004,0.005,0.5,0.416666666666667,0.583333333333333
"18","RSV1139",0.00437528845950049,0.0102645480073809,"Streptococcus (RSV1139)",5,90,5.6,0,0,2,30,6.7,0,0,1,1,-1.1,FALSE,233,0,30,"ns",-0.623331528114274,-0.634034780031314,-0.597762782689998,-0.00751479879276395,4.92999246041575,-0.00119254712406343,0.498437500035322,0.553770489179974,0.90335018001679,0.507024107310445,0.912969459429212,0.009,0.001,0.5,0.416666666666667,0.583333333333333
"19","RSV115",0.00991059286033476,0.0206361580827938,"Citrobacter (RSV115)",3,90,3.3,0,0,3,30,10,0,0,0.164299742911733,0.694298913594743,-6.7,FALSE,147,0,30,"ns",-0.704704297324149,-0.761504183848864,-0.53258225550452,0.32192776880067,5.28477879595212,0.0510600607571333,0.472670484741859,0.501351697314427,0.890861161505993,0.491525721037658,0.915811502881209,0.002,0.006,0.5,0.416666666666667,0.583333333333333
"20","RSV116",0.00276047323979896,0.00707593262321172,"Veillonella (RSV116)",3,90,3.3,0,0,2,30,6.7,0,0.1,0.597772616217282,0.950352147540795,-3.4,FALSE,255,0,30,"ns",-0.738752155674181,-0.740644569284202,-0.732249808260953,0.0425948552615321,4.8410224208036,0.00787078157030368,0.496875000070645,0.538533067765037,0.895743379048021,0.511649023152784,0.908554902989112,0.006,0.014,0.5,0.416666666666667,0.583333333333333
"21","RSV1170",0.0293523575585963,0.062536969865093,"Actinomyces (RSV1170)",17,90,18.9,0,0.1,2,30,6.7,0,0,0.151876888827066,0.660840663022642,12.2,TRUE,62,0,30,"ns",-0.277621579289685,-0.142436806021704,-0.648932604948117,-0.733808365925588,6.37613293946902,-0.104865078819513,0.437272255473531,0.333120438020828,0.827931935972852,0.398810583293395,0.866753747027693,0.023,0.006,0.5,0.416666666666667,0.583333333333333
"22","RSV118",0.0128098834811151,0.0279344895342822,"Clostridium_sensu_stricto_1 (RSV118)",4,90,4.4,0,0,4,30,13.3,0,0.1,0.106316529954589,0.597783024531797,-8.9,FALSE,123,0,30,"ns",-0.584663961471309,-0.666061576510032,-0.356929600574629,0.564721590084361,5.36987102054729,0.0947435917716652,0.450806872542876,0.456740910156166,0.857883131982462,0.481009843835935,0.89069010014488,0.002,0.017,0.5,0.416666666666667,0.583333333333333
"23","RSV1182",0.0117751912582282,0.024477743401627,"Veillonella (RSV1182)",0,90,0,0,0,3,30,10,0,0.2,0.014456630109671,0.513265822541656,-10,FALSE,132,0,30,"ns",-0.807935951707805,-0.858032539875245,-0.651733764836093,0.476496627706437,4.94797713526191,0.0788355923146462,0.455491932298901,0.358391462662211,0.836330676341202,0.429160116652307,0.887446903349238,0,0.038,0.5,0.416666666666667,0.583333333333333
"24","RSV119",0.0106277731675393,0.0225954039036061,"Sutterella (RSV119)",10,90,11.1,0.1,0.4,1,30,3.3,0,0,0.28775834694991,0.843314725784791,7.8,TRUE,142,0,30,"ns",-0.53443300140027,-0.450282274984787,-0.811598896216225,-0.414576103675987,5.43584667022873,-0.0645834367620833,0.459895834245783,0.412841877236282,0.86092342734949,0.469559735198086,0.899142084515621,0.077,0.004,0.5,0.416666666666667,0.583333333333333
"25","RSV12",0.0399128013393351,0.0772001217275537,"Collinsella (RSV12)",21,90,23.3,1.5,6.1,6,30,20,2.2,6.4,0.804575886990704,0.980847058658409,3.3,TRUE,39,0,30,"ns",0.117601539480402,0.172079444001296,-0.0623434537188707,-0.0688517746737194,10.3036419460382,-0.00863360837945226,0.495312500105973,0.759481561102137,0.957809391872228,0.631040098547721,0.947706258793009,1.646,2.689,0.5,0.416666666666667,0.583333333333333
"26","RSV1217",0.00229633116879853,0.00675402246578173,"Lachnoclostridium (RSV1217)",0,90,0,0,0,2,30,6.7,0,0,0.0609243697478992,0.513265822541656,-6.7,FALSE,260,0,30,"ns",-0.856260819383023,-0.896615979780071,-0.741150962422131,0.354176015187457,4.53630503422865,0.0743449742835689,0.465382614007778,0.467924105858674,0.86466260792407,0.452209336786485,0.896212815833581,0,0.001,0.5,0.416666666666667,0.583333333333333
"27","RSV1228",0.00275306379918108,0.00673188459705528,"Eggerthella (RSV1228)",6,90,6.7,0,0.1,1,30,3.3,0,0,0.678623081643996,0.950352147540795,3.4,TRUE,256,0,30,"ns",-0.699978673181558,-0.645653302577841,-0.87651244352023,-0.173517769933537,5.08245116098313,-0.0301266401217576,0.481770833745963,0.504811223709767,0.892830136120905,0.488097330995626,0.910605994218519,0.025,0.006,0.5,0.416666666666667,0.583333333333333
