"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Escherichia/Shigella",0.509750379806121,0.900280549521764,"Escherichia/Shigella","Escherichia/Shigella",201,184,208,0.966346153846154,0.884615384615385,0.1357325,0.149109313146932,70,65,79,0.886075949367089,0.822784810126582,0.11298582278481,0.163484103521174,0.017061122354226,0.175939162311871,0.211557917192402,0,0.651567416222407,0,0.0802702044790653,0.0618305744888022,TRUE,TRUE,1,1,50,"ns","ns",0.512,0.118090874098952
"Bifidobacterium",0.452231248393184,0.792017617964868,"Bifidobacterium","Bifidobacterium",208,204,208,1,0.980769230769231,0.446355384615385,0.241241711092559,79,78,79,1,0.987341772151899,0.481660759493671,0.241286082598699,1,1,NA,NA,NA,NA,0,-0.00657254138266805,FALSE,FALSE,2,1,50,"ns","ns",0.512,0.118090874098952
"Enterococcus",0.430863212417261,0.754203734246083,"Enterococcus","Enterococcus",155,105,208,0.745192307692308,0.504807692307692,0.0192469230769231,0.0713105853350326,49,34,79,0.620253164556962,0.430379746835443,0.0133473417721519,0.0310871836362347,0.0419529096764312,0.291120513296937,0.42322509915563,0,0.651567416222407,0,0.124939143135346,0.0744279454722492,TRUE,TRUE,3,1,50,"ns","ns",0.512,0.118090874098952
"Veillonella",0.430305017131748,0.756993100018722,"Veillonella","Veillonella",192,166,208,0.923076923076923,0.798076923076923,0.0988430769230769,0.1366563309989,71,64,79,0.89873417721519,0.810126582278481,0.0958212658227848,0.160046890159288,0.483325150850065,0.869919126353721,0.96665030170013,0,1,0,0.0243427458617332,-0.0120496592015579,TRUE,FALSE,4,1,50,"ns","ns",0.512,0.118090874098952
"Streptococcus",0.424487561627749,0.746848513590241,"Streptococcus","Streptococcus",208,204,208,1,0.980769230769231,0.0947732692307692,0.096644510088899,79,78,79,1,0.987341772151899,0.109879493670886,0.109189509497734,1,1,NA,NA,NA,NA,0,-0.00657254138266805,FALSE,FALSE,5,1,50,"ns","ns",0.512,0.118090874098952
"Staphylococcus",0.401023031868915,0.706023326472081,"Staphylococcus","Staphylococcus",196,122,208,0.942307692307692,0.586538461538462,0.00668,0.0172779011070982,77,42,79,0.974683544303797,0.531645569620253,0.0106825316455696,0.0282101646287361,0.36351807110356,0.424942747878091,0.901524816336828,0,0.827520087973125,0,-0.0323758519961052,0.0548928919182085,FALSE,TRUE,6,1,50,"ns","ns",0.512,0.118090874098952
"Klebsiella",0.39972825146707,0.704425371151448,"Klebsiella","Klebsiella",183,144,208,0.879807692307692,0.692307692307692,0.0450019230769231,0.10928831181634,71,55,79,0.89873417721519,0.69620253164557,0.0435422784810127,0.110454764333517,0.836112333247033,1,0.99690316656377,0,1,0,-0.0189264849074976,-0.00389483933787738,FALSE,FALSE,7,1,50,"ns","ns",0.512,0.118090874098952
"Rothia",0.377542093813391,0.6718455565077,"Rothia","Rothia",166,82,208,0.798076923076923,0.394230769230769,0.00229365384615385,0.00520026068794573,61,35,79,0.772151898734177,0.443037974683544,0.00304253164556962,0.00576352221999672,0.628819867134408,0.50193779465383,0.97606885999413,0,0.911300066746706,0,0.0259250243427459,-0.0488072054527751,TRUE,FALSE,8,1,50,"ns","ns",0.512,0.118090874098952
"Lactobacillus",0.341029776769411,0.60155783464712,"Lactobacillus","Lactobacillus",147,122,208,0.706730769230769,0.586538461538462,0.0360538461538462,0.076374278345953,52,44,79,0.658227848101266,0.556962025316456,0.0378511392405063,0.0758319891735594,0.474139820282505,0.68902859701673,0.96665030170013,0,1,0,0.0485029211295035,0.0295764362220059,TRUE,TRUE,9,1,50,"ns","ns",0.512,0.118090874098952
"Gemella",0.284905885638434,0.502965036308869,"Gemella","Gemella",119,17,208,0.572115384615385,0.0817307692307692,0.000328461538461538,0.000979167317772975,42,7,79,0.531645569620253,0.0886075949367089,0.000436455696202532,0.00121280670239366,0.594787097454938,0.815051063969564,0.97606885999413,0,1,0,0.0404698149951315,-0.00687682570593963,TRUE,FALSE,10,1,50,"ns","ns",0.512,0.118090874098952
