"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Blautia",0.188285564655733,0.338064177975707,"Blautia","Blautia",47,45,51,0.92156862745098,0.882352941176471,0.016721568627451,0.0240870367934745,73,72,77,0.948051948051948,0.935064935064935,0.0233251948051948,0.022614366510228,0.712208341584665,0.344093168756292,1,0,1,0,-0.0264833206009677,-0.0527119938884645,FALSE,FALSE,1,1,50,"ns","ns",0.5135,0.112558626699354
"Enterorhabdus",0.166995681014401,0.311149404610231,"Enterorhabdus","Enterorhabdus",37,29,51,0.725490196078431,0.568627450980392,0.00263686274509804,0.00343441260782456,43,27,77,0.558441558441558,0.350649350649351,0.00115844155844156,0.00173305257378803,0.0641484227317813,0.0183773538743226,1,0,1,0,0.167048637636873,0.217978100331041,TRUE,TRUE,2,1,50,"ns","ns",0.5135,0.112558626699354
"Lachnospira",0.155735706726597,0.285194167874523,"Lachnospira","Lachnospira",38,23,51,0.745098039215686,0.450980392156863,0.00320235294117647,0.00656054832715537,69,35,77,0.896103896103896,0.454545454545455,0.00169922077922078,0.00271854148503905,0.0295457489131368,1,1,0,1,0,-0.15100585688821,-0.00356506238859178,FALSE,FALSE,3,1,50,"ns","ns",0.5135,0.112558626699354
"Christensenellaceae_R-7_group",0.152171647710703,0.268083662569204,"Christensenellaceae_R-7_group","Christensenellaceae_R-7_group",42,30,51,0.823529411764706,0.588235294117647,0.0104956862745098,0.0179995165773864,70,59,77,0.909090909090909,0.766233766233766,0.00562961038961039,0.00575740951469414,0.178175972835263,0.0490635795538403,1,0,1,0,-0.0855614973262032,-0.177998472116119,FALSE,FALSE,4,1,50,"ns","ns",0.5135,0.112558626699354
"Escherichia/Shigella",0.145521746011337,0.26907257462413,"Escherichia/Shigella","Escherichia/Shigella",49,40,51,0.96078431372549,0.784313725490196,0.0618250980392157,0.122281906419103,77,69,77,1,0.896103896103896,0.0601064935064935,0.0998468576023754,0.156865157480315,0.125936448679698,NA,NA,1,0,-0.0392156862745098,-0.1117901706137,FALSE,FALSE,5,1,50,"ns","ns",0.5135,0.112558626699354
"Klebsiella",0.144682886611622,0.267263296960916,"Klebsiella","Klebsiella",41,23,51,0.803921568627451,0.450980392156863,0.0104070588235294,0.0388579795302904,67,48,77,0.87012987012987,0.623376623376623,0.0169137662337662,0.047196377231592,0.330340296149107,0.0696496337607071,1,0,1,0,-0.0662083015024191,-0.172396231219761,FALSE,FALSE,6,1,50,"ns","ns",0.5135,0.112558626699354
"Faecalibacterium",0.142309796228453,0.257322823987647,"Faecalibacterium","Faecalibacterium",48,47,51,0.941176470588235,0.92156862745098,0.0374580392156863,0.0317771060368692,74,74,77,0.961038961038961,0.961038961038961,0.0524436363636364,0.048301780366803,0.68186775169282,0.435358719944416,1,0,1,0,-0.0198624904507257,-0.0394703335879807,FALSE,FALSE,7,1,50,"ns","ns",0.5135,0.112558626699354
"unassigned_Lachnospiraceae",0.119252669385037,0.213601478441274,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",46,46,51,0.901960784313726,0.901960784313726,0.0198258823529412,0.0221954587406046,75,74,77,0.974025974025974,0.961038961038961,0.0258618181818182,0.039553864430515,0.114049941576159,0.264228483028168,1,0,1,0,-0.0720651897122485,-0.0590781767252355,FALSE,FALSE,8,1,50,"ns","ns",0.5135,0.112558626699354
"Desulfovibrio",0.115944281323002,0.231242809555238,"Desulfovibrio","Desulfovibrio",21,15,51,0.411764705882353,0.294117647058824,0.0015356862745098,0.00331290884565329,48,28,77,0.623376623376623,0.363636363636364,0.00214961038961039,0.0051200756680157,0.0292987283992527,0.449907078501523,1,0,1,0,-0.21161191749427,-0.0695187165775401,FALSE,FALSE,9,1,50,"ns","ns",0.5135,0.112558626699354
"Coprococcus_3",0.113774178430722,0.213476185466926,"Coprococcus_3","Coprococcus_3",43,27,51,0.843137254901961,0.529411764705882,0.00156705882352941,0.0016882029429161,69,47,77,0.896103896103896,0.61038961038961,0.00281402597402597,0.00409669322995622,0.420105783007023,0.464881354728712,1,0,1,0,-0.0529666412019353,-0.080977845683728,FALSE,FALSE,10,1,50,"ns","ns",0.5135,0.112558626699354
