"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Veillonella",0.473012736101362,0.845716876351166,"Veillonella","Veillonella",136,120,144,0.944444444444444,0.833333333333333,0.0905319444444444,0.127329491556233,126,110,142,0.887323943661972,0.774647887323944,0.106082253521127,0.158129800118971,0.0912805929818398,0.234934230504404,0.538555498592855,0,0.774311491695436,0,0.0571205007824725,0.0586854460093897,TRUE,TRUE,1,1,50,"ns","ns",0.493,0.107313380415313
"Bifidobacterium",0.444258550929079,0.782651696170054,"Bifidobacterium","Bifidobacterium",144,144,144,1,1,0.473016388888889,0.2327419017891,142,137,142,1,0.964788732394366,0.438399718309859,0.248589947886054,1,0.0291047988648881,NA,NA,NA,NA,0,0.0352112676056338,FALSE,TRUE,2,1,50,"ns","ns",0.493,0.107313380415313
"Escherichia/Shigella",0.435705933957091,0.770905535668918,"Escherichia/Shigella","Escherichia/Shigella",138,126,144,0.958333333333333,0.875,0.128500555555556,0.145541770649821,133,124,142,0.936619718309859,0.873239436619718,0.131907042253521,0.161003037515017,0.439709636722418,1,0.785834928183749,0,1,0,0.0217136150234742,0.00176056338028174,TRUE,TRUE,3,1,50,"ns","ns",0.493,0.107313380415313
"Staphylococcus",0.435261199561192,0.774150102872003,"Staphylococcus","Staphylococcus",139,87,144,0.965277777777778,0.604166666666667,0.00604833333333333,0.012695929968389,134,77,142,0.943661971830986,0.542253521126761,0.00960816901408451,0.0267310829941878,0.410501406429428,0.338913875758925,0.785834928183749,0,0.774311491695436,0,0.0216158059467919,0.061913145539906,TRUE,TRUE,4,1,50,"ns","ns",0.493,0.107313380415313
"Klebsiella",0.419949330501686,0.744822956361543,"Klebsiella","Klebsiella",126,97,144,0.875,0.673611111111111,0.0392077777777778,0.0968041507840093,129,102,142,0.908450704225352,0.71830985915493,0.0547614084507042,0.130523075662013,0.447604187512616,0.442099118615599,0.785834928183749,0,0.774311491695436,0,-0.0334507042253521,-0.0446987480438185,FALSE,FALSE,5,1,50,"ns","ns",0.493,0.107313380415313
"Corynebacterium_1",0.416410725684276,0.742677879574314,"Corynebacterium_1","Corynebacterium_1",102,6,144,0.708333333333333,0.0416666666666667,0.00031,0.00103839036275119,85,1,142,0.598591549295775,0.00704225352112676,0.000122535211267606,0.000192819456287494,0.062186759200553,0.120459423523284,0.499823231393066,0,NA,NA,0.109741784037559,0.0346244131455399,TRUE,TRUE,6,1,50,"ns","ns",0.493,0.107313380415313
"Streptococcus",0.405307322836854,0.712227433204382,"Streptococcus","Streptococcus",144,142,144,1,0.986111111111111,0.102500555555556,0.0960071489163481,142,139,142,1,0.97887323943662,0.0970960563380282,0.104584855560956,1,0.683094662451181,NA,NA,NA,NA,0,0.00723787167449141,FALSE,TRUE,7,1,50,"ns","ns",0.493,0.107313380415313
"Rothia",0.390618199478855,0.706167386957633,"Rothia","Rothia",116,66,144,0.805555555555556,0.458333333333333,0.00246138888888889,0.00416457498080954,111,51,142,0.78169014084507,0.359154929577465,0.00255802816901408,0.00637640745018949,0.662480009304662,0.0936073143021011,0.814298344770314,0,0.574001635117447,0,0.0238654147104852,0.0991784037558685,TRUE,TRUE,8,1,50,"ns","ns",0.493,0.107313380415313
"Lactobacillus",0.389039151025625,0.700238529497731,"Lactobacillus","Lactobacillus",103,85,144,0.715277777777778,0.590277777777778,0.0387427777777778,0.0859020445424069,97,81,142,0.683098591549296,0.570422535211268,0.0359439436619718,0.0671141795902157,0.606595791031636,0.810692900629922,0.801139348466113,0,0.960821215561389,0,0.032179186228482,0.0198552425665102,TRUE,TRUE,9,1,50,"ns","ns",0.493,0.107313380415313
"Enterococcus",0.35302353567864,0.6294139764281,"Enterococcus","Enterococcus",107,70,144,0.743055555555556,0.486111111111111,0.0148708333333333,0.0358349852007178,98,69,142,0.690140845070423,0.485915492957746,0.0141332394366197,0.0319816304444524,0.359072370253969,1,0.785834928183749,0,1,0,0.0529147104851331,0.000195618153364607,TRUE,TRUE,10,1,50,"ns","ns",0.493,0.107313380415313
"Dolosigranulum",0.28167683014498,0.509036079446524,"Dolosigranulum","Dolosigranulum",75,4,144,0.520833333333333,0.0277777777777778,0.000169444444444444,0.000390029186244781,56,2,142,0.394366197183099,0.0140845070422535,0.000107605633802817,0.000214492406179008,0.0335002168259915,0.684222439453134,0.3953025585467,0,NA,NA,0.126467136150235,0.0136932707355243,TRUE,TRUE,11,1,50,"ns","ns",0.493,0.107313380415313
"Gemella",0.248672669099635,0.442138059258488,"Gemella","Gemella",84,11,144,0.583333333333333,0.0763888888888889,0.000327222222222222,0.000922285428601369,77,13,142,0.542253521126761,0.0915492957746479,0.000391267605633803,0.0011665125688433,0.551256953612289,0.675198282309251,0.801139348466113,0,0.864253801355841,0,0.0410798122065728,-0.015160406885759,TRUE,FALSE,12,1,50,"ns","ns",0.493,0.107313380415313
"Enterobacter",0.229688514011707,0.416580924516921,"Enterobacter","Enterobacter",53,23,144,0.368055555555556,0.159722222222222,0.00324722222222222,0.0162163606604304,44,16,142,0.309859154929577,0.112676056338028,0.00232901408450704,0.0140291816592476,0.319428541293234,0.301723537058036,0.785834928183749,0,0.774311491695436,0,0.0581964006259781,0.047046165884194,TRUE,TRUE,13,1,50,"ns","ns",0.493,0.107313380415313
"Clostridium_sensu_stricto_1",0.207958032331746,0.400833303780116,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",43,19,144,0.298611111111111,0.131944444444444,0.00428333333333333,0.0197552665546015,47,31,142,0.330985915492958,0.21830985915493,0.00699718309859155,0.0367242351882897,0.611038486118222,0.0623310830547632,0.801139348466113,0,0.574001635117447,0,-0.0323748043818466,-0.0863654147104851,FALSE,FALSE,14,1,50,"ns","ns",0.493,0.107313380415313
"Haemophilus",0.184012289425241,0.328966431360798,"Haemophilus","Haemophilus",43,8,144,0.298611111111111,0.0555555555555556,0.000200277777777778,0.000717173886751591,42,10,142,0.295774647887324,0.0704225352112676,0.000572394366197183,0.00298281102355438,1,0.634868967289923,1,0,0.846491956386563,0,0.00283646322378717,-0.0148669796557121,TRUE,FALSE,15,1,50,"ns","ns",0.493,0.107313380415313
"Actinomyces",0.180976431900404,0.325653846627736,"Actinomyces","Actinomyces",50,15,144,0.347222222222222,0.104166666666667,0.0008025,0.00412730622117582,38,15,142,0.267605633802817,0.105633802816901,0.000489577464788732,0.00217218485729008,0.159839246987658,1,0.785834928183749,0,1,0,0.0796165884194053,-0.00146713615023474,TRUE,FALSE,16,1,50,"ns","ns",0.493,0.107313380415313
"Atopobium",0.179280968274546,0.343093375831791,"Atopobium","Atopobium",38,18,144,0.263888888888889,0.125,0.000548611111111111,0.00223423665758877,32,12,142,0.225352112676056,0.0845070422535211,0.00019830985915493,0.00060858861465519,0.492811734623707,0.335134706551637,0.785834928183749,0,0.774311491695436,0,0.0385367762128326,0.0404929577464789,TRUE,TRUE,17,1,50,"ns","ns",0.493,0.107313380415313
"unassigned_Enterobacteriaceae",0.177561868830715,0.350456563613808,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",23,7,144,0.159722222222222,0.0486111111111111,0.00127333333333333,0.0078712279455387,40,13,142,0.28169014084507,0.0915492957746479,0.000681971830985915,0.00298700097216447,0.0152002656237978,0.171199080727827,0.386231034508344,0,0.774311491695436,0,-0.121967918622848,-0.0429381846635368,FALSE,FALSE,18,1,50,"ns","ns",0.493,0.107313380415313
"Collinsella",0.176802765544964,0.363141767692695,"Collinsella","Collinsella",44,36,144,0.305555555555556,0.25,0.0221761111111111,0.0609479156422467,39,30,142,0.274647887323944,0.211267605633803,0.0197569014084507,0.0608426942435401,0.603449884997253,0.483944682309648,0.801139348466113,0,0.774311491695436,0,0.0309076682316119,0.0387323943661972,TRUE,TRUE,19,1,50,"ns","ns",0.493,0.107313380415313
"Bacteroides",0.166244456674955,0.299101756101786,"Bacteroides","Bacteroides",54,41,144,0.375,0.284722222222222,0.0312052777777778,0.0843061677388044,43,31,142,0.302816901408451,0.21830985915493,0.0216095774647887,0.0766413645223555,0.213189775884251,0.221066332043509,0.785834928183749,0,0.774311491695436,0,0.0721830985915493,0.0664123630672926,TRUE,TRUE,20,1,50,"ns","ns",0.493,0.107313380415313
