"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Staphylococcus",0.628972318090518,1.10919442430775,"Staphylococcus","Staphylococcus",145,141,147,0.986394557823129,0.959183673469388,0.104429659863946,0.112718644915237,139,133,139,1,0.956834532374101,0.108143597122302,0.101565260957395,0.498638203901361,1,NA,NA,NA,NA,-0.0136054421768708,0.00234914109528694,FALSE,TRUE,1,1,50,"ns","ns",0.5365,0.114559983846847
"Streptococcus",0.597475580013313,1.04573606445121,"Streptococcus","Streptococcus",146,141,147,0.993197278911565,0.959183673469388,0.133685714285714,0.152620887778513,139,136,139,1,0.97841726618705,0.114283741007194,0.131756916174509,1,0.502387523673574,NA,NA,NA,NA,-0.00680272108843538,-0.0192335927176627,FALSE,FALSE,2,1,50,"ns","ns",0.5365,0.114559983846847
"Bifidobacterium",0.54821353440873,0.968670593909144,"Bifidobacterium","Bifidobacterium",144,133,147,0.979591836734694,0.904761904761905,0.351532789115646,0.239648197863927,135,121,139,0.971223021582734,0.870503597122302,0.395156834532374,0.256754236658485,0.716434066799279,0.453393058957441,NA,NA,0.87190972876431,0,0.00836881515196009,0.0342583076396026,TRUE,TRUE,3,1,50,"ns","ns",0.5365,0.114559983846847
"Klebsiella",0.519537415542529,0.924010496275617,"Klebsiella","Klebsiella",120,101,147,0.816326530612245,0.687074829931973,0.0830231292517007,0.160013150070924,113,93,139,0.81294964028777,0.669064748201439,0.10145035971223,0.186401781688203,1,0.80041590354678,1,0,1,0,0.00337689032447508,0.018010081730534,TRUE,TRUE,4,1,50,"ns","ns",0.5365,0.114559983846847
"Escherichia/Shigella",0.501309085996853,0.885026827976294,"Escherichia/Shigella","Escherichia/Shigella",125,112,147,0.850340136054422,0.761904761904762,0.134229931972789,0.175822815097755,121,96,139,0.870503597122302,0.690647482014389,0.129609784172662,0.177875130853192,0.733464863928328,0.186463643843904,0.984938531560897,0,0.678499644592475,0,-0.0201634610678805,0.0712572798903733,FALSE,TRUE,5,1,50,"ns","ns",0.5365,0.114559983846847
"Enterococcus",0.475519770066891,0.8587339946903,"Enterococcus","Enterococcus",104,70,147,0.707482993197279,0.476190476190476,0.0369404081632653,0.0846212550607201,84,45,139,0.60431654676259,0.323741007194245,0.0234515107913669,0.0631057378579755,0.0808882525264144,0.0111685355769253,0.573805418389968,0,0.279213389423132,0,0.103166446434689,0.152449468996232,TRUE,TRUE,6,1,50,"ns","ns",0.5365,0.114559983846847
"Veillonella",0.458739765238718,0.838538897231787,"Veillonella","Veillonella",97,69,147,0.659863945578231,0.469387755102041,0.0370231292517007,0.0894949143944475,78,61,139,0.561151079136691,0.438848920863309,0.0266869064748201,0.0687930365414454,0.0909195475142156,0.635695836613598,0.573805418389968,0,0.891689872175466,0,0.0987128664415406,0.0305388342387315,TRUE,TRUE,7,1,50,"ns","ns",0.5365,0.114559983846847
"Rothia",0.4548962717812,0.819538120135953,"Rothia","Rothia",97,45,147,0.659863945578231,0.306122448979592,0.00157469387755102,0.00355818972484267,99,43,139,0.712230215827338,0.309352517985612,0.00158158273381295,0.00307440208844563,0.373692368261189,1,0.836359109917899,0,1,0,-0.0523662702491069,-0.00323006900601969,FALSE,FALSE,8,1,50,"ns","ns",0.5365,0.114559983846847
"Gemella",0.35744984835101,0.63099875208999,"Gemella","Gemella",75,13,147,0.510204081632653,0.0884353741496599,0.00035156462585034,0.00103541911352742,86,13,139,0.618705035971223,0.0935251798561151,0.000368057553956835,0.00085740667105061,0.0739474563014977,1,0.573805418389968,0,1,0,-0.10850095433857,-0.00508980570645524,FALSE,FALSE,9,1,50,"ns","ns",0.5365,0.114559983846847
"Enterobacter",0.334957534524798,0.624427502237942,"Enterobacter","Enterobacter",51,24,147,0.346938775510204,0.163265306122449,0.00161115646258503,0.00605766948688504,52,26,139,0.37410071942446,0.18705035971223,0.0041631654676259,0.0131035192217267,0.71174002217079,0.642016707966336,0.984938531560897,0,0.891689872175466,0,-0.0271619439142564,-0.0237850535897813,FALSE,FALSE,10,1,50,"ns","ns",0.5365,0.114559983846847
"Lactobacillus",0.328984961239469,0.602700781106642,"Lactobacillus","Lactobacillus",68,38,147,0.462585034013605,0.258503401360544,0.0188971428571429,0.074042988180044,51,29,139,0.366906474820144,0.20863309352518,0.0084863309352518,0.0282759885882583,0.11884470233882,0.331938292472578,0.573805418389968,0,0.754405210164949,0,0.0956785591934616,0.0498703078353644,TRUE,TRUE,11,1,50,"ns","ns",0.5365,0.114559983846847
"Corynebacterium_1",0.302136937558446,0.536905149273083,"Corynebacterium_1","Corynebacterium_1",69,1,147,0.469387755102041,0.00680272108843537,9.93197278911565e-05,0.000188511326878703,52,3,139,0.37410071942446,0.0215827338129496,8.1726618705036e-05,0.000206551843011694,0.11980670585724,0.358831796518658,0.573805418389968,0,NA,NA,0.0952870356775804,-0.0147800127245143,TRUE,FALSE,12,1,50,"ns","ns",0.5365,0.114559983846847
"Haemophilus",0.301280593523171,0.554964999686572,"Haemophilus","Haemophilus",48,23,147,0.326530612244898,0.156462585034014,0.00364380952380952,0.0198109306113948,40,11,139,0.287769784172662,0.079136690647482,0.00298589928057554,0.0282373558163123,0.522509535205703,0.0463401637596353,0.939330939563372,0,0.579252046995442,0,0.0387608280722361,0.0773258943865316,TRUE,TRUE,13,1,50,"ns","ns",0.5365,0.114559983846847
