"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"501","RSV8",0.134706564282377,0.237376579827568,"Staphylococcus (RSV8)",16,9,23,0.695652173913043,0.391304347826087,0.00992347826086956,0.0207817854269934,10,3,27,0.37037037037037,0.111111111111111,0.00092,0.00279454413510986,0.0268951146260577,0.0435037630021657,1,0,0.972804675061514,0,0.325281803542673,0.280193236714976,TRUE,TRUE,1,1,23,"ns","ns",0.381805555555556,0.161483361412929
"164","RSV2",0.117425856900947,0.205720655580367,"Escherichia/Shigella (RSV2)",19,8,23,0.826086956521739,0.347826086956522,0.169262608695652,0.268274483271711,22,14,27,0.814814814814815,0.518518518518518,0.135853333333333,0.168432856652139,1,0.264060533500037,1,0,0.972804675061514,0,0.0112721417069244,-0.170692431561997,TRUE,FALSE,2,1,23,"ns","ns",0.381805555555556,0.161483361412929
"267","RSV3",0.0971326120172634,0.176543362806066,"Streptococcus (RSV3)",20,16,23,0.869565217391304,0.695652173913043,0.058335652173913,0.162197769176064,20,14,27,0.740740740740741,0.518518518518518,0.0350192592592593,0.117449122141197,0.307916700429463,0.253825695786865,1,0,0.972804675061514,0,0.128824476650564,0.177133655394525,TRUE,TRUE,3,1,23,"ns","ns",0.381805555555556,0.161483361412929
"538","RSV9",0.0921757795869374,0.167121138305402,"Bacteroides (RSV9)",7,3,23,0.304347826086957,0.130434782608696,0.0212104347826087,0.0987658440904207,14,11,27,0.518518518518518,0.407407407407407,0.0500992592592593,0.143695769808887,0.157840288337057,0.0559890641623906,1,0,0.972804675061514,0,-0.214170692431562,-0.276972624798712,FALSE,FALSE,4,1,23,"ns","ns",0.381805555555556,0.161483361412929
"468","RSV7",0.0831805785153459,0.154307225919704,"Staphylococcus (RSV7)",17,16,23,0.739130434782609,0.695652173913043,0.0173252173913043,0.0292065429888524,19,15,27,0.703703703703704,0.555555555555556,0.0126962962962963,0.0274385607589796,1,0.386674273394396,1,0,0.972804675061514,0,0.0354267310789049,0.140096618357488,TRUE,TRUE,5,1,23,"ns","ns",0.381805555555556,0.161483361412929
"142","RSV18",0.063925564504324,0.119129275672546,"Haemophilus (RSV18)",14,11,23,0.608695652173913,0.478260869565217,0.0276139130434783,0.0490901132185522,13,9,27,0.481481481481481,0.333333333333333,0.0305762962962963,0.0823622902952441,0.406898601175474,0.388284827833193,1,0,0.972804675061514,0,0.127214170692432,0.144927536231884,TRUE,TRUE,6,1,23,"ns","ns",0.381805555555556,0.161483361412929
"329","RSV4",0.0604681693150597,0.11060498725091,"Streptococcus (RSV4)",15,9,23,0.652173913043478,0.391304347826087,0.00446086956521739,0.00920581531278586,14,8,27,0.518518518518518,0.296296296296296,0.00158814814814815,0.00320174596243631,0.398036808838751,0.556609930280639,1,0,0.972804675061514,0,0.13365539452496,0.0950080515297907,TRUE,TRUE,7,1,23,"ns","ns",0.381805555555556,0.161483361412929
"306","RSV35",0.0561547662647261,0.10253225240379,"Gemella (RSV35)",12,6,23,0.521739130434783,0.260869565217391,0.00171826086956522,0.00431682506665796,16,9,27,0.592592592592593,0.333333333333333,0.00078962962962963,0.00141927793527197,0.775906201996424,0.758192742448756,1,0,1,0,-0.07085346215781,-0.072463768115942,FALSE,FALSE,8,1,23,"ns","ns",0.381805555555556,0.161483361412929
"61","RSV130",0.0548033339192272,0.100271741664845,"Staphylococcus (RSV130)",12,8,23,0.521739130434783,0.347826086956522,0.00195826086956522,0.00416432429548236,9,5,27,0.333333333333333,0.185185185185185,0.00121481481481481,0.00387855878305566,0.251961680769486,0.215415600111226,1,0,0.972804675061514,0,0.188405797101449,0.162640901771337,TRUE,TRUE,9,1,23,"ns","ns",0.381805555555556,0.161483361412929
"430","RSV6",0.053230666396603,0.0973255485274072,"Bifidobacterium (RSV6)",12,12,23,0.521739130434783,0.521739130434783,0.0680991304347826,0.160378569354825,15,12,27,0.555555555555556,0.444444444444444,0.0410059259259259,0.0795906393442412,1,0.776876305018084,1,0,1,0,-0.033816425120773,0.0772946859903382,FALSE,TRUE,10,1,23,"ns","ns",0.381805555555556,0.161483361412929
