"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Streptococcus",0.559286368912842,1.00007905875306,"Streptococcus","Streptococcus",142,142,142,1,1,0.101849577464789,0.100596588516196,142,139,142,1,0.97887323943662,0.111028169014085,0.144269933743796,1,0.247349823321555,NA,NA,NA,NA,0,0.0211267605633803,FALSE,TRUE,1,1,50,"ns","ns",0.5365,0.100215676509126
"Veillonella",0.520275903925822,0.935507865020137,"Veillonella","Veillonella",127,108,142,0.894366197183099,0.76056338028169,0.0694819718309859,0.12153711002741,124,100,142,0.873239436619718,0.704225352112676,0.0835050704225352,0.150857941620569,0.711631332575813,0.348159996394078,1,0,0.870615539245555,0,0.0211267605633804,0.0563380281690141,TRUE,TRUE,2,1,50,"ns","ns",0.5365,0.100215676509126
"Bifidobacterium",0.504623781684303,0.888734684170531,"Bifidobacterium","Bifidobacterium",142,140,142,1,0.985915492957746,0.47780338028169,0.248549953047921,138,136,142,0.971830985915493,0.957746478873239,0.45264985915493,0.271504386691795,0.12235453893842,0.282043748659503,NA,NA,NA,NA,0.028169014084507,0.0281690140845071,TRUE,TRUE,3,1,50,"ns","ns",0.5365,0.100215676509126
"Staphylococcus",0.501130057940988,0.876221619699791,"Staphylococcus","Staphylococcus",141,116,142,0.992957746478873,0.816901408450704,0.0212805633802817,0.0501160156416472,137,104,142,0.964788732394366,0.732394366197183,0.0174647887323944,0.0280065640664133,0.213763340801248,0.117809651363004,NA,NA,0.858019500805075,0,0.028169014084507,0.0845070422535211,TRUE,TRUE,4,1,50,"ns","ns",0.5365,0.100215676509126
"Escherichia/Shigella",0.484921315863411,0.868794608002694,"Escherichia/Shigella","Escherichia/Shigella",127,112,142,0.894366197183099,0.788732394366197,0.131235492957746,0.164803350107007,133,120,142,0.936619718309859,0.845070422535211,0.148252957746479,0.181863841176194,0.286006500268358,0.282752428108312,0.999133040720159,0,0.858019500805075,0,-0.0422535211267605,-0.0563380281690141,FALSE,FALSE,5,1,50,"ns","ns",0.5365,0.100215676509126
"Klebsiella",0.439034783059183,0.788733969137179,"Klebsiella","Klebsiella",119,89,142,0.838028169014085,0.626760563380282,0.0239391549295775,0.0524383113086016,121,94,142,0.852112676056338,0.661971830985915,0.0351050704225352,0.0783922865809199,0.869914223297357,0.620123623448969,1,0,1,0,-0.0140845070422535,-0.0352112676056338,FALSE,FALSE,6,1,50,"ns","ns",0.5365,0.100215676509126
"Corynebacterium_1",0.429313683392071,0.756093296730597,"Corynebacterium_1","Corynebacterium_1",110,13,142,0.774647887323944,0.0915492957746479,0.000444788732394366,0.000796794747687924,98,6,142,0.690140845070423,0.0422535211267606,0.000227605633802817,0.00040454672923934,0.140093314881307,0.152606213118411,0.999133040720159,0,0.858019500805075,0,0.0845070422535211,0.0492957746478873,TRUE,TRUE,7,1,50,"ns","ns",0.5365,0.100215676509126
"Rothia",0.426282135697308,0.763817372024268,"Rothia","Rothia",122,68,142,0.859154929577465,0.47887323943662,0.00347352112676056,0.00839531600216134,111,58,142,0.78169014084507,0.408450704225352,0.00220084507042254,0.0044196529970264,0.121546309017781,0.28237824580552,0.999133040720159,0,0.858019500805075,0,0.0774647887323944,0.0704225352112676,TRUE,TRUE,8,1,50,"ns","ns",0.5365,0.100215676509126
"Lactobacillus",0.421257563993787,0.757135505257702,"Lactobacillus","Lactobacillus",92,77,142,0.647887323943662,0.542253521126761,0.0402216901408451,0.0800125124432284,83,67,142,0.584507042253521,0.471830985915493,0.0349704225352113,0.0756838150987733,0.329002542034331,0.285409689741555,0.999133040720159,0,0.858019500805075,0,0.0633802816901409,0.0704225352112677,TRUE,TRUE,9,1,50,"ns","ns",0.5365,0.100215676509126
"Enterococcus",0.343003220382649,0.607185792703702,"Enterococcus","Enterococcus",83,52,142,0.584507042253521,0.366197183098592,0.0123138028169014,0.0483541324883244,87,53,142,0.612676056338028,0.373239436619718,0.0107859154929577,0.0269404433549825,0.71656463867731,1,1,0,1,0,-0.028169014084507,-0.00704225352112675,FALSE,FALSE,10,1,50,"ns","ns",0.5365,0.100215676509126
"Gemella",0.303698111086448,0.539502374259686,"Gemella","Gemella",91,13,142,0.640845070422535,0.0915492957746479,0.000416619718309859,0.000989834779052139,84,12,142,0.591549295774648,0.0845070422535211,0.00044,0.0012526148536686,0.464178593928721,1,1,0,1,0,0.0492957746478874,0.00704225352112677,TRUE,TRUE,11,1,50,"ns","ns",0.5365,0.100215676509126
"Dolosigranulum",0.272890689098958,0.501621453473412,"Dolosigranulum","Dolosigranulum",70,9,142,0.492957746478873,0.0633802816901408,0.000239154929577465,0.000493876679352398,46,6,142,0.323943661971831,0.0422535211267606,0.00013830985915493,0.000360979698906566,0.00538890271087888,0.597203139422153,0.269445135543944,0,1,0,0.169014084507042,0.0211267605633803,TRUE,TRUE,12,1,50,"ns","ns",0.5365,0.100215676509126
"Enterobacter",0.265120303341841,0.470658243112608,"Enterobacter","Enterobacter",57,24,142,0.401408450704225,0.169014084507042,0.00474281690140845,0.027935858609753,51,19,142,0.359154929577465,0.133802816901408,0.000748169014084507,0.00254242544043435,0.541184444106659,0.508215335323054,1,0,1,0,0.0422535211267606,0.0352112676056338,TRUE,TRUE,13,1,50,"ns","ns",0.5365,0.100215676509126
"Haemophilus",0.24057531460867,0.42863796217221,"Haemophilus","Haemophilus",46,12,142,0.323943661971831,0.0845070422535211,0.00216591549295775,0.0166847930574129,56,15,142,0.394366197183099,0.105633802816901,0.00122140845070423,0.00566226912281806,0.265590282217021,0.686436844656079,0.999133040720159,0,1,0,-0.0704225352112676,-0.0211267605633803,FALSE,FALSE,14,1,50,"ns","ns",0.5365,0.100215676509126
"Clostridium_sensu_stricto_1",0.223718405320835,0.402926682044002,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",38,20,142,0.267605633802817,0.140845070422535,0.0106014084507042,0.0432502731937676,43,23,142,0.302816901408451,0.161971830985915,0.00534985915492958,0.0200719785264392,0.599258235698808,0.740903535658372,1,0,1,0,-0.0352112676056338,-0.0211267605633803,FALSE,FALSE,15,1,50,"ns","ns",0.5365,0.100215676509126
"unassigned_Enterobacteriaceae",0.207133630663437,0.399589136683698,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",29,9,142,0.204225352112676,0.0633802816901408,0.00102140845070423,0.00810287984805309,20,7,142,0.140845070422535,0.0492957746478873,0.0012230985915493,0.00875217348349804,0.2086891385637,0.797852876661675,0.999133040720159,0,1,0,0.0633802816901408,0.0140845070422535,TRUE,TRUE,16,1,50,"ns","ns",0.5365,0.100215676509126
"unassigned_Lachnospiraceae",0.188506469250328,0.349563516626139,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",32,20,142,0.225352112676056,0.140845070422535,0.00596985915492958,0.0276722762915761,40,30,142,0.28169014084507,0.211267605633803,0.00970169014084507,0.031839389360565,0.339705233844854,0.160406371127839,0.999133040720159,0,0.858019500805075,0,-0.0563380281690141,-0.0704225352112676,FALSE,FALSE,17,1,50,"ns","ns",0.5365,0.100215676509126
"Collinsella",0.17292811342498,0.311023539819277,"Collinsella","Collinsella",44,32,142,0.309859154929577,0.225352112676056,0.0190166197183099,0.0565980161029566,40,33,142,0.28169014084507,0.232394366197183,0.0163842253521127,0.0523374198249653,0.696629486505824,1,1,0,1,0,0.028169014084507,-0.00704225352112675,TRUE,FALSE,18,1,50,"ns","ns",0.5365,0.100215676509126
"Bacteroides",0.16585382570433,0.301998258039686,"Bacteroides","Bacteroides",47,34,142,0.330985915492958,0.23943661971831,0.0299783098591549,0.0915811435419012,38,28,142,0.267605633802817,0.197183098591549,0.0175242253521127,0.0755483814483579,0.299908268211673,0.47281456772654,0.999133040720159,0,1,0,0.0633802816901409,0.0422535211267606,TRUE,TRUE,19,1,50,"ns","ns",0.5365,0.100215676509126
"Acinetobacter",0.138871931694031,0.264669113640307,"Acinetobacter","Acinetobacter",28,4,142,0.197183098591549,0.028169014084507,0.00018,0.00122790024313549,28,9,142,0.197183098591549,0.0633802816901408,0.000239154929577465,0.00117520934785577,1,0.255563721172058,1,0,0.858019500805075,0,0,-0.0352112676056338,FALSE,FALSE,20,1,50,"ns","ns",0.5365,0.100215676509126
"Senegalimassilia",0.127960280454424,0.235915102070009,"Senegalimassilia","Senegalimassilia",26,19,142,0.183098591549296,0.133802816901408,0.00175661971830986,0.00682542679280978,20,13,142,0.140845070422535,0.0915492957746479,0.00113098591549296,0.00454952172840696,0.420875406078522,0.348246215698222,1,0,0.870615539245555,0,0.0422535211267606,0.0422535211267605,TRUE,TRUE,21,0,50,"ns","ns",0.5365,0.100215676509126
"Atopobium",0.127390423049108,0.231315110702578,"Atopobium","Atopobium",28,13,142,0.197183098591549,0.0915492957746479,0.000403380281690141,0.00262524349085472,17,5,142,0.119718309859155,0.0352112676056338,8.42253521126761e-05,0.000285108723677917,0.10341729626309,0.0857510083100831,0.999133040720159,0,0.858019500805075,0,0.0774647887323944,0.0563380281690141,TRUE,TRUE,22,0,50,"ns","ns",0.5365,0.100215676509126
"Actinomyces",0.124597353983313,0.235996232790438,"Actinomyces","Actinomyces",22,7,142,0.154929577464789,0.0492957746478873,0.00160281690140845,0.015139015134507,33,8,142,0.232394366197183,0.0563380281690141,0.000351549295774648,0.00244057814792607,0.132716372816262,1,0.999133040720159,0,1,0,-0.0774647887323944,-0.00704225352112677,FALSE,FALSE,23,0,50,"ns","ns",0.5365,0.100215676509126
