"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"550","RSV3",0.184605435093758,0.324458501319475,"Streptococcus (RSV3)",78,71,80,0.975,0.8875,0.070683,0.0870231789346881,48,46,48,1,0.958333333333333,0.0629683333333333,0.084691852740198,0.52755905511811,0.207275086866671,NA,NA,0.932211452460756,0,-0.025,-0.0708333333333334,FALSE,FALSE,1,1,48,"ns","ns",0.508190058479532,0.10700163321479
"275","RSV17",0.160780642311599,0.284936792921744,"Streptococcus (RSV17)",36,27,80,0.45,0.3375,0.004209,0.00938644748857075,20,13,48,0.416666666666667,0.270833333333333,0.00379333333333333,0.017086258922644,0.854128709877138,0.554990170898905,1,0,0.979421035403795,0,0.0333333333333333,0.0666666666666667,TRUE,TRUE,2,1,48,"ns","ns",0.508190058479532,0.10700163321479
"1","RSV1",0.158405300470962,0.280924348910234,"Bifidobacterium (RSV1)",56,52,80,0.7,0.65,0.338491,0.324709261564592,31,27,48,0.645833333333333,0.5625,0.296931666666667,0.332004375255286,0.560895907198799,0.352015863291265,1,0,0.932211452460756,0,0.0541666666666666,0.0875,TRUE,TRUE,3,1,48,"ns","ns",0.508190058479532,0.10700163321479
"774","RSV5",0.158006106210833,0.286265984047972,"Bifidobacterium (RSV5)",48,33,80,0.6,0.4125,0.060452,0.146433039973735,31,22,48,0.645833333333333,0.458333333333333,0.0945325,0.181444378940038,0.70790405187517,0.712702643463378,1,0,0.979421035403795,0,-0.0458333333333334,-0.0458333333333333,FALSE,FALSE,4,1,48,"ns","ns",0.508190058479532,0.10700163321479
"354","RSV2",0.149754088787355,0.266087864668738,"Escherichia/Shigella (RSV2)",70,64,80,0.875,0.8,0.1262085,0.179812181132974,39,35,48,0.8125,0.729166666666667,0.1159625,0.153633464972884,0.441737896227745,0.387846808042848,1,0,0.932211452460756,0,0.0625,0.0708333333333334,TRUE,TRUE,5,1,48,"ns","ns",0.508190058479532,0.10700163321479
"615","RSV35",0.145021157244121,0.259104058973026,"Gemella (RSV35)",40,7,80,0.5,0.0875,0.0003025,0.000839043306919301,29,3,48,0.604166666666667,0.0625,0.0002775,0.000544928259966978,0.276440113739211,0.742242361889912,1,0,0.979421035403795,0,-0.104166666666667,0.025,FALSE,TRUE,6,1,48,"ns","ns",0.508190058479532,0.10700163321479
"551","RSV30",0.14408860576263,0.25773294404974,"Rothia (RSV30)",45,29,80,0.5625,0.3625,0.0035855,0.0101926163272703,28,17,48,0.583333333333333,0.354166666666667,0.00128833333333333,0.00202464741698908,0.85531787800314,1,1,0,1,0,-0.0208333333333334,0.0083333333333333,FALSE,TRUE,7,1,48,"ns","ns",0.508190058479532,0.10700163321479
"480","RSV26",0.142955363137829,0.251015319003139,"Klebsiella (RSV26)",52,26,80,0.65,0.325,0.005691,0.0185740202119908,28,21,48,0.583333333333333,0.4375,0.00750916666666667,0.0322252378848875,0.458069835388787,0.256082056494436,1,0,0.932211452460756,0,0.0666666666666667,-0.1125,TRUE,FALSE,8,1,48,"ns","ns",0.508190058479532,0.10700163321479
"945","RSV7",0.13970716489545,0.248243078921132,"Staphylococcus (RSV7)",62,29,80,0.775,0.3625,0.0084665,0.0442751959905318,38,22,48,0.791666666666667,0.458333333333333,0.00720666666666667,0.0182788487617995,1,0.351627318800628,1,0,0.932211452460756,0,-0.0166666666666666,-0.0958333333333333,FALSE,FALSE,9,1,48,"ns","ns",0.508190058479532,0.10700163321479
"48","RSV11",0.138989368714518,0.256117652749438,"Lactobacillus (RSV11)",24,18,80,0.3,0.225,0.0160255,0.0596459767420988,18,17,48,0.375,0.354166666666667,0.0311841666666667,0.0655952923788705,0.438548058032404,0.151342766201145,1,0,0.932211452460756,0,-0.075,-0.129166666666667,FALSE,FALSE,10,1,48,"ns","ns",0.508190058479532,0.10700163321479
"1005","RSV8",0.138315403972144,0.246393334607265,"Staphylococcus (RSV8)",63,49,80,0.7875,0.6125,0.009912,0.017260938150135,34,26,48,0.708333333333333,0.541666666666667,0.00882083333333333,0.016161324971137,0.394422826455171,0.462600587662279,1,0,0.979421035403795,0,0.0791666666666666,0.0708333333333334,TRUE,TRUE,11,1,48,"ns","ns",0.508190058479532,0.10700163321479
"329","RSV19",0.137175231029754,0.244166563131047,"Klebsiella (RSV19)",57,33,80,0.7125,0.4125,0.007929,0.0177736553444641,37,24,48,0.770833333333333,0.5,0.0124166666666667,0.0350155611202702,0.538704134505842,0.362799862439327,1,0,0.932211452460756,0,-0.0583333333333333,-0.0875,FALSE,FALSE,12,1,48,"ns","ns",0.508190058479532,0.10700163321479
"667","RSV4",0.13261824795462,0.235177889467658,"Streptococcus (RSV4)",69,36,80,0.8625,0.45,0.0021485,0.00338540841355696,39,21,48,0.8125,0.4375,0.00172916666666667,0.00260304554306888,0.461421619527455,1,1,0,1,0,0.05,0.0125,TRUE,TRUE,13,1,48,"ns","ns",0.508190058479532,0.10700163321479
"145","RSV13",0.125904723130697,0.227967880493491,"Bifidobacterium (RSV13)",28,24,80,0.35,0.3,0.0240165,0.0818191363073208,22,20,48,0.458333333333333,0.416666666666667,0.039975,0.0944549168155809,0.26330199488539,0.185590294357336,1,0,0.932211452460756,0,-0.108333333333333,-0.116666666666667,FALSE,FALSE,14,1,48,"ns","ns",0.508190058479532,0.10700163321479
"818","RSV54",0.119812824323775,0.228847886531017,"Klebsiella (RSV54)",23,10,80,0.2875,0.125,0.001417,0.00690894932384756,9,0,48,0.1875,0,5.16666666666667e-05,0.000158064534804998,0.291743457688289,0.0131349997491304,1,0,0.932211452460756,0,0.1,0.125,TRUE,TRUE,15,1,48,"ns","ns",0.508190058479532,0.10700163321479
"437","RSV24",0.117517660681828,0.217276650499626,"Enterococcus (RSV24)",28,17,80,0.35,0.2125,0.0024245,0.00819719864158605,14,8,48,0.291666666666667,0.166666666666667,0.000855,0.00343819472670229,0.562454478525759,0.647015210635023,1,0,0.979421035403795,0,0.0583333333333333,0.0458333333333333,TRUE,TRUE,16,1,48,"ns","ns",0.508190058479532,0.10700163321479
