"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Agathobacter",0.152787449871927,0.293548897336216,"Agathobacter","Agathobacter",117,100,129,0.906976744186046,0.775193798449612,0.016882480620155,0.0229140539581814,144,124,156,0.923076923076923,0.794871794871795,0.025118717948718,0.0354056676111453,0.671993053684358,0.771946686518506,1,0,1,0,-0.0161001788908767,-0.0196779964221824,FALSE,FALSE,1,1,50,"ns","ns",0.484,0.0986986025301987
"Blautia",0.137584781008142,0.258005124361037,"Blautia","Blautia",121,118,129,0.937984496124031,0.914728682170543,0.0207144186046512,0.0232548907459195,151,149,156,0.967948717948718,0.955128205128205,0.0265894871794872,0.0261225203001566,0.263098348801641,0.221277136875648,1,0,0.969663255227376,0,-0.0299642218246869,-0.0403995229576626,FALSE,FALSE,2,1,50,"ns","ns",0.484,0.0986986025301987
"Actinomyces",0.129255133686745,0.254511487663935,"Actinomyces","Actinomyces",75,11,129,0.581395348837209,0.0852713178294574,0.00029922480620155,0.0006983749131948,79,5,156,0.506410256410256,0.032051282051282,0.000152820512820513,0.000258651078636327,0.233013437396478,0.0696095158314552,1,0,0.596652992841044,0,0.0749850924269529,0.0532200357781753,TRUE,TRUE,3,1,50,"ns","ns",0.484,0.0986986025301987
"Parabacteroides",0.125598715337895,0.235671895768638,"Parabacteroides","Parabacteroides",109,58,129,0.844961240310077,0.449612403100775,0.00208217054263566,0.00307374084007386,134,75,156,0.858974358974359,0.480769230769231,0.00444717948717949,0.00961590562691008,0.740617435186575,0.634271517848138,1,0,1,0,-0.0140131186642815,-0.0311568276684556,FALSE,FALSE,4,1,50,"ns","ns",0.484,0.0986986025301987
"unassigned_Lachnospiraceae",0.123390383740265,0.22582546580522,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",122,121,129,0.945736434108527,0.937984496124031,0.0233159689922481,0.0336549724576329,153,151,156,0.980769230769231,0.967948717948718,0.0241289743589744,0.0206687374703607,0.19370717381671,0.263098348801641,1,0,0.969663255227376,0,-0.0350327966607036,-0.0299642218246869,FALSE,FALSE,5,1,50,"ns","ns",0.484,0.0986986025301987
"Dorea",0.119522308987285,0.220166408597539,"Dorea","Dorea",122,118,129,0.945736434108527,0.914728682170543,0.010528992248062,0.00985879587007216,148,142,156,0.948717948717949,0.91025641025641,0.0116512820512821,0.010757916378061,1,1,1,0,1,0,-0.00298151460942153,0.00447227191413235,FALSE,TRUE,6,1,50,"ns","ns",0.484,0.0986986025301987
"Subdoligranulum",0.11946131656823,0.221349854668185,"Subdoligranulum","Subdoligranulum",123,120,129,0.953488372093023,0.930232558139535,0.0182731782945736,0.0284846612776205,151,149,156,0.967948717948718,0.955128205128205,0.0197889743589744,0.02150437210398,0.552877431940529,0.441598705053624,NA,NA,1,0,-0.0144603458556947,-0.0248956469886703,FALSE,FALSE,7,1,50,"ns","ns",0.484,0.0986986025301987
"Bacteroides",0.118694297608159,0.217858650230207,"Bacteroides","Bacteroides",122,93,129,0.945736434108527,0.720930232558139,0.0274880620155039,0.057188441004246,147,113,156,0.942307692307692,0.724358974358974,0.0255884615384615,0.0432404496433583,1,1,1,0,1,0,0.00342874180083486,-0.00342874180083486,TRUE,FALSE,8,1,50,"ns","ns",0.484,0.0986986025301987
"Collinsella",0.115583211781592,0.208510983248301,"Collinsella","Collinsella",124,122,129,0.961240310077519,0.945736434108527,0.051608992248062,0.0540100757359935,151,145,156,0.967948717948718,0.92948717948718,0.0588938461538462,0.0639540334369428,0.759241694121823,0.631944701129682,NA,NA,1,0,-0.00670840787119853,0.0162492546213476,FALSE,TRUE,9,1,50,"ns","ns",0.484,0.0986986025301987
"Prevotella_9",0.109908407301836,0.198455788869394,"Prevotella_9","Prevotella_9",115,107,129,0.891472868217054,0.829457364341085,0.0892998449612403,0.115277382769131,144,136,156,0.923076923076923,0.871794871794872,0.0698869230769231,0.0946745124172245,0.411116463489208,0.320294748111145,1,0,1,0,-0.0316040548598688,-0.0423375074537865,FALSE,FALSE,10,1,50,"ns","ns",0.484,0.0986986025301987
"Escherichia/Shigella",0.108985235148762,0.196506311173897,"Escherichia/Shigella","Escherichia/Shigella",127,110,129,0.984496124031008,0.852713178294574,0.0618731782945736,0.109142119862594,154,130,156,0.987179487179487,0.833333333333333,0.079755641025641,0.133612469155315,1,0.74479542365047,NA,NA,1,0,-0.0026833631484795,0.0193798449612402,FALSE,TRUE,11,1,50,"ns","ns",0.484,0.0986986025301987
