"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Dialister",0.0952755571206571,0.163356504320016,"Dialister","Dialister",19,10,44,0.431818181818182,0.227272727272727,0.00226363636363636,0.00734022783085644,9,3,9,1,0.333333333333333,0.00334666666666667,0.00671023099453365,0.00201955222381699,0.671858192598946,0.240326714634222,0,0.874978111291651,0,-0.568181818181818,-0.106060606060606,FALSE,FALSE,1,1,9,"ns","ns",0.5625,0.249964924587691
"Actinomyces",0.0715102541070041,0.134548609019445,"Actinomyces","Actinomyces",29,12,44,0.659090909090909,0.272727272727273,0.00108,0.00197483705539187,4,0,9,0.444444444444444,0,7.11111111111111e-05,0.000109138036958299,0.272452454704675,0.0995279022016711,0.924891757015776,0,0.570060584115889,0,0.214646464646465,0.272727272727273,TRUE,TRUE,2,1,9,"ns","ns",0.5625,0.249964924587691
"Streptococcus",0.0568641902541903,0.101845912404406,"Streptococcus","Streptococcus",44,42,44,1,0.954545454545455,0.0762363636363636,0.0923336634192689,9,8,9,1,0.888888888888889,0.0484622222222222,0.100177622473507,1,0.434645265943823,NA,NA,0.784948064578037,0,0,0.0656565656565657,FALSE,TRUE,3,1,9,"ns","ns",0.5625,0.249964924587691
"Bifidobacterium",0.0533199942501943,0.0938742804032056,"Bifidobacterium","Bifidobacterium",43,43,44,0.977272727272727,0.977272727272727,0.313686363636364,0.240780679738443,9,9,9,1,1,0.272586666666667,0.139914543918779,1,1,NA,NA,NA,NA,-0.0227272727272727,-0.0227272727272727,FALSE,FALSE,4,1,9,"ns","ns",0.5625,0.249964924587691
"Veillonella",0.0507272849039849,0.0946574601204344,"Veillonella","Veillonella",43,42,44,0.977272727272727,0.954545454545455,0.0915381818181818,0.124342173789362,8,6,9,0.888888888888889,0.666666666666667,0.0427911111111111,0.0488709270539358,0.313497822931785,0.0296666707321535,0.924891757015776,0,0.553777853666866,0,0.0883838383838385,0.287878787878788,TRUE,TRUE,5,1,9,"ns","ns",0.5625,0.249964924587691
"Atopobium",0.0494654010545011,0.0975489563358232,"Atopobium","Atopobium",25,9,44,0.568181818181818,0.204545454545455,0.00108363636363636,0.00241889951040502,4,0,9,0.444444444444444,0,3.55555555555556e-05,4.66666666666667e-05,0.715252556261365,0.328769519851297,1,0,0.719825258853907,0,0.123737373737374,0.204545454545455,TRUE,TRUE,6,1,9,"ns","ns",0.5625,0.249964924587691
"Escherichia/Shigella",0.0470594242091242,0.0870090034648597,"Escherichia/Shigella","Escherichia/Shigella",41,41,44,0.931818181818182,0.931818181818182,0.210590909090909,0.246540758626785,9,9,9,1,1,0.237995555555556,0.21432814788958,1,1,1,0,1,0,-0.0681818181818182,-0.0681818181818182,FALSE,FALSE,7,1,9,"ns","ns",0.5625,0.249964924587691
"Gemella",0.0468019098068598,0.091342492814586,"Gemella","Gemella",31,7,44,0.704545454545455,0.159090909090909,0.000635454545454545,0.00139210306779858,5,0,9,0.555555555555556,0,4.88888888888889e-05,5.92546294487706e-05,0.444946403325263,0.334204584467885,0.980530036957524,0,0.719825258853907,0,0.148989898989899,0.159090909090909,TRUE,TRUE,8,1,9,"ns","ns",0.5625,0.249964924587691
"Rothia",0.0459225616661117,0.090530200249651,"Rothia","Rothia",34,28,44,0.772727272727273,0.636363636363636,0.00830181818181818,0.0151115085163789,6,3,9,0.666666666666667,0.333333333333333,0.00552,0.013555028587207,0.671858192598946,0.139635530719956,1,0,0.570060584115889,0,0.106060606060606,0.303030303030303,TRUE,TRUE,9,1,9,"ns","ns",0.5625,0.249964924587691
"Acinetobacter",0.0436212661394162,0.0809419624996373,"Acinetobacter","Acinetobacter",36,16,44,0.818181818181818,0.363636363636364,0.0135572727272727,0.0344784615182881,6,3,9,0.666666666666667,0.333333333333333,0.00136444444444444,0.00219284695721744,0.372206072661729,1,0.975901634854999,0,1,0,0.151515151515152,0.0303030303030303,TRUE,TRUE,10,1,9,"ns","ns",0.5625,0.249964924587691
"Staphylococcus",0.0416393455655456,0.0825640026411392,"Staphylococcus","Staphylococcus",36,12,44,0.818181818181818,0.272727272727273,0.00198545454545455,0.00417950784603823,6,3,9,0.666666666666667,0.333333333333333,0.00422666666666667,0.0112329693313923,0.372206072661729,0.700983205090164,0.975901634854999,0,0.892160442842027,0,0.151515151515152,-0.0606060606060606,TRUE,FALSE,11,1,9,"ns","ns",0.5625,0.249964924587691
