"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Butyricicoccus",0.141109172503425,0.258248895073546,"Butyricicoccus","Butyricicoccus",86,72,93,0.924731182795699,0.774193548387097,0.00393075268817204,0.00362650215849424,56,41,61,0.918032786885246,0.672131147540984,0.00264393442622951,0.00280644691064967,1,0.193043776895901,1,0,0.982005299861757,0,0.00669839591045296,0.102062400846113,TRUE,TRUE,1,1,50,"ns","ns",0.4825,0.108333333333333
"Lachnoclostridium",0.132523046867404,0.248939379373454,"Lachnoclostridium","Lachnoclostridium",84,54,93,0.903225806451613,0.580645161290323,0.00232215053763441,0.00297318079177341,53,29,61,0.868852459016393,0.475409836065574,0.00199803278688525,0.00430211375166213,0.601254161467348,0.247609353720801,1,0,0.997072565701347,0,0.0343733474352195,0.105235325224749,TRUE,TRUE,2,1,50,"ns","ns",0.4825,0.108333333333333
"Escherichia/Shigella",0.13129511056643,0.237654245137876,"Escherichia/Shigella","Escherichia/Shigella",93,75,93,1,0.806451612903226,0.0624520430107527,0.112892421401577,59,53,61,0.967213114754098,0.868852459016393,0.105866229508197,0.159181817870467,0.155334861217214,0.382157938480307,NA,NA,0.997072565701347,0,0.0327868852459017,-0.0624008461131677,TRUE,FALSE,3,1,50,"ns","ns",0.4825,0.108333333333333
"Olsenella",0.128570697913015,0.239578789959576,"Olsenella","Olsenella",78,73,93,0.838709677419355,0.78494623655914,0.0161135483870968,0.0287635392938156,53,42,61,0.868852459016393,0.688524590163934,0.0138203278688525,0.0273417313501549,0.651773931494098,0.190049759582323,1,0,0.982005299861757,0,-0.0301427815970385,0.0964216463952053,FALSE,TRUE,4,1,50,"ns","ns",0.4825,0.108333333333333
"Collinsella",0.128321809228956,0.231818267424203,"Collinsella","Collinsella",89,87,93,0.956989247311828,0.935483870967742,0.0596043010752688,0.0578265497808796,60,56,61,0.983606557377049,0.918032786885246,0.0536275409836066,0.0647373114634762,0.648707152305455,0.753822121381609,NA,NA,0.997072565701347,0,-0.0266173100652212,0.017451084082496,FALSE,TRUE,5,1,50,"ns","ns",0.4825,0.108333333333333
"Agathobacter",0.126223133060836,0.234730690902112,"Agathobacter","Agathobacter",88,79,93,0.946236559139785,0.849462365591398,0.0274210752688172,0.0355664603078691,54,43,61,0.885245901639344,0.704918032786885,0.0214931147540984,0.0353765818746895,0.220917557066232,0.0417652089625203,1,0,0.936852115511209,0,0.0609906575004407,0.144544332804513,TRUE,TRUE,6,1,50,"ns","ns",0.4825,0.108333333333333
"Streptococcus",0.124476533912648,0.223486314840839,"Streptococcus","Streptococcus",92,61,93,0.989247311827957,0.655913978494624,0.0204851612903226,0.0632763183191631,60,43,61,0.983606557377049,0.704918032786885,0.0115377049180328,0.0270503929973573,1,0.599060071196535,NA,NA,0.997072565701347,0,0.00564075445090784,-0.0490040542922616,TRUE,FALSE,7,1,50,"ns","ns",0.4825,0.108333333333333
"Blautia",0.115355548884586,0.209966575288548,"Blautia","Blautia",90,89,93,0.967741935483871,0.956989247311828,0.0269604301075269,0.025897453623104,59,58,61,0.967213114754098,0.950819672131147,0.0253029508196721,0.0265496761652732,1,1,NA,NA,NA,NA,0.000528820729772672,0.00616957518068051,TRUE,TRUE,8,1,50,"ns","ns",0.4825,0.108333333333333
"Ruminococcaceae_UCG-002",0.115189880055412,0.208182472463331,"Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002",81,73,93,0.870967741935484,0.78494623655914,0.0202193548387097,0.0254873449333813,54,45,61,0.885245901639344,0.737704918032787,0.02556,0.030679821816084,1,0.560914914776682,1,0,0.997072565701347,0,-0.0142781597038604,0.0472413185263528,FALSE,TRUE,9,1,50,"ns","ns",0.4825,0.108333333333333
"Ruminococcaceae_UCG-005",0.112444144641638,0.198104437120972,"Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-005",78,61,93,0.838709677419355,0.655913978494624,0.00439268817204301,0.00629703573116212,51,40,61,0.836065573770492,0.655737704918033,0.00739016393442623,0.0106099592352034,1,1,1,0,1,0,0.00264410364886303,0.000176273576590891,TRUE,TRUE,10,1,50,"ns","ns",0.4825,0.108333333333333
