"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Staphylococcus",0.650315715070064,1.11970747318318,"Staphylococcus","Staphylococcus",46,14,47,0.978723404255319,0.297872340425532,0.00126723404255319,0.0024265503355566,62,26,72,0.861111111111111,0.361111111111111,0.00149277777777778,0.00333638128255717,0.0482332711733418,0.553518443631854,0.578799254080102,0,0.80339993499169,0,0.117612293144208,-0.0632387706855792,TRUE,FALSE,1,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Bifidobacterium",0.53463383192345,0.932172892746974,"Bifidobacterium","Bifidobacterium",47,47,47,1,1,0.503028936170213,0.193598677448254,71,70,72,0.986111111111111,0.972222222222222,0.373657777777778,0.201586091727804,1,0.518017376442102,NA,NA,NA,NA,0.0138888888888888,0.0277777777777778,TRUE,TRUE,2,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Klebsiella",0.408652962409785,0.7231346299827,"Klebsiella","Klebsiella",35,29,47,0.74468085106383,0.617021276595745,0.014536170212766,0.0359247984202503,66,50,72,0.916666666666667,0.694444444444444,0.0490811111111111,0.134807675791363,0.016953809960032,0.430079875474409,0.406891439040767,0,0.80339993499169,0,-0.171985815602837,-0.0774231678486997,FALSE,FALSE,3,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Escherichia/Shigella",0.399503036829189,0.70339010166862,"Escherichia/Shigella","Escherichia/Shigella",41,39,47,0.872340425531915,0.829787234042553,0.110738723404255,0.127967877450571,71,69,72,0.986111111111111,0.958333333333333,0.135195,0.12288615483733,0.0149238602403753,0.0243289777761377,0.406891439040767,0,0.391773735943829,0,-0.113770685579196,-0.12854609929078,FALSE,FALSE,4,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Dolosigranulum",0.377262067540735,0.666123875694022,"Dolosigranulum","Dolosigranulum",35,4,47,0.74468085106383,0.0851063829787234,0.000305531914893617,0.000509487417221587,32,3,72,0.444444444444444,0.0416666666666667,0.000157777777777778,0.000359899133843736,0.00138084849156482,0.4322004514699,0.0994210913926668,1,0.80339993499169,0,0.300236406619385,0.0434397163120567,TRUE,TRUE,5,1,47,"nonresponder","ns",0.598666666666667,0.105514139523377
"Streptococcus",0.352645793560119,0.619288125104912,"Streptococcus","Streptococcus",47,45,47,1,0.957446808510638,0.0983395744680851,0.084784942006935,72,71,72,1,0.986111111111111,0.111521666666667,0.128755488842388,1,0.561272227274222,NA,NA,NA,NA,0,-0.0286643026004728,FALSE,FALSE,6,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Lactobacillus",0.329484285006011,0.590910391809513,"Lactobacillus","Lactobacillus",36,28,47,0.765957446808511,0.595744680851064,0.0198221276595745,0.0503100797634971,59,50,72,0.819444444444444,0.694444444444444,0.0424755555555556,0.0844953658015665,0.492258609978295,0.324991431684307,0.97434681260488,0,0.80339993499169,0,-0.0534869976359338,-0.0986997635933806,FALSE,FALSE,7,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Veillonella",0.325678601689704,0.579140781838039,"Veillonella","Veillonella",44,40,47,0.936170212765957,0.851063829787234,0.11116085106383,0.133508130998596,68,61,72,0.944444444444444,0.847222222222222,0.0966683333333333,0.128381381026869,1,1,1,0,1,0,-0.00827423167848695,0.00384160756501184,FALSE,TRUE,8,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Enterococcus",0.313995017384343,0.553324362054014,"Enterococcus","Enterococcus",38,31,47,0.808510638297872,0.659574468085106,0.0246263829787234,0.0498060392891889,63,50,72,0.875,0.694444444444444,0.0238933333333333,0.0526102604462794,0.433108705159052,0.693078549321942,0.97434681260488,0,0.851155192712375,0,-0.0664893617021277,-0.0348699763593381,FALSE,FALSE,9,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Rothia",0.271587653808771,0.483392069579334,"Rothia","Rothia",38,17,47,0.808510638297872,0.361702127659574,0.00230893617021277,0.00459404303988969,60,19,72,0.833333333333333,0.263888888888889,0.00133611111111111,0.00345138410919019,0.807356798781606,0.308868107286901,0.97434681260488,0,0.80339993499169,0,-0.0248226950354611,0.0978132387706856,FALSE,TRUE,10,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Corynebacterium_1",0.204178973986539,0.362093378596377,"Corynebacterium_1","Corynebacterium_1",30,2,47,0.638297872340426,0.0425531914893617,0.000244255319148936,0.000605955030189861,44,3,72,0.611111111111111,0.0416666666666667,0.000177222222222222,0.000277032678309492,0.847546057562766,1,0.97434681260488,0,NA,NA,0.0271867612293144,0.000886524822695037,TRUE,TRUE,11,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Actinomyces",0.202096944470252,0.362007122197376,"Actinomyces","Actinomyces",26,11,47,0.553191489361702,0.234042553191489,0.000948936170212766,0.00186287673055103,35,13,72,0.486111111111111,0.180555555555556,0.000747222222222222,0.00155222804174636,0.57408217217629,0.492258609978295,0.97434681260488,0,0.80339993499169,0,0.067080378250591,0.0534869976359338,TRUE,TRUE,12,1,47,"ns","ns",0.598666666666667,0.105514139523377
"Gemella",0.196547305742193,0.348811235675185,"Gemella","Gemella",30,5,47,0.638297872340426,0.106382978723404,0.000437446808510638,0.000919674961686267,41,6,72,0.569444444444444,0.0833333333333333,0.000757777777777778,0.00472293959017654,0.566746059758523,0.750778039993435,0.97434681260488,0,0.883268282345217,0,0.0688534278959811,0.0230496453900709,TRUE,TRUE,13,1,47,"ns","ns",0.598666666666667,0.105514139523377
