"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Escherichia/Shigella",0.576629246558785,1.01387003955309,"Escherichia/Shigella","Escherichia/Shigella",85,74,92,0.923913043478261,0.804347826086957,0.1206,0.153762316708485,62,56,62,1,0.903225806451613,0.161366451612903,0.17239819712169,0.0420027925349868,0.115886607920507,0.710552824988775,0,0.916293411317808,0,-0.0760869565217391,-0.0988779803646563,FALSE,FALSE,1,1,50,"ns","ns",0.531,0.102439930661532
"Staphylococcus",0.457418881550026,0.798448510145278,"Staphylococcus","Staphylococcus",91,75,92,0.989130434782609,0.815217391304348,0.0163221739130435,0.0284306643703739,60,45,62,0.967741935483871,0.725806451612903,0.0150122580645161,0.0252908252281177,0.565203114738718,0.235217269098903,NA,NA,1,0,0.0213884992987377,0.0894109396914445,TRUE,TRUE,2,1,50,"ns","ns",0.531,0.102439930661532
"Bifidobacterium",0.426928616057721,0.749855259589533,"Bifidobacterium","Bifidobacterium",92,91,92,1,0.989130434782609,0.483263043478261,0.248428258747836,61,61,62,0.983870967741935,0.983870967741935,0.44547935483871,0.259966349952785,0.402597402597403,1,NA,NA,NA,NA,0.0161290322580645,0.00525946704067315,TRUE,TRUE,3,1,50,"ns","ns",0.531,0.102439930661532
"Streptococcus",0.422670827776891,0.745623763758477,"Streptococcus","Streptococcus",92,92,92,1,1,0.108297826086957,0.105331155006496,62,60,62,1,0.967741935483871,0.0959064516129032,0.116949375836359,1,0.160512689924455,NA,NA,NA,NA,0,0.032258064516129,FALSE,TRUE,4,1,50,"ns","ns",0.531,0.102439930661532
"Lactobacillus",0.419849737648788,0.741513531558032,"Lactobacillus","Lactobacillus",58,51,92,0.630434782608696,0.554347826086957,0.0485878260869565,0.0876572515486786,32,24,62,0.516129032258065,0.387096774193548,0.0217806451612903,0.060266307251572,0.183728316918475,0.0492895315486937,0.710552824988775,0,0.862566802102139,0,0.114305750350631,0.167251051893408,TRUE,TRUE,5,1,50,"ns","ns",0.531,0.102439930661532
"Klebsiella",0.411049886117359,0.724550562280354,"Klebsiella","Klebsiella",78,61,92,0.847826086956522,0.66304347826087,0.0289460869565217,0.0602156366636237,56,46,62,0.903225806451613,0.741935483870968,0.0360716129032258,0.0801733698928693,0.342393936888015,0.372799075242107,0.710552824988775,0,1,0,-0.0553997194950911,-0.0788920056100982,FALSE,FALSE,6,1,50,"ns","ns",0.531,0.102439930661532
"Veillonella",0.399697988933233,0.703347777165495,"Veillonella","Veillonella",84,70,92,0.91304347826087,0.760869565217391,0.0583134782608696,0.106411709225518,55,46,62,0.887096774193548,0.741935483870968,0.0872838709677419,0.163338007496622,0.592765753179731,0.849725621565126,0.874329485940103,0,1,0,0.0259467040673211,0.0189340813464236,TRUE,TRUE,7,1,50,"ns","ns",0.531,0.102439930661532
"Gemella",0.383951520727008,0.698225440754987,"Gemella","Gemella",60,8,92,0.652173913043478,0.0869565217391304,0.000422608695652174,0.000896043647834554,37,7,62,0.596774193548387,0.112903225806452,0.000627096774193548,0.00174576620136417,0.500804109402301,0.592765753179731,0.798579525803669,0,1,0,0.0553997194950911,-0.0259467040673212,TRUE,FALSE,8,1,50,"ns","ns",0.531,0.102439930661532
"Rothia",0.370162397373514,0.651703429512039,"Rothia","Rothia",77,46,92,0.83695652173913,0.5,0.00302521739130435,0.00595689045629225,48,26,62,0.774193548387097,0.419354838709677,0.00232516129032258,0.00409461531327705,0.401497382726674,0.410455133001711,0.717828653965871,0,1,0,0.0627629733520337,0.0806451612903226,TRUE,TRUE,9,1,50,"ns","ns",0.531,0.102439930661532
"Corynebacterium_1",0.353803998235064,0.627668932814625,"Corynebacterium_1","Corynebacterium_1",73,8,92,0.793478260869565,0.0869565217391304,0.000435652173913043,0.000763000589557801,42,1,62,0.67741935483871,0.0161290322580645,0.000207096774193548,0.000259686993789681,0.130985309409678,0.0853488952691471,0.710552824988775,0,0.916293411317808,0,0.116058906030856,0.0708274894810659,TRUE,TRUE,10,1,50,"ns","ns",0.531,0.102439930661532
"Enterococcus",0.34061695756662,0.600658134546581,"Enterococcus","Enterococcus",58,37,92,0.630434782608696,0.402173913043478,0.0138491304347826,0.0511568400172863,44,27,62,0.709677419354839,0.435483870967742,0.016758064516129,0.0348289327078729,0.385384583044759,0.739854425758874,0.710552824988775,0,1,0,-0.0792426367461431,-0.0333099579242637,FALSE,FALSE,11,1,50,"ns","ns",0.531,0.102439930661532
"Enterobacter",0.265149707902269,0.486222358857464,"Enterobacter","Enterobacter",46,20,92,0.5,0.217391304347826,0.00684347826086957,0.0344473268372205,24,11,62,0.387096774193548,0.17741935483871,0.000798064516129032,0.00198672878734314,0.189134422539101,0.682540131988182,0.710552824988775,0,1,0,0.112903225806452,0.0399719495091164,TRUE,TRUE,12,1,50,"ns","ns",0.531,0.102439930661532
"Dolosigranulum",0.259094809608362,0.478415340692455,"Dolosigranulum","Dolosigranulum",46,5,92,0.5,0.0543478260869565,0.00022,0.000409792228244595,21,3,62,0.338709677419355,0.0483870967741935,0.000140645161290323,0.000336519655566745,0.067908085593532,1,0.710552824988775,0,1,0,0.161290322580645,0.00596072931276297,TRUE,TRUE,13,1,50,"ns","ns",0.531,0.102439930661532
"Haemophilus",0.23305807214183,0.434829223071591,"Haemophilus","Haemophilus",30,8,92,0.326086956521739,0.0869565217391304,0.0030904347826087,0.0206860860979221,27,7,62,0.435483870967742,0.112903225806452,0.000553548387096774,0.00196534158110166,0.17793352701889,0.592765753179731,0.710552824988775,0,1,0,-0.109396914446003,-0.0259467040673212,FALSE,FALSE,14,1,50,"ns","ns",0.531,0.102439930661532
"unassigned_Enterobacteriaceae",0.196647355588487,0.358037720597912,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",27,9,92,0.293478260869565,0.0978260869565217,0.00156391304347826,0.010043758431032,11,3,62,0.17741935483871,0.0483870967741935,0.00214258064516129,0.0127706972395869,0.127907081542989,0.362976895236568,0.710552824988775,0,1,0,0.116058906030856,0.0494389901823282,TRUE,TRUE,15,1,50,"ns","ns",0.531,0.102439930661532
"Actinomyces",0.193594306392418,0.353372361870119,"Actinomyces","Actinomyces",13,4,92,0.141304347826087,0.0434782608695652,0.00226739130434783,0.0187768554559125,18,3,62,0.290322580645161,0.0483870967741935,0.000153548387096774,0.000500292035286518,0.0392130514532192,1,0.710552824988775,0,NA,NA,-0.149018232819074,-0.00490883590462833,FALSE,FALSE,16,1,50,"ns","ns",0.531,0.102439930661532
"Bacteroides",0.19183774173016,0.350263374619096,"Bacteroides","Bacteroides",33,22,92,0.358695652173913,0.239130434782609,0.0307926086956522,0.0938670178224394,17,13,62,0.274193548387097,0.209677419354839,0.0204529032258065,0.0847112547613148,0.29696605278648,0.699971273954906,0.710552824988775,0,1,0,0.0845021037868163,0.02945301542777,TRUE,TRUE,17,1,50,"ns","ns",0.531,0.102439930661532
"Clostridium_sensu_stricto_1",0.160905879126551,0.284779285845376,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",24,13,92,0.260869565217391,0.141304347826087,0.00895782608695652,0.0420285986836354,20,11,62,0.32258064516129,0.17741935483871,0.00687677419354839,0.0253174637306239,0.468121788652092,0.651488494478952,0.789119586584954,0,1,0,-0.061711079943899,-0.0361150070126227,FALSE,FALSE,18,1,50,"ns","ns",0.531,0.102439930661532
"Collinsella",0.150351007562226,0.268593171021944,"Collinsella","Collinsella",26,20,92,0.282608695652174,0.217391304347826,0.0175491304347826,0.0559931098126215,16,13,62,0.258064516129032,0.209677419354839,0.0180677419354839,0.0623349402696763,0.853985125326029,1,0.96894466142761,0,1,0,0.0245441795231416,0.00771388499298736,TRUE,TRUE,19,1,50,"ns","ns",0.531,0.102439930661532
"unassigned_Lachnospiraceae",0.147653858025466,0.263242983785346,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",21,12,92,0.228260869565217,0.130434782608696,0.0042604347826087,0.0213576065618469,19,14,62,0.306451612903226,0.225806451612903,0.0125548387096774,0.0381172138619353,0.349078294329245,0.130899058759687,0.710552824988775,0,0.916293411317808,0,-0.0781907433380084,-0.0953716690042076,FALSE,FALSE,20,1,50,"ns","ns",0.531,0.102439930661532
"Anaerococcus",0.134518192041547,0.248338141056237,"Anaerococcus","Anaerococcus",17,0,92,0.184782608695652,0,1.91304347826087e-05,5.15187402991056e-05,19,2,62,0.306451612903226,0.032258064516129,0.000488387096774194,0.00299117071962286,0.0852518388448744,0.160512689924455,0.710552824988775,0,NA,NA,-0.121669004207574,-0.032258064516129,FALSE,FALSE,21,0,50,"ns","ns",0.531,0.102439930661532
"Acinetobacter",0.125699605884301,0.222652637694535,"Acinetobacter","Acinetobacter",23,4,92,0.25,0.0434782608695652,0.000264782608695652,0.00152024107274296,13,4,62,0.209677419354839,0.0645161290322581,0.000156129032258065,0.000513258171187611,0.698256191803441,0.714822048338351,0.929818564281266,0,1,0,0.0403225806451613,-0.0210378681626928,TRUE,FALSE,22,0,50,"ns","ns",0.531,0.102439930661532
"Clostridioides",0.125230994867167,0.223471536768774,"Clostridioides","Clostridioides",18,11,92,0.195652173913043,0.119565217391304,0.00270913043478261,0.012885257412105,14,10,62,0.225806451612903,0.161290322580645,0.00262516129032258,0.00790038715422692,0.688499051441491,0.480942468382929,0.929818564281266,0,1,0,-0.0301542776998597,-0.0417251051893408,FALSE,FALSE,23,0,50,"ns","ns",0.531,0.102439930661532
"Atopobium",0.120757370054129,0.219509608608719,"Atopobium","Atopobium",19,8,92,0.206521739130435,0.0869565217391304,0.000165217391304348,0.000478320041511749,8,3,62,0.129032258064516,0.0483870967741935,9.93548387096774e-05,0.000315354970265707,0.281048978274873,0.526885732126495,0.710552824988775,0,1,0,0.0774894810659187,0.0385694249649369,TRUE,TRUE,24,0,50,"ns","ns",0.531,0.102439930661532
"Salmonella",0.107902708299718,0.193448533904751,"Salmonella","Salmonella",19,12,92,0.206521739130435,0.130434782608696,0.00149739130434783,0.0055199882285201,10,6,62,0.161290322580645,0.0967741935483871,0.000434193548387097,0.00161924243406772,0.534000219588609,0.614720993417643,0.826222398408774,0,1,0,0.0452314165497896,0.0336605890603086,TRUE,TRUE,25,0,50,"ns","ns",0.531,0.102439930661532
"Finegoldia",0.101198795544359,0.178827511932036,"Finegoldia","Finegoldia",17,1,92,0.184782608695652,0.0108695652173913,3.30434782608696e-05,0.000146172704795831,16,1,62,0.258064516129032,0.0161290322580645,5.16129032258065e-05,0.000196545523433115,0.319096377063001,1,0.710552824988775,0,NA,NA,-0.0732819074333801,-0.00525946704067321,FALSE,FALSE,26,0,50,"ns","ns",0.531,0.102439930661532
"Citrobacter",0.088933036768863,0.163118198133084,"Citrobacter","Citrobacter",12,6,92,0.130434782608696,0.0652173913043478,0.00102478260869565,0.00512951328545197,7,5,62,0.112903225806452,0.0806451612903226,0.000639354838709677,0.00278075344841607,0.807490798187467,0.756651752170326,0.943697327075126,0,1,0,0.017531556802244,-0.0154277699859748,TRUE,FALSE,27,0,50,"ns","ns",0.531,0.102439930661532
"Parabacteroides",0.085073392432475,0.155502800087433,"Parabacteroides","Parabacteroides",16,11,92,0.173913043478261,0.119565217391304,0.00582086956521739,0.0251999912633935,6,6,62,0.0967741935483871,0.0967741935483871,0.0106916129032258,0.0732951829024265,0.24153615715315,0.795359780449516,0.710552824988775,0,1,0,0.0771388499298738,0.0227910238429173,TRUE,TRUE,28,0,50,"ns","ns",0.531,0.102439930661532
"Peptoniphilus",0.0850509370310677,0.155174647832808,"Peptoniphilus","Peptoniphilus",9,0,92,0.0978260869565217,0,9.56521739130435e-06,3.3738263518251e-05,12,3,62,0.193548387096774,0.0483870967741935,0.00236129032258065,0.0176236814862118,0.0994534263903786,0.0633602723386005,0.710552824988775,0,NA,NA,-0.0957223001402524,-0.0483870967741935,FALSE,FALSE,29,0,50,"ns","ns",0.531,0.102439930661532
"Cutibacterium",0.0820023462511561,0.145836069339702,"Cutibacterium","Cutibacterium",12,5,92,0.130434782608696,0.0543478260869565,0.000586086956521739,0.00349567737985127,8,4,62,0.129032258064516,0.0645161290322581,0.000256774193548387,0.0011259688348387,1,1,1,0,1,0,0.00140252454417952,-0.0101683029453015,TRUE,FALSE,30,0,50,"ns","ns",0.531,0.102439930661532
"Prevotella",0.0817806267774075,0.149549150593397,"Prevotella","Prevotella",17,3,92,0.184782608695652,0.0326086956521739,9.8695652173913e-05,0.000428293874131129,9,2,62,0.145161290322581,0.032258064516129,0.000236129032258065,0.00157799141350976,0.661759695423153,1,0.929818564281266,0,NA,NA,0.0396213183730715,0.000350631136044881,TRUE,TRUE,31,0,50,"ns","ns",0.531,0.102439930661532
"Megasphaera",0.0741128155399842,0.140135704117544,"Megasphaera","Megasphaera",14,7,92,0.152173913043478,0.0760869565217391,0.0126682608695652,0.0753109498424562,6,2,62,0.0967741935483871,0.032258064516129,0.00550387096774194,0.0428384564229897,0.342393936888015,0.3149003683832,0.710552824988775,0,1,0,0.0553997194950912,0.0438288920056101,TRUE,TRUE,32,0,50,"ns","ns",0.531,0.102439930661532
"Senegalimassilia",0.0718278006331412,0.128431001999213,"Senegalimassilia","Senegalimassilia",14,10,92,0.152173913043478,0.108695652173913,0.00182826086956522,0.00762290023096192,8,4,62,0.129032258064516,0.0645161290322581,0.00104645161290323,0.005126518358616,0.815738367471719,0.405477475973889,0.943697327075126,0,1,0,0.0231416549789621,0.044179523141655,TRUE,TRUE,33,0,50,"ns","ns",0.531,0.102439930661532
"Granulicatella",0.0714133912430577,0.128436716503472,"Granulicatella","Granulicatella",12,0,92,0.130434782608696,0,2.56521739130435e-05,8.44022856289923e-05,9,1,62,0.145161290322581,0.0161290322580645,9.67741935483871e-05,0.00066482778293514,0.814342446013171,0.402597402597402,0.943697327075126,0,NA,NA,-0.014726507713885,-0.0161290322580645,FALSE,FALSE,34,0,50,"ns","ns",0.531,0.102439930661532
"Sutterella",0.0672019324957999,0.12748051789113,"Sutterella","Sutterella",13,6,92,0.141304347826087,0.0652173913043478,0.000697391304347826,0.00308969391761368,7,5,62,0.112903225806452,0.0806451612903226,0.0022741935483871,0.00972478421495812,0.807490798187467,0.756651752170326,0.943697327075126,0,1,0,0.0284011220196353,-0.0154277699859748,TRUE,FALSE,35,0,50,"ns","ns",0.531,0.102439930661532
"Raoultella",0.0540536956343801,0.0986209226164579,"Raoultella","Raoultella",7,4,92,0.0760869565217391,0.0434782608695652,0.000178695652173913,0.000813219375389176,5,2,62,0.0806451612903226,0.032258064516129,0.000134838709677419,0.000709698023834344,1,1,1,0,NA,NA,-0.00455820476858344,0.0112201963534362,FALSE,TRUE,36,0,50,"ns","ns",0.531,0.102439930661532
"Lactococcus",0.0488050607697757,0.0922791479981728,"Lactococcus","Lactococcus",7,2,92,0.0760869565217391,0.0217391304347826,8.26086956521739e-05,0.000459863499970234,3,0,62,0.0483870967741935,0,8.38709677419355e-06,5.6167009405268e-05,0.740702924088466,0.515830574654104,0.929818564281266,0,NA,NA,0.0276998597475456,0.0217391304347826,TRUE,TRUE,37,0,50,"ns","ns",0.531,0.102439930661532
"Eggerthella",0.0482475005476071,0.0925311700162209,"Eggerthella","Eggerthella",6,3,92,0.0652173913043478,0.0326086956521739,0.000494782608695652,0.00378757583705626,7,5,62,0.112903225806452,0.0806451612903226,0.000674838709677419,0.00249946337974248,0.378168888356364,0.269069465939943,0.710552824988775,0,1,0,-0.0476858345021038,-0.0480364656381487,FALSE,FALSE,38,0,50,"ns","ns",0.531,0.102439930661532
"Lachnoclostridium",0.0480533326912182,0.0888218276945786,"Lachnoclostridium","Lachnoclostridium",5,4,92,0.0543478260869565,0.0434782608695652,0.000395652173913043,0.00231480628593923,6,6,62,0.0967741935483871,0.0967741935483871,0.000519354838709677,0.00225128879006841,0.351592502757662,0.202551619929697,0.710552824988775,0,1,0,-0.0424263674614306,-0.0532959326788219,FALSE,FALSE,39,0,50,"ns","ns",0.531,0.102439930661532
"Cronobacter",0.0476179585127762,0.0901632988222005,"Cronobacter","Cronobacter",8,1,92,0.0869565217391304,0.0108695652173913,2.39130434782609e-05,0.000119935481939241,2,1,62,0.032258064516129,0.0161290322580645,0.000514193548387097,0.00399235891007346,0.317289006425661,1,0.710552824988775,0,NA,NA,0.0546984572230014,-0.00525946704067321,TRUE,FALSE,40,0,50,"ns","ns",0.531,0.102439930661532
"Prevotella_9",0.0470893587715082,0.0884090824812366,"Prevotella_9","Prevotella_9",6,5,92,0.0652173913043478,0.0543478260869565,0.00198608695652174,0.00942728970135291,6,4,62,0.0967741935483871,0.0645161290322581,0.00612451612903226,0.035880568451252,0.546147009117664,1,0.826222398408774,0,1,0,-0.0315568022440393,-0.0101683029453015,FALSE,FALSE,41,0,50,"ns","ns",0.531,0.102439930661532
