"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1195","RSV327",0.0626832932360334,0.112946654014068,"unassigned Firmicutes (RSV327)",40,27,51,0.784313725490196,0.529411764705882,0.00225725490196078,0.00293520703081154,70,59,77,0.909090909090909,0.766233766233766,0.00390649350649351,0.00454327778911176,0.0678086870434039,0.00704610646129011,1,0,0.983388774469313,0,-0.124777183600713,-0.236822001527884,FALSE,FALSE,1,1,50,"ns","ns",0.5015,0.0954666899441312
"704","RSV19",0.0612119894168833,0.112802775946375,"Klebsiella (RSV19)",38,14,51,0.745098039215686,0.274509803921569,0.00443137254901961,0.0201524435262434,62,34,77,0.805194805194805,0.441558441558442,0.00642493506493506,0.0189896803431549,0.513308409018177,0.0641484227317813,1,0,0.983388774469313,0,-0.0600967659791189,-0.167048637636873,FALSE,FALSE,2,1,50,"ns","ns",0.5015,0.0954666899441312
"2064","RSV73",0.0540566644020509,0.103581802689216,"Faecalibacterium (RSV73)",45,42,51,0.882352941176471,0.823529411764706,0.0100439215686275,0.0121977368521265,73,71,77,0.948051948051948,0.922077922077922,0.0164753246753247,0.0256498420834585,0.195177868856383,0.100779756992201,1,0,0.983388774469313,0,-0.0656990068754775,-0.0985485103132162,FALSE,FALSE,3,1,50,"ns","ns",0.5015,0.0954666899441312
"1608","RSV499",0.0534281306963032,0.0976497351705874,"Butyricicoccus (RSV499)",35,26,51,0.686274509803922,0.509803921568627,0.00197019607843137,0.00336410076555152,70,39,77,0.909090909090909,0.506493506493506,0.00199012987012987,0.00347582420877124,0.00195867174868157,1,0.71724229789923,0,1,0,-0.222816399286987,0.00331041507512098,FALSE,TRUE,4,1,50,"ns","ns",0.5015,0.0954666899441312
"1075","RSV29",0.0530813573213434,0.0987588295430745,"Klebsiella (RSV29)",28,13,51,0.549019607843137,0.254901960784314,0.00206823529411765,0.00898859470793569,53,29,77,0.688311688311688,0.376623376623377,0.00189714285714286,0.00426221305783462,0.134946701854297,0.180488866863926,1,0,1,0,-0.139292080468551,-0.121721415839063,FALSE,FALSE,5,1,50,"ns","ns",0.5015,0.0954666899441312
"948","RSV249",0.051877832984938,0.0929682432146766,"Blautia (RSV249)",45,33,51,0.882352941176471,0.647058823529412,0.0024956862745098,0.00301003206288701,72,60,77,0.935064935064935,0.779220779220779,0.00438441558441558,0.00481762621540244,0.344093168756292,0.109857573658425,1,0,0.983388774469313,0,-0.0527119938884645,-0.132161955691367,FALSE,FALSE,6,1,50,"ns","ns",0.5015,0.0954666899441312
"976","RSV26",0.0514994705073845,0.0974592100820192,"Klebsiella (RSV26)",32,13,51,0.627450980392157,0.254901960784314,0.00202509803921569,0.00559862817931286,57,35,77,0.74025974025974,0.454545454545455,0.00465714285714286,0.014070317287518,0.239076216565876,0.0260074641984025,1,0,0.983388774469313,0,-0.112808759867583,-0.199643493761141,FALSE,FALSE,7,1,50,"ns","ns",0.5015,0.0954666899441312
"1562","RSV474",0.0491452469919511,0.0904705391021968,"Blautia (RSV474)",42,13,51,0.823529411764706,0.254901960784314,0.00105882352941176,0.00219929229258762,71,33,77,0.922077922077922,0.428571428571429,0.00188467532467532,0.00323846600480097,0.100779756992201,0.0597811457052815,1,0,0.983388774469313,0,-0.0985485103132162,-0.173669467787115,FALSE,FALSE,8,1,50,"ns","ns",0.5015,0.0954666899441312
"758","RSV2",0.0465536518029464,0.0855497341803596,"Escherichia/Shigella (RSV2)",49,40,51,0.96078431372549,0.784313725490196,0.057641568627451,0.116465367751492,77,68,77,1,0.883116883116883,0.0535335064935065,0.0898546429952614,0.156865157480315,0.143937135499398,NA,NA,0.983388774469313,0,-0.0392156862745098,-0.098803157626687,FALSE,FALSE,9,1,50,"ns","ns",0.5015,0.0954666899441312
"1096","RSV296",0.0451446542888521,0.0832054484430408,"Blautia (RSV296)",45,32,51,0.882352941176471,0.627450980392157,0.00250039215686275,0.00360248245563212,72,59,77,0.935064935064935,0.766233766233766,0.00445298701298701,0.00657432147087901,0.344093168756292,0.111963734043375,1,0,0.983388774469313,0,-0.0527119938884645,-0.138782785841609,FALSE,FALSE,10,1,50,"ns","ns",0.5015,0.0954666899441312
