"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Staphylococcus",0.514173423026665,0.904632406185916,"Staphylococcus","Staphylococcus",125,99,128,0.9765625,0.7734375,0.0238325,0.0523662724297708,153,122,156,0.980769230769231,0.782051282051282,0.0159569230769231,0.0271140857718946,1,0.886594887608664,NA,NA,1,0,-0.00420673076923073,-0.00861378205128205,FALSE,FALSE,1,1,50,"ns","ns",0.546,0.108171207356718
"Klebsiella",0.507779748726193,0.891491227419102,"Klebsiella","Klebsiella",103,73,128,0.8046875,0.5703125,0.027110625,0.0650021112649246,135,108,156,0.865384615384615,0.692307692307692,0.0320441025641026,0.0686038289806212,0.196099685031904,0.0357719253615067,0.622904881866048,0,0.42926310433808,0,-0.0606971153846154,-0.121995192307692,FALSE,FALSE,2,1,50,"ns","ns",0.546,0.108171207356718
"Streptococcus",0.497193967354683,0.885106909356536,"Streptococcus","Streptococcus",128,127,128,1,0.9921875,0.111238125,0.140458798093288,156,154,156,1,0.987179487179487,0.102671794871795,0.109506528327927,1,1,NA,NA,NA,NA,0,0.00500801282051277,FALSE,TRUE,3,1,50,"ns","ns",0.546,0.108171207356718
"Escherichia/Shigella",0.496227912722726,0.8768776159342,"Escherichia/Shigella","Escherichia/Shigella",111,100,128,0.8671875,0.78125,0.135009375,0.179027916917521,148,131,156,0.948717948717949,0.83974358974359,0.13587358974359,0.161570251908788,0.0200362322696858,0.223533067427032,0.180326090427172,0,0.804719042737316,0,-0.0815304487179487,-0.0584935897435898,FALSE,FALSE,4,1,50,"ns","ns",0.546,0.108171207356718
"Bifidobacterium",0.495773176424582,0.866927826606028,"Bifidobacterium","Bifidobacterium",125,122,128,0.9765625,0.953125,0.46216625,0.269714275247791,155,154,156,0.993589743589744,0.987179487179487,0.470380256410256,0.252658985435357,0.330338579199514,0.146081810786015,NA,NA,NA,NA,-0.0170272435897436,-0.0340544871794872,FALSE,FALSE,5,1,50,"ns","ns",0.546,0.108171207356718
"Veillonella",0.440704342276031,0.780763580974354,"Veillonella","Veillonella",110,90,128,0.859375,0.703125,0.086008125,0.143151939619864,141,116,156,0.903846153846154,0.743589743589744,0.0690876923076923,0.131944646467427,0.268048827941873,0.504565599353854,0.657938032220962,0,0.815426177264473,0,-0.0444711538461539,-0.0404647435897436,FALSE,FALSE,6,1,50,"ns","ns",0.546,0.108171207356718
"Rothia",0.429397366258163,0.756368142605091,"Rothia","Rothia",106,55,128,0.828125,0.4296875,0.0029978125,0.00818849480342201,125,72,156,0.801282051282051,0.461538461538462,0.00270820512820513,0.00525775807578262,0.646711494772269,0.632201130883911,0.873060517942563,0,0.815426177264473,0,0.0268429487179487,-0.0318509615384616,TRUE,FALSE,7,1,50,"ns","ns",0.546,0.108171207356718
"Enterococcus",0.380400118867809,0.678031932615977,"Enterococcus","Enterococcus",66,40,128,0.515625,0.3125,0.007235625,0.030026711985783,103,65,156,0.66025641025641,0.416666666666667,0.0165446153846154,0.0492681742118956,0.0152925312853697,0.0837970038920354,0.165159337881993,0,0.699575777180063,0,-0.14463141025641,-0.104166666666667,FALSE,FALSE,8,1,50,"ns","ns",0.546,0.108171207356718
"Corynebacterium_1",0.362107543185221,0.638092547168321,"Corynebacterium_1","Corynebacterium_1",91,10,128,0.7109375,0.078125,0.0003284375,0.000668982583368501,117,9,156,0.75,0.0576923076923077,0.00034,0.000617934123224443,0.50165094174527,0.63422036009459,0.776197562149132,0,0.815426177264473,0,-0.0390625,0.0204326923076923,FALSE,TRUE,9,1,50,"ns","ns",0.546,0.108171207356718
"Lactobacillus",0.353606600647739,0.623315721356612,"Lactobacillus","Lactobacillus",82,67,128,0.640625,0.5234375,0.0375778125,0.0775575175228747,91,76,156,0.583333333333333,0.487179487179487,0.0376915384615385,0.0782588597903291,0.331563227475383,0.553343467582718,0.722506094509993,0,0.815426177264473,0,0.0572916666666666,0.0362580128205128,TRUE,TRUE,10,1,50,"ns","ns",0.546,0.108171207356718
