"","FP","TP","TN","FN","accuracy"
"B1.F1",7,3,3,7,0.3
"B1.F2",6,5,4,5,0.45
"B1.F3",6,5,4,5,0.45
"B1.F4",3,4,7,6,0.55
"B1.F5",5,3,5,7,0.4
"B1.F11",6,5,4,5,0.45
"B1.F21",5,4,5,6,0.45
"B1.F31",3,6,7,4,0.65
"B1.F41",5,4,5,6,0.45
"B1.F51",3,5,7,5,0.6
"B1.F12",5,7,5,3,0.6
"B1.F22",5,4,5,6,0.45
"B1.F32",5,6,5,4,0.55
"B1.F42",6,4,4,6,0.4
"B1.F52",5,5,5,5,0.5
"B1.F13",7,5,3,5,0.4
"B1.F23",5,5,5,5,0.5
"B1.F33",4,4,6,6,0.5
"B1.F43",9,7,1,3,0.4
"B1.F53",4,3,6,7,0.45
"B1.F14",4,4,6,6,0.5
"B1.F24",6,3,4,7,0.35
"B1.F34",5,7,5,3,0.6
"B1.F44",5,7,5,3,0.6
"B1.F54",5,5,5,5,0.5
"B1.F15",7,4,3,6,0.35
"B1.F25",8,7,2,3,0.45
"B1.F35",6,5,4,5,0.45
"B1.F45",4,3,6,7,0.45
"B1.F55",8,4,2,6,0.3
"B1.F16",7,8,3,2,0.55
"B1.F26",5,5,5,5,0.5
"B1.F36",2,3,8,7,0.55
"B1.F46",3,5,7,5,0.6
"B1.F56",5,7,5,3,0.6
"B1.F17",6,5,4,5,0.45
"B1.F27",6,5,4,5,0.45
"B1.F37",7,5,3,5,0.4
"B1.F47",5,2,5,8,0.35
"B1.F57",8,3,2,7,0.25
"B1.F18",7,4,3,6,0.35
"B1.F28",6,4,4,6,0.4
"B1.F38",4,5,6,5,0.55
"B1.F48",7,5,3,5,0.4
"B1.F58",5,3,5,7,0.4
"B1.F19",2,5,8,5,0.65
"B1.F29",4,7,6,3,0.65
"B1.F39",4,8,6,2,0.7
"B1.F49",8,6,2,4,0.4
"B1.F59",4,4,6,6,0.5
"B1.F110",4,5,6,5,0.55
"B1.F210",8,4,2,6,0.3
"B1.F310",5,4,5,6,0.45
"B1.F410",5,2,5,8,0.35
"B1.F510",8,2,2,8,0.2
"B1.F111",5,3,5,7,0.4
"B1.F211",8,4,2,6,0.3
"B1.F311",4,8,6,2,0.7
"B1.F411",6,6,4,4,0.5
"B1.F511",3,5,7,5,0.6
"B1.F112",7,6,3,4,0.45
"B1.F212",4,5,6,5,0.55
"B1.F312",5,7,5,3,0.6
"B1.F412",5,3,5,7,0.4
"B1.F512",6,0,4,10,0.2
"B1.F113",6,6,4,4,0.5
"B1.F213",4,4,6,6,0.5
"B1.F313",3,2,7,8,0.45
"B1.F413",8,6,2,4,0.4
"B1.F513",4,5,6,5,0.55
"B1.F114",6,4,4,6,0.4
"B1.F214",4,5,6,5,0.55
"B1.F314",5,5,5,5,0.5
"B1.F414",4,6,6,4,0.6
"B1.F514",5,3,5,7,0.4
"B1.F115",5,5,5,5,0.5
"B1.F215",6,7,4,3,0.55
"B1.F315",3,5,7,5,0.6
"B1.F415",8,5,2,5,0.35
"B1.F515",2,3,8,7,0.55
"B1.F116",7,6,3,4,0.45
"B1.F216",2,2,8,8,0.5
"B1.F316",1,4,9,6,0.65
"B1.F416",3,5,7,5,0.6
"B1.F516",7,6,3,4,0.45
"B1.F117",6,6,4,4,0.5
"B1.F217",7,6,3,4,0.45
"B1.F317",5,5,5,5,0.5
"B1.F417",4,5,6,5,0.55
"B1.F517",3,7,7,3,0.7
"B1.F118",5,5,5,5,0.5
"B1.F218",5,7,5,3,0.6
"B1.F318",7,6,3,4,0.45
"B1.F418",6,5,4,5,0.45
"B1.F518",5,8,5,2,0.65
"B1.F119",6,6,4,4,0.5
"B1.F219",6,7,4,3,0.55
"B1.F319",4,7,6,3,0.65
"B1.F419",4,5,6,5,0.55
"B1.F519",5,2,5,8,0.35
