"","FP","TP","TN","FN","accuracy"
"B1.F1",5,4,4,5,0.444444444444444
"B1.F2",4,3,5,6,0.444444444444444
"B1.F3",7,5,2,4,0.388888888888889
"B1.F4",3,5,6,5,0.578947368421053
"B1.F5",4,6,6,3,0.631578947368421
"B1.F11",5,3,4,6,0.388888888888889
"B1.F21",6,6,4,3,0.526315789473684
"B1.F31",5,6,4,3,0.555555555555556
"B1.F41",4,1,5,9,0.315789473684211
"B1.F51",5,7,4,2,0.611111111111111
"B1.F12",4,3,6,6,0.473684210526316
"B1.F22",7,9,2,0,0.611111111111111
"B1.F32",7,5,2,4,0.388888888888889
"B1.F42",6,5,3,5,0.421052631578947
"B1.F52",5,2,4,7,0.333333333333333
"B1.F13",7,5,2,4,0.388888888888889
"B1.F23",6,7,3,3,0.526315789473684
"B1.F33",3,4,6,5,0.555555555555556
"B1.F43",5,7,5,2,0.631578947368421
"B1.F53",5,3,4,6,0.388888888888889
"B1.F14",4,2,5,7,0.388888888888889
"B1.F24",6,2,3,7,0.277777777777778
"B1.F34",6,4,3,5,0.388888888888889
"B1.F44",8,6,2,3,0.421052631578947
"B1.F54",5,5,4,5,0.473684210526316
"B1.F15",5,2,4,7,0.333333333333333
"B1.F25",6,4,3,5,0.388888888888889
"B1.F35",4,5,5,4,0.555555555555556
"B1.F45",8,5,2,4,0.368421052631579
"B1.F55",8,3,1,7,0.210526315789474
"B1.F16",5,8,5,2,0.65
"B1.F26",4,3,5,6,0.444444444444444
"B1.F36",6,7,3,2,0.555555555555556
"B1.F46",2,4,7,5,0.611111111111111
"B1.F56",6,4,3,5,0.388888888888889
"B1.F17",7,6,2,3,0.444444444444444
"B1.F27",7,3,2,6,0.277777777777778
"B1.F37",7,4,3,5,0.368421052631579
"B1.F47",4,3,5,6,0.444444444444444
"B1.F57",3,3,6,7,0.473684210526316
"B1.F18",4,4,5,6,0.473684210526316
"B1.F28",6,4,3,5,0.388888888888889
"B1.F38",5,6,4,3,0.555555555555556
"B1.F48",5,5,5,4,0.526315789473684
"B1.F58",4,7,5,2,0.666666666666667
"B1.F19",2,5,7,4,0.666666666666667
"B1.F29",2,6,7,4,0.684210526315789
"B1.F39",4,6,5,3,0.611111111111111
"B1.F49",6,6,4,3,0.526315789473684
"B1.F59",5,4,4,5,0.444444444444444
"B1.F110",2,3,7,6,0.555555555555556
"B1.F210",6,5,3,4,0.444444444444444
"B1.F310",3,6,6,3,0.666666666666667
"B1.F410",6,6,4,3,0.526315789473684
"B1.F510",4,7,5,3,0.631578947368421
"B1.F111",5,7,4,2,0.611111111111111
"B1.F211",5,5,4,4,0.5
"B1.F311",6,5,3,5,0.421052631578947
"B1.F411",5,4,4,5,0.444444444444444
"B1.F511",5,2,5,7,0.368421052631579
"B1.F112",5,6,4,3,0.555555555555556
"B1.F212",6,5,4,4,0.473684210526316
"B1.F312",4,6,5,4,0.578947368421053
"B1.F412",5,3,4,6,0.388888888888889
"B1.F512",4,5,5,4,0.555555555555556
"B1.F113",4,5,5,4,0.555555555555556
"B1.F213",4,4,5,6,0.473684210526316
"B1.F313",4,4,5,5,0.5
"B1.F413",8,2,2,7,0.210526315789474
"B1.F513",7,5,2,4,0.388888888888889
"B1.F114",8,5,2,4,0.368421052631579
"B1.F214",5,6,4,3,0.555555555555556
"B1.F314",5,5,4,4,0.5
"B1.F414",5,4,4,5,0.444444444444444
"B1.F514",3,6,6,4,0.631578947368421
"B1.F115",4,5,5,5,0.526315789473684
"B1.F215",5,7,5,2,0.631578947368421
"B1.F315",3,6,6,3,0.666666666666667
"B1.F415",5,4,4,5,0.444444444444444
"B1.F515",4,7,5,2,0.666666666666667
"B1.F116",3,4,6,5,0.555555555555556
"B1.F216",5,4,5,5,0.473684210526316
"B1.F316",5,5,4,4,0.5
"B1.F416",5,3,4,6,0.388888888888889
"B1.F516",4,6,5,4,0.578947368421053
"B1.F117",8,6,2,3,0.421052631578947
"B1.F217",3,3,6,6,0.5
"B1.F317",3,4,6,5,0.555555555555556
"B1.F417",5,4,4,5,0.444444444444444
"B1.F517",7,8,2,2,0.526315789473684
"B1.F118",4,1,5,8,0.333333333333333
"B1.F218",6,5,3,4,0.444444444444444
"B1.F318",3,4,7,6,0.55
"B1.F418",4,7,5,2,0.666666666666667
"B1.F518",7,5,2,4,0.388888888888889
"B1.F119",6,4,3,6,0.368421052631579
"B1.F219",5,5,4,4,0.5
"B1.F319",6,6,4,3,0.526315789473684
"B1.F419",5,3,4,6,0.388888888888889
"B1.F519",6,8,3,1,0.611111111111111
