"","FP","TP","TN","FN","accuracy"
"B1.F1",5,4,5,6,0.45
"B1.F2",4,5,6,5,0.55
"B1.F3",5,4,5,6,0.45
"B1.F4",3,2,7,8,0.45
"B1.F5",4,6,6,4,0.6
"B1.F11",6,6,4,4,0.5
"B1.F21",7,6,3,4,0.45
"B1.F31",4,4,6,6,0.5
"B1.F41",5,3,5,7,0.4
"B1.F51",6,5,4,5,0.45
"B1.F12",7,3,3,7,0.3
"B1.F22",7,6,3,4,0.45
"B1.F32",4,4,6,6,0.5
"B1.F42",7,5,3,5,0.4
"B1.F52",6,4,4,6,0.4
"B1.F13",2,4,8,6,0.6
"B1.F23",7,7,3,3,0.5
"B1.F33",6,6,4,4,0.5
"B1.F43",5,4,5,6,0.45
"B1.F53",4,5,6,5,0.55
"B1.F14",5,4,5,6,0.45
"B1.F24",6,7,4,3,0.55
"B1.F34",2,3,8,7,0.55
"B1.F44",3,7,7,3,0.7
"B1.F54",4,6,6,4,0.6
"B1.F15",5,6,5,4,0.55
"B1.F25",7,4,3,6,0.35
"B1.F35",6,7,4,3,0.55
"B1.F45",3,3,7,7,0.5
"B1.F55",4,3,6,7,0.45
"B1.F16",4,8,6,2,0.7
"B1.F26",4,1,6,9,0.35
"B1.F36",4,4,6,6,0.5
"B1.F46",5,7,5,3,0.6
"B1.F56",3,8,7,2,0.75
"B1.F17",5,4,5,6,0.45
"B1.F27",4,8,6,2,0.7
"B1.F37",6,5,4,5,0.45
"B1.F47",4,4,6,6,0.5
"B1.F57",4,6,6,4,0.6
"B1.F18",4,3,6,7,0.45
"B1.F28",4,4,6,6,0.5
"B1.F38",4,2,6,8,0.4
"B1.F48",6,5,4,5,0.45
"B1.F58",8,6,2,4,0.4
"B1.F19",4,4,6,6,0.5
"B1.F29",5,5,5,5,0.5
"B1.F39",5,4,5,6,0.45
"B1.F49",2,3,8,7,0.55
"B1.F59",4,7,6,3,0.65
"B1.F110",5,5,5,5,0.5
"B1.F210",3,6,7,4,0.65
"B1.F310",8,2,2,8,0.2
"B1.F410",6,5,4,5,0.45
"B1.F510",3,3,7,7,0.5
"B1.F111",6,6,4,4,0.5
"B1.F211",7,3,3,7,0.3
"B1.F311",1,3,9,7,0.6
"B1.F411",6,5,4,5,0.45
"B1.F511",6,4,4,6,0.4
"B1.F112",5,4,5,6,0.45
"B1.F212",5,6,5,4,0.55
"B1.F312",5,4,5,6,0.45
"B1.F412",5,6,5,4,0.55
"B1.F512",4,4,6,6,0.5
"B1.F113",5,3,5,7,0.4
"B1.F213",6,4,4,6,0.4
"B1.F313",2,3,8,7,0.55
"B1.F413",4,4,6,6,0.5
"B1.F513",5,7,5,3,0.6
"B1.F114",4,4,6,6,0.5
"B1.F214",7,5,3,5,0.4
"B1.F314",6,5,4,5,0.45
"B1.F414",8,4,2,6,0.3
"B1.F514",3,2,7,8,0.45
"B1.F115",4,4,6,6,0.5
"B1.F215",6,5,4,5,0.45
"B1.F315",5,5,5,5,0.5
"B1.F415",4,4,6,6,0.5
"B1.F515",7,5,3,5,0.4
"B1.F116",4,7,6,3,0.65
"B1.F216",5,6,5,4,0.55
"B1.F316",3,5,7,5,0.6
"B1.F416",5,7,5,3,0.6
"B1.F516",2,4,8,6,0.6
"B1.F117",5,5,5,5,0.5
"B1.F217",2,6,8,4,0.7
"B1.F317",6,6,4,4,0.5
"B1.F417",3,5,7,5,0.6
"B1.F517",4,5,6,5,0.55
"B1.F118",4,5,6,5,0.55
"B1.F218",6,5,4,5,0.45
"B1.F318",5,7,5,3,0.6
"B1.F418",2,4,8,6,0.6
"B1.F518",4,5,6,5,0.55
"B1.F119",5,4,5,6,0.45
"B1.F219",4,6,6,4,0.6
"B1.F319",5,6,5,4,0.55
"B1.F419",3,3,7,7,0.5
"B1.F519",6,3,4,7,0.35
