"","FP","TP","TN","FN","accuracy"
"B1.F1",2,3,1,0,0.666666666666667
"B1.F2",1,2,2,1,0.666666666666667
"B1.F3",2,2,1,1,0.5
"B1.F4",3,2,1,1,0.428571428571429
"B1.F5",1,3,2,1,0.714285714285714
"B1.F11",0,2,3,1,0.833333333333333
"B1.F21",3,3,0,0,0.5
"B1.F31",0,2,3,1,0.833333333333333
"B1.F41",2,1,1,2,0.333333333333333
"B1.F51",2,2,2,2,0.5
"B1.F12",0,1,3,2,0.666666666666667
"B1.F22",3,4,1,0,0.625
"B1.F32",3,3,0,0,0.5
"B1.F42",0,2,3,1,0.833333333333333
"B1.F52",1,1,2,2,0.5
"B1.F13",0,2,3,2,0.714285714285714
"B1.F23",1,1,2,2,0.5
"B1.F33",1,2,2,1,0.666666666666667
"B1.F43",2,2,2,1,0.571428571428571
"B1.F53",2,3,1,0,0.666666666666667
"B1.F14",0,3,3,1,0.857142857142857
"B1.F24",2,2,1,1,0.5
"B1.F34",3,3,1,0,0.571428571428571
"B1.F44",1,0,2,3,0.333333333333333
"B1.F54",2,3,1,0,0.666666666666667
"B1.F15",2,1,1,3,0.285714285714286
"B1.F25",1,2,2,1,0.666666666666667
"B1.F35",1,1,2,2,0.5
"B1.F45",0,2,3,1,0.833333333333333
"B1.F55",1,3,3,0,0.857142857142857
"B1.F16",2,2,1,1,0.5
"B1.F26",0,0,3,3,0.5
"B1.F36",1,2,2,1,0.666666666666667
"B1.F46",2,3,2,0,0.714285714285714
"B1.F56",0,2,3,2,0.714285714285714
"B1.F17",2,3,1,0,0.666666666666667
"B1.F27",0,3,3,0,1
"B1.F37",2,2,1,1,0.5
"B1.F47",2,2,2,1,0.571428571428571
"B1.F57",0,1,3,3,0.571428571428571
"B1.F18",1,1,2,2,0.5
"B1.F28",2,1,1,3,0.285714285714286
"B1.F38",0,3,4,0,1
"B1.F48",2,2,1,1,0.5
"B1.F58",1,2,2,1,0.666666666666667
"B1.F19",3,4,1,0,0.625
"B1.F29",1,3,2,0,0.833333333333333
"B1.F39",2,2,1,1,0.5
"B1.F49",0,2,3,1,0.833333333333333
"B1.F59",0,2,3,1,0.833333333333333
"B1.F110",1,3,2,0,0.833333333333333
"B1.F210",1,1,2,3,0.428571428571429
"B1.F310",2,3,1,0,0.666666666666667
"B1.F410",1,1,3,2,0.571428571428571
"B1.F510",0,2,3,1,0.833333333333333
"B1.F111",1,2,2,1,0.666666666666667
"B1.F211",0,1,3,2,0.666666666666667
"B1.F311",2,3,1,0,0.666666666666667
"B1.F411",2,3,2,1,0.625
"B1.F511",1,1,2,2,0.5
"B1.F112",1,4,2,0,0.857142857142857
"B1.F212",2,1,1,2,0.333333333333333
"B1.F312",3,3,0,0,0.5
"B1.F412",1,1,2,2,0.5
"B1.F512",3,3,1,0,0.571428571428571
"B1.F113",3,3,1,0,0.571428571428571
"B1.F213",0,1,3,3,0.571428571428571
"B1.F313",0,1,3,2,0.666666666666667
"B1.F413",2,2,1,1,0.5
"B1.F513",1,3,2,0,0.833333333333333
"B1.F114",0,3,3,1,0.857142857142857
"B1.F214",3,1,1,2,0.285714285714286
"B1.F314",1,2,2,1,0.666666666666667
"B1.F414",1,1,2,2,0.5
"B1.F514",2,2,1,1,0.5
"B1.F115",1,1,2,2,0.5
"B1.F215",1,2,2,1,0.666666666666667
"B1.F315",0,1,3,2,0.666666666666667
"B1.F415",1,2,2,2,0.571428571428571
"B1.F515",3,2,1,1,0.428571428571429
"B1.F116",0,2,3,1,0.833333333333333
"B1.F216",2,2,1,1,0.5
"B1.F316",1,3,2,0,0.833333333333333
"B1.F416",1,4,3,0,0.875
"B1.F516",1,2,2,1,0.666666666666667
"B1.F117",1,2,2,1,0.666666666666667
"B1.F217",0,2,3,1,0.833333333333333
"B1.F317",1,2,2,1,0.666666666666667
"B1.F417",2,3,2,0,0.714285714285714
"B1.F517",1,2,2,2,0.571428571428571
"B1.F118",1,1,2,2,0.5
"B1.F218",2,3,1,0,0.666666666666667
"B1.F318",2,3,1,0,0.666666666666667
"B1.F418",0,1,4,2,0.714285714285714
"B1.F518",0,3,3,1,0.857142857142857
"B1.F119",0,3,3,0,1
"B1.F219",1,1,2,2,0.5
"B1.F319",0,2,3,2,0.714285714285714
"B1.F419",2,2,2,1,0.571428571428571
"B1.F519",0,2,3,1,0.833333333333333
