"","feature_id","mean","sd","Kingdom","Phylum","Class","Order","Family","Genus","Species","Feature","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","lr_unadjusted_p","lr_adjusted_p","wilcox_p","fisher_padj","lr_unadjusted_padj","lr_adjusted_padj","wilcox_padj","mean_diff","prev_diff","enriched_responder_mean","enriched_responder_prev","rf_rank","rf_top20","rf_n","crossval_median","crossval_quartile_1","crossval_quartile_3","maaslin_coef","maaslin_stderr","maaslin_pval","maaslin_name","maaslin_qval","maaslin_N","maaslin_N.not.zero","maaslin_coef_adjusted","maaslin_stderr_adjusted","maaslin_pval_adjusted","maaslin_qval_adjusted","maaslin_qval_filt","maaslin_qval_adjusted_filt","country","country_clean","module"
"1","t102684",0.0396712735867345,0.0726501221524263,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantarius","Streptococcus infantarius",74,99,74.7,0.418054545454545,2.2876543150926,29,33,87.9,0.0447878787878788,0.144607915493879,0.147447755684107,0.123350563709006,0.164084438485345,0.98945937917404,0.428148431613864,0.345069298477095,0.362626609052613,0.995659520033193,-0.373266666666667,13.2,FALSE,TRUE,59,0,33,0.538461538461538,0.428571428571429,0.615384615384615,-0.0113556286453594,0.011128500661901,0.309429453609824,"seroconv1",0.737517615442943,132,103,-0.00678772408056294,0.0109542013781796,0.536618908550072,0.90935649715259,0.737517615442943,0.786286155915878,"India (unexposed)","IND (neo-)","Species"
"2","t108981",0.0154200127564671,0.0337640064372134,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri","Acinetobacter schindleri",15,99,15.2,0.000277777777777778,0.00132330411729431,8,33,24.2,8.18181818181818e-05,0.000209843014916129,0.289105800893088,0.237221213985029,0.381759703695381,0.326109316904155,0.552547824441516,0.463945914076914,0.55873440077271,0.653550283655903,-0.000195959595959596,9,FALSE,TRUE,172,0,33,0.538461538461538,0.428571428571429,0.615384615384615,-9.83081701664423e-05,0.000290339619953347,0.735459486166857,"seroconv1",0.927810428702804,132,23,-0.000125955346578584,0.000304104537543902,0.679448939987377,0.944318865745168,0.927810428702804,0.875208296968791,"India (unexposed)","IND (neo-)","Species"
"3","t111015",0.00437043504220315,0.00965409588564538,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces radicidentis","Actinomyces radicidentis",14,99,14.1,0.0441858585858586,0.43816241840215,2,33,6.1,0.0304636363636364,0.174982316639035,0.355657975759684,0.232202877745975,0.270750553105216,0.221044023011454,0.609305524363489,0.462863594425895,0.449893776212426,0.578476911285295,-0.0137222222222222,-8,FALSE,FALSE,236,0,33,0.538461538461538,0.428571428571429,0.615384615384615,0.000610787423327343,0.00408028965998411,0.881239472268456,"seroconv1",0.970921229416345,132,16,-0.000734732858936334,0.00406736624993832,0.856941967483043,0.973178514117209,0.970921229416345,0.946266337466132,"India (unexposed)","IND (neo-)","Species"
"4","t113107",0.0397940684661145,0.075171542015255,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus australis","Streptococcus australis",97,99,98,0.0146949494949495,0.0169777788368242,33,33,100,0.0254030303030303,0.0439102457067858,NA,NA,NA,0.932986641493412,NA,NA,NA,0.986031224736927,0.0107080808080808,2,TRUE,TRUE,57,0,33,0.538461538461538,0.428571428571429,0.615384615384615,0.00163947524242403,0.00148807477624654,0.272609255912987,"seroconv1",0.737517615442943,132,130,0.00120404360409159,0.00151719136385441,0.428932022336432,0.878079653804391,0.737517615442943,0.731341235254368,"India (unexposed)","IND (neo-)","Species"
"5","t1134687",0.0237163096059855,0.0478579224842115,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella michiganensis","Klebsiella michiganensis",69,99,69.7,0.011220202020202,0.0302193848442839,22,33,66.7,0.0118818181818182,0.0288579111179397,0.828675319392828,0.744686194930838,0.479081280641328,0.891758958011811,0.955463505799616,0.889598103133596,0.661731018885835,0.986031224736927,0.000661616161616163,-3,TRUE,FALSE,118,0,33,0.538461538461538,0.428571428571429,0.615384615384615,0.000347555004779401,0.00176139032372235,0.843886435220682,"seroconv1",0.955645185836011,132,91,0.00021832028975074,0.00174432192876138,0.900597517127154,0.977116003732804,0.955645185836011,0.948315465249417,"India (unexposed)","IND (neo-)","Species"
"6","t1156431",0.0550418605470701,0.118580420133005,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. I-G2","Streptococcus sp. I-G2",94,99,94.9,0.00825151515151515,0.0102124610122041,30,33,90.9,0.0126151515151515,0.0200597563733355,0.411913857112888,0.406059857944712,0.319093955772653,0.981129724363844,0.642677889017699,0.621842682836021,0.489436575975303,0.995659520033193,0.00436363636363636,-4,TRUE,FALSE,16,1,33,0.538461538461538,0.428571428571429,0.615384615384615,0.000920047614541268,0.00108980443507175,0.400090758097326,"seroconv1",0.751315469404139,132,124,0.000768118176134994,0.00111812773472564,0.493375293479517,0.897611479763334,0.751315469404139,0.76816659617697,"India (unexposed)","IND (neo-)","Species"
"7","t1156433",0.059829753382994,0.114504559750656,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. I-P16","Streptococcus sp. I-P16",94,99,94.9,0.00621212121212121,0.00836981057898056,28,33,84.8,0.0104060606060606,0.02072364198497,0.120057304641994,0.0698644034781112,0.0649602226489103,0.586385565518463,0.390186240086481,0.289520491993193,0.251863319393143,0.868981018780372,0.00419393939393939,-10.1,TRUE,FALSE,8,1,33,0.538461538461538,0.428571428571429,0.615384615384615,0.000620785298485544,0.00102750424225745,0.546784797600237,"seroconv1",0.837424048254429,132,122,0.000615953557782373,0.00105188042072868,0.559217713179156,0.919957298468352,0.837424048254429,0.799811380477166,"India (unexposed)","IND (neo-)","Species"
"8","t116085",0.0237129692809423,0.0551488155104863,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus catus","Coprococcus catus",46,99,46.5,0.0116080808080808,0.0511367308317287,9,33,27.3,0.00914545454545455,0.0326758807351567,0.0668888416345345,0.0563542247616651,0.105749114815166,0.0513083655958466,0.307967375025669,0.289520491993193,0.290391039714214,0.32275134396936,-0.00246262626262626,-19.2,FALSE,FALSE,119,0,33,0.538461538461538,0.428571428571429,0.615384615384615,-0.00137544246382549,0.00193280670401931,0.477969214931507,"seroconv1",0.821376086896923,132,55,-0.00169118905299018,0.00201656327859602,0.403267116539624,0.877533979453733,0.821376086896923,0.729604031996521,"India (unexposed)","IND (neo-)","Species"
"9","t1177574",0.0150206740903789,0.0367019397771228,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella jejuni","Prevotella jejuni",38,99,38.4,0.00271313131313131,0.0217091377660147,9,33,27.3,0.000251515151515152,0.000708484832283485,0.297496567118045,0.251000186066784,0.127885776256401,0.325797717873087,0.561927811599853,0.48658808000666,0.323009385614162,0.653550283655903,-0.00246161616161616,-11.1,FALSE,FALSE,175,0,33,0.538461538461538,0.428571428571429,0.615384615384615,-0.000764511448601429,0.000887211672333436,0.390438581648181,"seroconv1",0.744557295236066,132,47,-0.000979805524949589,0.000920660476956128,0.289270613264331,0.876743431101964,0.744557295236066,0.726505922546897,"India (unexposed)","IND (neo-)","Species"
"10","t1260",0.0375442915114858,0.0742107362926336,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia magna","Finegoldia magna",78,99,78.8,0.00814040404040404,0.0292769217434802,22,33,66.7,0.00356060606060606,0.00716588878794613,0.167230270895668,0.162891881412645,0.121009179903589,0.216423394277858,0.450705973999301,0.409080747638574,0.31218355965547,0.57522258561828,-0.00457979797979798,-12.1,FALSE,FALSE,64,0,33,0.538461538461538,0.428571428571429,0.615384615384615,-0.00153836943907252,0.00135124873895631,0.257013873321639,"seroconv1",0.737517615442943,132,100,-0.00230730335863635,0.00135261399568999,0.0905269223302078,0.692319882691123,0.737517615442943,0.701799907771294,"India (unexposed)","IND (neo-)","Species"
