"","feature_id","mean","sd","Kingdom","Phylum","Class","Order","Family","Genus","Species","Feature","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","lr_unadjusted_p","lr_adjusted_p","wilcox_p","fisher_padj","lr_unadjusted_padj","lr_adjusted_padj","wilcox_padj","mean_diff","prev_diff","enriched_responder_mean","enriched_responder_prev","rf_rank","rf_top20","rf_n","crossval_median","crossval_quartile_1","crossval_quartile_3","maaslin_coef","maaslin_stderr","maaslin_pval","maaslin_name","maaslin_qval","maaslin_N","maaslin_N.not.zero","maaslin_coef_adjusted","maaslin_stderr_adjusted","maaslin_pval_adjusted","maaslin_qval_adjusted","maaslin_qval_filt","maaslin_qval_adjusted_filt","country","country_clean","module"
"1","t102684",0.0494799437804925,0.0928530345852709,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantarius","Streptococcus infantarius",89,104,85.6,0.222750961538462,0.936172744825658,36,45,80,0.103593333333333,0.611615290328517,0.467532469560302,0.397089376838705,0.69299374140624,0.487593920922366,1,0.937639452821517,0.945417478288753,0.977434194330584,-0.119157628205128,-5.59999999999999,FALSE,FALSE,71,0,45,0.5,0.444444444444444,0.611111111111111,-0.00746459345243175,0.00726496132021549,0.305882799964342,"seroconv1",0.792667755493334,149,125,-0.00281224333434912,0.00708268207978749,0.691920031028027,0.897920740791187,0.792667755493334,0.894605710179606,"India (exposed)","IND (neo+)","Species"
"2","t108981",0.0424220346585146,0.0854379205213962,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri","Acinetobacter schindleri",20,104,19.2,0.000935576923076923,0.00593470815027806,17,45,37.8,0.00239777777777778,0.0147354471951279,0.0226804037207282,0.01794786992324,0.0100629995167292,0.0380094154228533,0.551889823871053,0.436731501465508,0.46980106472445,0.716866896852943,0.00146220085470085,18.6,TRUE,TRUE,84,0,45,0.5,0.444444444444444,0.611111111111111,0.000552336992787645,0.000642129367476701,0.391098962026468,"seroconv1",0.792667755493334,149,37,0.000629363514012964,0.000664947312705745,0.345508447328451,0.809556277922972,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"3","t111015",0.0159141222148115,0.0359792215895664,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces radicidentis","Actinomyces radicidentis",16,104,15.4,0.000323076923076923,0.00216513551535479,11,45,24.4,0.0307555555555556,0.205643880791699,0.246179055949627,0.19095411708374,0.251369668516535,0.240867676770671,1,0.808939485112441,0.834090263713958,0.91529717172855,0.0304324786324786,9,TRUE,TRUE,184,0,45,0.5,0.444444444444444,0.611111111111111,0.00253994396294563,0.00172862126658378,0.143875660952696,"seroconv1",0.792667755493334,149,27,0.00230003365182833,0.00179837584299957,0.203000618047726,0.735421324614094,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"4","t113107",0.107919616888364,0.20365649978216,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus australis","Streptococcus australis",103,104,99,0.0178721153846154,0.0268490908769477,44,45,97.8,0.0200488888888889,0.0188004185425149,NA,NA,NA,0.115664688774943,NA,NA,NA,0.852452640609191,0.0021767735042735,-1.2,TRUE,FALSE,3,1,45,0.5,0.444444444444444,0.611111111111111,0.00139123540178821,0.00128883634052399,0.282154770519584,"seroconv1",0.792667755493334,149,147,0.00173960427128427,0.00133392518493477,0.194301181968564,0.735421324614094,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"5","t1134687",0.0421822152793789,0.0871539643438061,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella michiganensis","Klebsiella michiganensis",77,104,74,0.0465057692307692,0.283127023133661,27,45,60,0.01256,0.0294273249641461,0.119337539388912,0.0888796195635979,0.131125919148853,0.1295938347553,0.815821101709821,0.695165595872427,0.690933150093331,0.852452640609191,-0.0339457692307692,-14,FALSE,FALSE,85,0,45,0.5,0.444444444444444,0.611111111111111,-0.00334731962131894,0.0030560418068438,0.275171242496624,"seroconv1",0.792667755493334,149,104,-0.00319585330053634,0.00315774554867267,0.313226923380904,0.809295291361325,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"6","t1156431",0.0735382831525157,0.141542924390727,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. I-G2","Streptococcus sp. I-G2",99,104,95.2,0.00962884615384615,0.0117168675448466,42,45,93.3,0.0104511111111111,0.010560617712267,0.698159525279349,0.645342179000139,0.917383140965952,0.276792195761756,1,0.982863547545221,0.996864557610802,0.923887464231809,0.000822264957264958,-1.90000000000001,TRUE,FALSE,25,0,45,0.5,0.444444444444444,0.611111111111111,0.000731408282250242,0.000974092903017053,0.453936647722749,"seroconv1",0.797614903536029,149,141,0.000972790066702816,0.00101044934294777,0.337319524118462,0.809556277922972,0.797614903536029,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"7","t1156433",0.0910126351005953,0.178877124482843,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. I-P16","Streptococcus sp. I-P16",97,104,93.3,0.00712692307692308,0.0110613314984362,41,45,91.1,0.00755555555555556,0.00706844960355379,0.735023289058277,0.644704671743988,0.994185540145135,0.126983761020476,1,0.982863547545221,0.996864557610802,0.852452640609191,0.00042863247863248,-2.2,TRUE,FALSE,9,1,45,0.5,0.444444444444444,0.611111111111111,0.000785757662123664,0.000865765100958169,0.365581579553452,"seroconv1",0.792667755493334,149,138,0.000977113800514313,0.000897440964913264,0.278096264781645,0.78380167995686,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"8","t116085",0.0141830935644794,0.0292918616730141,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus catus","Coprococcus catus",34,104,32.7,0.00383942307692308,0.014425916660947,14,45,31.1,0.0012,0.00399960225295193,1,0.849609257475696,0.765670920992457,0.681000762407808,1,0.982863547545221,0.968978523039816,0.981989462472179,-0.00263942307692308,-1.6,FALSE,FALSE,192,0,45,0.5,0.444444444444444,0.611111111111111,-0.000991330070184926,0.000907429348433524,0.276418217231409,"seroconv1",0.792667755493334,149,48,-0.00097186350112786,0.000938855433172538,0.302354885799056,0.800160608489644,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"9","t1177574",0.0232305728175411,0.0617879054271637,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella jejuni","Prevotella jejuni",34,104,32.7,0.00170288461538462,0.00842496817119129,12,45,26.7,0.000311111111111111,0.000816094419175932,0.5635052846521,0.465529703910931,0.332336590572063,0.457621590812833,1,0.964206529761309,0.887581869942462,0.977434194330584,-0.0013917735042735,-6,FALSE,FALSE,147,0,45,0.5,0.444444444444444,0.611111111111111,-0.000647675735112068,0.000600480590665445,0.282534708269442,"seroconv1",0.792667755493334,149,46,-0.000805470895767454,0.000606910824346025,0.186584022305947,0.735421324614094,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
"10","t1260",0.0748130766558687,0.144111105100595,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia magna","Finegoldia magna",85,104,81.7,0.00369423076923077,0.00724257674099082,31,45,68.9,0.00182444444444444,0.00349578678590747,0.090330413508134,0.0862699921313566,0.119305575737403,0.156180562395989,0.791294422331254,0.695165595872427,0.690933150093331,0.880151393009688,-0.00186978632478633,-12.8,FALSE,FALSE,23,0,45,0.5,0.444444444444444,0.611111111111111,-0.00124744164504834,0.00072145138734233,0.0858955172930472,"seroconv1",0.792667755493334,149,116,-0.00121350521239572,0.000737192309848672,0.101951095068857,0.654075856675527,0.792667755493334,0.782084449470961,"India (exposed)","IND (neo+)","Species"
