"","FP","TP","TN","FN","accuracy"
"B1.F1",3,4,4,3,0.571428571428571
"B1.F2",4,3,2,3,0.416666666666667
"B1.F3",3,2,4,5,0.428571428571429
"B1.F4",4,3,3,4,0.428571428571429
"B1.F5",2,4,4,2,0.666666666666667
"B1.F11",0,1,6,5,0.583333333333333
"B1.F21",2,4,5,3,0.642857142857143
"B1.F31",5,5,1,2,0.461538461538462
"B1.F41",5,5,2,2,0.5
"B1.F51",3,4,4,2,0.615384615384615
"B1.F12",3,1,3,5,0.333333333333333
"B1.F22",3,4,4,3,0.571428571428571
"B1.F32",3,4,3,2,0.583333333333333
"B1.F42",4,1,3,6,0.285714285714286
"B1.F52",5,6,2,1,0.571428571428571
"B1.F13",4,4,3,2,0.538461538461538
"B1.F23",2,4,4,2,0.666666666666667
"B1.F33",5,3,2,4,0.357142857142857
"B1.F43",3,4,4,3,0.571428571428571
"B1.F53",5,5,1,2,0.461538461538462
"B1.F14",2,2,5,4,0.538461538461538
"B1.F24",0,5,7,2,0.857142857142857
"B1.F34",1,1,5,5,0.5
"B1.F44",4,4,2,3,0.461538461538462
"B1.F54",3,2,4,5,0.428571428571429
"B1.F15",1,1,5,5,0.5
"B1.F25",0,5,7,2,0.857142857142857
"B1.F35",3,4,3,3,0.538461538461538
"B1.F45",2,0,5,6,0.384615384615385
"B1.F55",3,5,4,2,0.642857142857143
"B1.F16",5,4,2,2,0.461538461538462
"B1.F26",2,4,4,3,0.615384615384615
"B1.F36",3,3,4,4,0.5
"B1.F46",1,3,6,4,0.642857142857143
"B1.F56",3,3,3,3,0.5
"B1.F17",1,0,6,7,0.428571428571429
"B1.F27",5,3,1,4,0.307692307692308
"B1.F37",3,4,4,2,0.615384615384615
"B1.F47",2,4,5,2,0.692307692307692
"B1.F57",4,5,2,2,0.538461538461538
"B1.F18",3,1,4,5,0.384615384615385
"B1.F28",5,3,2,4,0.357142857142857
"B1.F38",5,3,1,3,0.333333333333333
"B1.F48",3,3,4,4,0.5
"B1.F58",2,3,4,4,0.538461538461538
"B1.F19",3,3,4,4,0.5
"B1.F29",3,4,3,3,0.538461538461538
"B1.F39",5,3,2,3,0.384615384615385
"B1.F49",3,1,4,5,0.384615384615385
"B1.F59",1,4,5,3,0.692307692307692
"B1.F110",2,3,4,3,0.583333333333333
"B1.F210",2,3,4,4,0.538461538461538
"B1.F310",3,5,4,2,0.642857142857143
"B1.F410",3,2,4,5,0.428571428571429
"B1.F510",5,3,2,3,0.384615384615385
"B1.F111",2,4,5,3,0.642857142857143
"B1.F211",3,2,3,4,0.416666666666667
"B1.F311",2,2,5,5,0.5
"B1.F411",4,1,3,6,0.285714285714286
"B1.F511",3,5,3,1,0.666666666666667
"B1.F112",4,4,3,3,0.5
"B1.F212",4,6,2,1,0.615384615384615
"B1.F312",4,2,3,5,0.357142857142857
"B1.F412",3,4,4,2,0.615384615384615
"B1.F512",4,4,2,2,0.5
"B1.F113",3,2,4,5,0.428571428571429
"B1.F213",2,1,4,5,0.416666666666667
"B1.F313",2,4,4,2,0.666666666666667
"B1.F413",7,6,0,1,0.428571428571429
"B1.F513",4,5,3,2,0.571428571428571
"B1.F114",3,2,4,5,0.428571428571429
"B1.F214",4,6,3,1,0.642857142857143
"B1.F314",3,4,3,3,0.538461538461538
"B1.F414",2,4,4,2,0.666666666666667
"B1.F514",1,1,6,5,0.538461538461538
"B1.F115",3,4,4,2,0.615384615384615
"B1.F215",3,1,3,6,0.307692307692308
"B1.F315",2,3,5,4,0.571428571428571
"B1.F415",2,5,5,2,0.714285714285714
"B1.F515",4,4,2,2,0.5
"B1.F116",2,1,5,5,0.461538461538462
"B1.F216",3,4,4,3,0.571428571428571
"B1.F316",2,2,4,4,0.5
"B1.F416",5,4,2,3,0.428571428571429
"B1.F516",2,3,4,4,0.538461538461538
"B1.F117",5,3,2,3,0.384615384615385
"B1.F217",2,3,5,4,0.571428571428571
"B1.F317",4,3,2,3,0.416666666666667
"B1.F417",2,4,5,3,0.642857142857143
"B1.F517",4,5,2,2,0.538461538461538
"B1.F118",4,5,3,1,0.615384615384615
"B1.F218",2,5,4,2,0.692307692307692
"B1.F318",4,5,3,1,0.615384615384615
"B1.F418",1,2,5,5,0.538461538461538
"B1.F518",2,2,5,5,0.5
"B1.F119",2,2,4,4,0.5
"B1.F219",1,3,5,4,0.615384615384615
"B1.F319",3,1,4,6,0.357142857142857
"B1.F419",3,4,4,2,0.615384615384615
"B1.F519",5,6,2,1,0.571428571428571
