"","FP","TP","TN","FN","accuracy"
"B1.F1",5,4,5,6,0.45
"B1.F2",4,3,6,7,0.45
"B1.F3",6,3,4,7,0.35
"B1.F4",6,9,4,1,0.65
"B1.F5",4,5,6,5,0.55
"B1.F11",5,7,5,3,0.6
"B1.F21",5,7,5,3,0.6
"B1.F31",4,6,6,4,0.6
"B1.F41",5,7,5,3,0.6
"B1.F51",3,5,7,5,0.6
"B1.F12",4,7,6,3,0.65
"B1.F22",5,4,5,6,0.45
"B1.F32",4,3,6,7,0.45
"B1.F42",4,6,6,4,0.6
"B1.F52",5,5,5,5,0.5
"B1.F13",7,4,3,6,0.35
"B1.F23",3,6,7,4,0.65
"B1.F33",6,6,4,4,0.5
"B1.F43",5,5,5,5,0.5
"B1.F53",6,6,4,4,0.5
"B1.F14",6,7,4,3,0.55
"B1.F24",4,6,6,4,0.6
"B1.F34",6,4,4,6,0.4
"B1.F44",6,5,4,5,0.45
"B1.F54",5,3,5,7,0.4
"B1.F15",4,6,6,4,0.6
"B1.F25",4,8,6,2,0.7
"B1.F35",7,6,3,4,0.45
"B1.F45",2,4,8,6,0.6
"B1.F55",0,6,10,4,0.8
"B1.F16",7,6,3,4,0.45
"B1.F26",7,4,3,6,0.35
"B1.F36",6,6,4,4,0.5
"B1.F46",2,7,8,3,0.75
"B1.F56",3,4,7,6,0.55
"B1.F17",3,4,7,6,0.55
"B1.F27",5,5,5,5,0.5
"B1.F37",6,6,4,4,0.5
"B1.F47",3,8,7,2,0.75
"B1.F57",5,4,5,6,0.45
"B1.F18",5,6,5,4,0.55
"B1.F28",6,6,4,4,0.5
"B1.F38",5,7,5,3,0.6
"B1.F48",3,5,7,5,0.6
"B1.F58",3,5,7,5,0.6
"B1.F19",4,7,6,3,0.65
"B1.F29",3,6,7,4,0.65
"B1.F39",6,7,4,3,0.55
"B1.F49",4,5,6,5,0.55
"B1.F59",7,9,3,1,0.6
"B1.F110",4,8,6,2,0.7
"B1.F210",3,4,7,6,0.55
"B1.F310",3,6,7,4,0.65
"B1.F410",6,7,4,3,0.55
"B1.F510",5,3,5,7,0.4
"B1.F111",3,4,7,6,0.55
"B1.F211",4,5,6,5,0.55
"B1.F311",7,5,3,5,0.4
"B1.F411",6,4,4,6,0.4
"B1.F511",8,5,2,5,0.35
"B1.F112",4,6,6,4,0.6
"B1.F212",5,8,5,2,0.65
"B1.F312",4,5,6,5,0.55
"B1.F412",4,4,6,6,0.5
"B1.F512",7,5,3,5,0.4
"B1.F113",4,8,6,2,0.7
"B1.F213",4,5,6,5,0.55
"B1.F313",6,5,4,5,0.45
"B1.F413",7,6,3,4,0.45
"B1.F513",3,7,7,3,0.7
"B1.F114",6,8,4,2,0.6
"B1.F214",3,6,7,4,0.65
"B1.F314",1,3,9,7,0.6
"B1.F414",5,3,5,7,0.4
"B1.F514",4,5,6,5,0.55
"B1.F115",4,5,6,5,0.55
"B1.F215",4,2,6,8,0.4
"B1.F315",6,8,4,2,0.6
"B1.F415",4,8,6,2,0.7
"B1.F515",6,6,4,4,0.5
"B1.F116",7,4,3,6,0.35
"B1.F216",4,5,6,5,0.55
"B1.F316",5,7,5,3,0.6
"B1.F416",4,2,6,8,0.4
"B1.F516",5,6,5,4,0.55
"B1.F117",7,8,3,2,0.55
"B1.F217",3,7,7,3,0.7
"B1.F317",7,4,3,6,0.35
"B1.F417",4,3,6,7,0.45
"B1.F517",3,5,7,5,0.6
"B1.F118",7,5,3,5,0.4
"B1.F218",6,6,4,4,0.5
"B1.F318",6,4,4,6,0.4
"B1.F418",5,6,5,4,0.55
"B1.F518",6,5,4,5,0.45
"B1.F119",7,8,3,2,0.55
"B1.F219",5,7,5,3,0.6
"B1.F319",8,7,2,3,0.45
"B1.F419",3,6,7,4,0.65
"B1.F519",2,3,8,7,0.55
