"","Estimate","Std.Error","pvalue","method","taxon","padj","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"Bifidobacterium",0.068,0.019,0.00063,"zinb","Bifidobacterium",0.00112304347826087,"positively correlated",2.94960342984428,41,0,"age",0.923954372623574,0.243761757706455
"Escherichia/Shigella",-0.023,0.023,0.33,"nb","Escherichia/Shigella",0.365675675675676,"ns",0.436903927469372,41,0,"age",0.950570342205323,0.229772444531082
"Streptococcus",0.039,0.022,0.074,"nb","Streptococcus",0.104620689655172,"ns",0.980382421448244,41,0,"age",1,0.0620260716698963
"Staphylococcus",-0.435,0.026,8.2e-38,"zinb","Staphylococcus",1.12066666666667e-36,"negatively correlated",35.9505235456162,41,0,"age",0.931558935361217,0.0283323808142172
"Bacteroides",0.068,0.019,6e-04,"zinb","Bacteroides",0.00111818181818182,"positively correlated",2.95148757371883,41,0,"age",0.695817490494297,0.0924445664285272
"Veillonella",0.016,0.018,0.38,"zinb","Veillonella",0.41,"ns",0.387216143280264,41,0,"age",0.904942965779468,0.100513169159566
"Lactobacillus",0.103,0.028,0.00037,"zinb","Lactobacillus",0.0007585,"positively correlated",3.12004441487725,41,0,"age",0.634980988593156,0.0353651327659129
"Collinsella",-0.213,0.026,4.1e-14,"zinb","Collinsella",1.681e-13,"negatively correlated",12.7744322865605,41,0,"age",0.673003802281369,0.0270145198508581
"Haemophilus",-0.149,0.023,7.3e-10,"zinb","Haemophilus",1.870625e-09,"negatively correlated",8.72801326581573,41,0,"age",0.425855513307985,0.00325036843732479
"Klebsiella",-0.245,0.027,3.1e-16,"zinb","Klebsiella",1.81571428571429e-15,"negatively correlated",14.7409524894602,41,0,"age",0.688212927756654,0.0247852202958441
"Enterococcus",0.182,0.099,0.069,"zinb","Enterococcus",0.101035714285714,"ns",0.995525083885228,41,0,"age",0.422053231939163,0.00308895733724126
"Rothia",0.181,0.024,5.8e-12,"zinb","Rothia",2.16181818181818e-11,"positively correlated",10.6651808348756,41,0,"age",0.783269961977186,0.00423320538479741
"unassigned_Lachnospiraceae",-0.088,0.023,0.00022,"zinb","unassigned_Lachnospiraceae",0.000474736842105263,"negatively correlated",3.32354706341089,41,0,"age",0.384030418250951,0.00671853277836677
"Gemella",0.021,0.019,0.27,"zinb","Gemella",0.325588235294118,"ns",0.487331296163532,41,0,"age",0.67680608365019,0.000404356510784464
"Prevotella_9",-0.039,0.024,0.11,"zinb","Prevotella_9",0.145483870967742,"ns",0.837185151956312,41,0,"age",0.418250950570342,0.0491071739727054
"Dialister",0.03,0.03,0.32,"zinb","Dialister",0.364444444444444,"ns",0.438368665727646,41,0,"age",0.456273764258555,0.00441096246506365
"Cutibacterium",-0.019,0.023,0.4,"zinb","Cutibacterium",0.420512820512821,"ns",0.376220758978801,41,0,"age",0.20532319391635,5.66033454920128e-05
"Enterobacter",-0.39,0.037,3.8e-20,"zinb","Enterobacter",2.59666666666667e-19,"negatively correlated",18.5855837970471,41,0,"age",0.262357414448669,0.000972110909170279
"Parabacteroides",-0.042,0.021,0.054,"zinb","Parabacteroides",0.082,"negatively correlated",1.08618614761628,41,0,"age",0.395437262357414,0.0209785601844563
