"","taxonomy","prev_I","p_I","prev_M","p_M","prev_U","p_U","pmin","contaminant"
"Xfe32c1ad8e80545cbe235d105ef25d60","Adlercreutzia (RSV1976)",0,NA,1,NA,0,NA,NA,FALSE
"X4c5d5030e176d22791e034e2bf1fb2a8","Corynebacterium_1 (RSV1977)",22,0.505481564494111,4,NA,0,NA,0.505481564494111,FALSE
"X17627c4e118f558c27b7e6facbea825f","Thermomonas (RSV1978)",29,0.321935297610033,4,NA,0,NA,0.321935297610033,FALSE
"X4f17105bf002596e47d0a3d93d6f71e7","Gardnerella (RSV1980)",13,0.186324262382231,8,NA,12,0.998111692388064,0.186324262382231,FALSE
"Xd86cf28e7056186208bd5599bdea94b7","unassigned Bacteroidetes (RSV1982)",1,NA,6,NA,0,NA,NA,FALSE
"X9eacfd0c624ecba7ffff6e7b9068b17e","Gordonia (RSV1983)",14,0.606551999628236,1,NA,0,NA,0.606551999628236,FALSE
"X04c12ecf34214233a76d05a15b2b445d","Flavobacterium (RSV1985)",8,NA,1,NA,0,NA,NA,FALSE
"Xfa6b3dfe58be4ac05849070576f9dcbc","Prevotella (RSV1986)",0,NA,4,NA,3,NA,NA,FALSE
"X92c9ee3ede3e3abe1f13af7aed09ca87","Pantoea (RSV1987)",0,NA,0,NA,5,NA,NA,FALSE
"X3765e2593d6bb766afd8bf563841dfa7","Lachnospiraceae_NK4A136_group (RSV1988)",0,NA,1,NA,0,NA,NA,FALSE
"Xbe588df4a02fa9db0ee23bee1bcfce00","Raoultella (RSV1992)",1,NA,2,NA,0,NA,NA,FALSE
"X05d757dba88ddd1e1e4e9974857a2b09","Lachnospiraceae_FCS020_group (RSV1993)",6,NA,7,NA,0,NA,NA,FALSE
"X5cffcdfb1a914327412e14e3c63fb3e6","Kocuria (RSV1994)",44,0.999430569177148,1,NA,0,NA,0.999430569177148,FALSE
"X6309d2f82e727eb6bcb6b324ba7e887d","Staphylococcus (RSV1995)",7,NA,1,NA,0,NA,NA,FALSE
"Xb0b0a8231a00cae2e207d2b6e6695502","Acinetobacter (RSV1996)",1,NA,7,NA,0,NA,NA,FALSE
"X772cac142b7f4efa8d86f454bd129864","Dermatophilus (RSV1997)",18,0.984328995454534,0,NA,0,NA,0.984328995454534,FALSE
"X3682830d9f222e63e4e35e25b15c9478","Lachnospiraceae_FCS020_group (RSV1998)",1,NA,5,NA,0,NA,NA,FALSE
"Xc68ae5b12ead03c6bd3949ce89462db1","Chryseobacterium (RSV1999)",17,0.950299729939232,0,NA,2,NA,0.950299729939232,FALSE
"X681c22eab1e57159210b64692963d9dd","Staphylococcus (RSV2000)",36,0.670682261815963,1,NA,2,NA,0.670682261815963,FALSE
"Xecd82f289da25e97fe443b83fcbdc7a0","Anoxybacillus (RSV2001)",19,0.999621234042079,0,NA,0,NA,0.999621234042079,FALSE
"X4716c5d98d1072cd7c728faf1f9941eb","Veillonella (RSV2002)",4,NA,0,NA,0,NA,NA,FALSE
"Xd1cf1d11d3e2b5a8fe82b718b6fadc2d","Intestinimonas (RSV2004)",1,NA,0,NA,0,NA,NA,FALSE
"Xdf796b258d978ffc2ff31467cda2f996","Senegalimassilia (RSV2005)",0,NA,2,NA,0,NA,NA,FALSE
"X2ce1ff4bf2af3a846c4f11def1c589a3","Catenibacterium (RSV2006)",1,NA,2,NA,0,NA,NA,FALSE
"Xa6ba1f5b00600d1abd010c975f8a0d41","Blastocatella (RSV2008)",25,0.993799792444499,0,NA,0,NA,0.993799792444499,FALSE
"X3c34f77eb95bdd46225de31afdbb743c","unassigned Actinobacteria (RSV2009)",37,0.999192469157346,2,NA,0,NA,0.999192469157346,FALSE
"Xc5ccea21b43ffc03a1ab4d769be69f09","Prevotella (RSV2011)",3,NA,6,NA,5,NA,NA,FALSE
"X813e2f4a016196c8e18a7fb6152332a4","Coriobacteriaceae_UCG-003 (RSV2012)",2,NA,0,NA,2,NA,NA,FALSE
"Xdf00a26a92b81a84613a64148abbfd51","Actinomyces (RSV2013)",0,NA,0,NA,10,0.999406003078113,0.999406003078113,FALSE
"Xe4386c5e51b37a2db6bd73919055f305","Veillonella (RSV2014)",1,NA,0,NA,0,NA,NA,FALSE
"X02b171c1d214ffb94239957acdf06416","Oscillibacter (RSV2015)",2,NA,4,NA,0,NA,NA,FALSE
"Xefa5786d0bb8f3d486b984c50ad5ea45","Knoellia (RSV2017)",9,NA,33,0.992520875871928,1,NA,0.992520875871928,FALSE
"X0ab87ee833dae7accfcad13323279c74","Phycicoccus (RSV2020)",9,NA,7,NA,1,NA,NA,FALSE
"Xbeac44b18c362a8cd1a29c9c811b73c4","Bacillus (RSV2021)",19,0.992714645957998,0,NA,0,NA,0.992714645957998,FALSE
"Xc1a89d5c446ea0400780188ff84729e3","Ruminococcaceae_UCG-010 (RSV2023)",0,NA,4,NA,0,NA,NA,FALSE
"X7b64ebaf4ce0974210877b3efd3f2406","Howardella (RSV2024)",1,NA,2,NA,0,NA,NA,FALSE
"X54730b7d59500876a402a779eaeef7d7","Allisonella (RSV2025)",3,NA,2,NA,0,NA,NA,FALSE
"X20a0ed5d2910bccba8acbe779283b546","Ruminococcaceae_UCG-005 (RSV2026)",1,NA,1,NA,0,NA,NA,FALSE
"X94fd465cc50b94ddd030b3c3b0d7e826","Candidatus_Soleaferrea (RSV2027)",0,NA,2,NA,0,NA,NA,FALSE
"X6b3ba41a1f316d2f4fc38f4280e47df8","Corynebacterium_1 (RSV2028)",33,0.797402131948829,1,NA,0,NA,0.797402131948829,FALSE
"X91075d23f802dbf6e4bf1ec35f7640a7","Olsenella (RSV2029)",2,NA,1,NA,0,NA,NA,FALSE
"Xf9b361af8c5ce1b1bae9d3c39a21d262","Megamonas (RSV2030)",0,NA,1,NA,0,NA,NA,FALSE
"X0f455f28ca2de53b669d5ffac68a596b","unassigned Proteobacteria (RSV2031)",31,0.995971977747318,0,NA,0,NA,0.995971977747318,FALSE
"X6fd01bfacf7640380b62812eadfd893c","unassigned Chloroflexi (RSV2033)",46,0.187131187450472,2,NA,0,NA,0.187131187450472,FALSE
"X4d447fcb28f14cc84ce7fd293d266f9c","Acinetobacter (RSV2034)",41,0.449414639179268,0,NA,0,NA,0.449414639179268,FALSE
"X72e207bda39acf9f0f2f827169b859a9","Lactobacillus (RSV2035)",3,NA,0,NA,0,NA,NA,FALSE
"X2a7fbf047af2182f5f266eb22d5bd4cc","Streptococcus (RSV2038)",0,NA,0,NA,3,NA,NA,FALSE
"X1f30d8c652a957d440503952047b99b4","Geobacillus (RSV2040)",45,0.997021102860612,0,NA,0,NA,0.997021102860612,FALSE
"Xfbcd921e2c8aec22e8d7dd87203ee68f","Streptococcus (RSV2041)",0,NA,14,0.953234483705025,0,NA,0.953234483705025,FALSE
"X049abd9f0f9a0d26b4205dbad6e7ed89","unassigned Tenericutes (RSV2042)",0,NA,0,NA,1,NA,NA,FALSE
"X5df2307d11fb7f8605290b8e0dd8d71a","Roseburia (RSV2043)",1,NA,9,NA,0,NA,NA,FALSE
"X57d9a26f46410bb8180bc884d45906ac","Veillonella (RSV2045)",2,NA,2,NA,1,NA,NA,FALSE
"X50f302b8ec8f665c9e24821896f6b369","Streptococcus (RSV2046)",0,NA,3,NA,0,NA,NA,FALSE
"X771a457379c30fa1d8273ea52d5f53ea","Prevotella_9 (RSV2047)",0,NA,1,NA,0,NA,NA,FALSE
"Xae0ad4ba3862dfc8d2ce699fdefc22ff","Lactobacillus (RSV2051)",3,NA,0,NA,0,NA,NA,FALSE
"X4b2e57e88cc821447e944a87cb0b8448","Streptococcus (RSV2052)",3,NA,3,NA,0,NA,NA,FALSE
"X068e7605ad733f65f05e4e528ec4948b","unassigned Firmicutes (RSV2054)",0,NA,1,NA,0,NA,NA,FALSE
"Xd2c128fb356725128dcf2fa236c88266","Phascolarctobacterium (RSV2055)",0,NA,3,NA,0,NA,NA,FALSE
"Xe7e26e01e06403c0fdea71ede3e80e5c","Microbacterium (RSV2057)",7,NA,12,0.865948370412798,0,NA,0.865948370412798,FALSE
"Xbb676e610846143860eb320d9e13587a","Kocuria (RSV2058)",44,0.972702857624122,2,NA,0,NA,0.972702857624122,FALSE
"Xc4b4e470508bded5a46ee096fc898c0a","Oligella (RSV2059)",12,0.188382953812817,8,NA,1,NA,0.188382953812817,FALSE
"X8307d5a7996cfa9f8203442c52f3b5c4","Sutterella (RSV2060)",1,NA,0,NA,0,NA,NA,FALSE
"Xcbe056e23b1e85eca368dc56999c2521","Escherichia/Shigella (RSV2062)",1,NA,0,NA,0,NA,NA,FALSE
"Xf383f3727395090f9a0e340381970a53","Microvirga (RSV2063)",17,0.99974502544735,0,NA,0,NA,0.99974502544735,FALSE
"X32dfb2ca0b726df5e8b03be6cb6a3e65","Acidaminococcus (RSV2064)",0,NA,3,NA,0,NA,NA,FALSE
"Xc8dc9b3d3fe7d5d30227f040164be382","Collinsella (RSV2066)",4,NA,0,NA,0,NA,NA,FALSE
"Xe90e85d4d85ef1e7b4f4f4a39f1af7fe","Cutibacterium (RSV2067)",10,0.998813915508669,19,0.992522569237456,6,NA,0.992522569237456,FALSE
"X3d711bcb93f1db3385b874a890ea3fb2","Raoultella (RSV2069)",3,NA,2,NA,1,NA,NA,FALSE
"Xd62a31a919f4daa658114a0aeed5f919","unassigned Bacteroidetes (RSV2070)",0,NA,1,NA,0,NA,NA,FALSE
"X6982c3ea79553dd4b1cf4690e174363c","Bacillus (RSV2071)",7,NA,0,NA,1,NA,NA,FALSE
"Xd64a5968156590b9375f089ba997d807","Alistipes (RSV2073)",0,NA,2,NA,0,NA,NA,FALSE
"Xec59c9986923484570ecc8b0c377b520","Streptococcus (RSV2074)",0,NA,3,NA,0,NA,NA,FALSE
"X608ebe0051f9a43473d71082ad13908a","Prevotella_6 (RSV2075)",3,NA,2,NA,0,NA,NA,FALSE
"Xb285e8794f5e46cde27bef68bc6b4d9b","Acinetobacter (RSV2076)",1,NA,0,NA,0,NA,NA,FALSE
"Xce6ca56f80d5857e1c95e72b64d4086c","Stenotrophomonas (RSV2077)",8,NA,13,0.944966918127036,2,NA,0.944966918127036,FALSE
"Xca65437e6163b04f99baf2731c1f0a0a","Aquabacterium (RSV2078)",37,0.973734280286068,5,NA,2,NA,0.973734280286068,FALSE
"Xb60d82d74c392157479b0d89a7901813","Veillonella (RSV2079)",1,NA,0,NA,0,NA,NA,FALSE
"X5e339323ac0867332cff7cfe171c102c","Ruminococcaceae_UCG-010 (RSV2080)",0,NA,2,NA,0,NA,NA,FALSE
"X52aec4e42b4ca054f146fd33de521244","Corynebacterium_1 (RSV2082)",32,0.642578215806998,2,NA,0,NA,0.642578215806998,FALSE
"X5db8b50f308abc0dedfba8bdd60d33b6","unassigned Firmicutes (RSV2083)",1,NA,3,NA,0,NA,NA,FALSE
"X0ce60006eb63f10866aa8ed61af8da02","Alistipes (RSV2084)",0,NA,1,NA,0,NA,NA,FALSE
"X2b876d69bb8df56c2c79a10cffec1a9a","Pantoea (RSV2085)",0,NA,1,NA,2,NA,NA,FALSE
"X07f82b56a6461efa030c2e489ae8fcca","Deinococcus (RSV2086)",6,NA,1,NA,2,NA,NA,FALSE
"X2addb2b92cf4b3366601cf1f5fe5fdf4","Acinetobacter (RSV2087)",3,NA,2,NA,7,NA,NA,FALSE
"Xa45df12663e2f15a115f0eba6642447a","Brevibacterium (RSV2088)",24,0.199383610509454,9,NA,2,NA,0.199383610509454,FALSE
"X6ebd0c0c049568140a0aded4b0640223","Haemophilus (RSV2089)",11,0.527976456560585,1,NA,2,NA,0.527976456560585,FALSE
"X40dc4d5b5cb5895ea02a085825b466a6","MN_122.2a (RSV2090)",7,NA,0,NA,0,NA,NA,FALSE
"Xf41edd7f8b1a6c3865acc4f1490d578f","Brachybacterium (RSV2091)",10,0.547333241938636,20,0.377015908855446,0,NA,0.377015908855446,FALSE
"X3c2132317923a749e8d1f76e28878b61","Collinsella (RSV2092)",9,NA,0,NA,0,NA,NA,FALSE
"X3c09b5fb31c2b746768a84e0e9536ec0","Actinomyces (RSV2093)",3,NA,0,NA,0,NA,NA,FALSE
"Xc98d5ece155377df87c43ce792bcaa10","Pantoea (RSV2094)",12,0.326566415240471,5,NA,0,NA,0.326566415240471,FALSE
"X6e68d3873eb052ed4a4c880b2b858e2a","Abiotrophia (RSV2096)",27,0.68255483937057,17,0.97248487657056,6,NA,0.68255483937057,FALSE
"Xd382be1248895d04a59e9eaf6984de19","Erythrobacter (RSV2097)",26,0.966016339928853,1,NA,0,NA,0.966016339928853,FALSE
"X5698f28ae24bd3d1ce517f5b02f58286","Moraxella (RSV2099)",1,NA,1,NA,2,NA,NA,FALSE
"X724cbad432503d2e012aa3e1507ea193","Lachnospiraceae_UCG-010 (RSV2101)",0,NA,4,NA,0,NA,NA,FALSE
"X6e32e79113e02ccb3214963d4a7fa72f","Veillonella (RSV2102)",2,NA,0,NA,6,NA,NA,FALSE
"X05fc4159a62dbcc433dda2c0085fcfe2","Pseudonocardia (RSV2103)",5,NA,0,NA,0,NA,NA,FALSE
"X80e7a501c83664d9cf12fcd2ea91055e","Weeksella (RSV2104)",19,0.981713264996809,8,NA,0,NA,0.981713264996809,FALSE
"Xd3ac739c39e68961fccf901cd0a55adc","Veillonella (RSV2105)",1,NA,1,NA,4,NA,NA,FALSE
"Xe222fabb8cd5981c67ec122ffd61e8a2","Ruminococcaceae_UCG-009 (RSV2108)",0,NA,1,NA,0,NA,NA,FALSE
"X01a99464826f69bd211506166e2df45e","Anaerostipes (RSV2109)",3,NA,0,NA,0,NA,NA,FALSE
"X3fcece66cb6c435d6b6becb3ddecffc0","Actinomyces (RSV2110)",6,NA,0,NA,1,NA,NA,FALSE
"Xb263467a49e0a185a5bc986244a40a27","Klebsiella (RSV2111)",1,NA,0,NA,0,NA,NA,FALSE
"X5e7111b98fb760e41a46d7adf49e3290","unassigned Actinobacteria (RSV2112)",4,NA,0,NA,0,NA,NA,FALSE
"X03962e44c25e0ea0c954d59e03750576","Prevotella_9 (RSV2113)",0,NA,2,NA,0,NA,NA,FALSE
"Xc34c323be7a415bbaeb66937af082a58","Acinetobacter (RSV2114)",27,0.424782918092261,5,NA,0,NA,0.424782918092261,FALSE
"X2fbf30d06a1016f443946663d43e5b94","Corynebacterium_1 (RSV2115)",35,0.89582464394416,5,NA,1,NA,0.89582464394416,FALSE
"X31c40d225eae3bc052fe740ad5a2d893","Alistipes (RSV2118)",1,NA,1,NA,0,NA,NA,FALSE
"X74299ce746cace16b4c2c28bc51f009f","Stenotrophomonas (RSV2119)",5,NA,0,NA,2,NA,NA,FALSE
"X80167284aef1902e70a70d85b67a6293","Corynebacterium_1 (RSV2120)",19,0.515089586434986,6,NA,1,NA,0.515089586434986,FALSE
"Xa1c56018286b1872f34d7ff4e2586ab1","Blautia (RSV2121)",13,0.98018333056937,0,NA,0,NA,0.98018333056937,FALSE
"X770b758bc0764d4e3c281ee0e064972c","Ornithinimicrobium (RSV2122)",43,0.884659592082003,2,NA,0,NA,0.884659592082003,FALSE
"Xcb35c632053e8bf45078a2be22feb8b5","Family_XIII_AD3011_group (RSV2124)",4,NA,1,NA,0,NA,NA,FALSE
"X26df3ef8f04e7567b41f14a3f4c022d7","Streptococcus (RSV2125)",3,NA,0,NA,0,NA,NA,FALSE
"X24389792f938262404ae3958e1eca3b9","Enterorhabdus (RSV2127)",0,NA,1,NA,0,NA,NA,FALSE
"X701a3b717e15f0c22b17a989e3fd807a","unassigned Firmicutes (RSV2129)",0,NA,4,NA,0,NA,NA,FALSE
"Xd1316b26e5350da36e6456499ecdfe18","Pseudarthrobacter (RSV2130)",10,0.753090486427025,17,0.99983010893666,1,NA,0.753090486427025,FALSE
"Xd417dc15280cefc93ecb66ccf4a4c863","Lactobacillus (RSV2131)",0,NA,3,NA,0,NA,NA,FALSE
"Xcc5723f0877d3b093db600bff6e0621d","Corynebacterium_1 (RSV2132)",25,0.750965998256559,0,NA,0,NA,0.750965998256559,FALSE
"Xfd4b2e675786c0fa27565745bf3d8468","unassigned Firmicutes (RSV2133)",0,NA,17,0.647258938377415,0,NA,0.647258938377415,FALSE
"Xc676fc43ce26efabbf7d94c282a564cb","Luteimonas (RSV2134)",22,0.995205221660667,6,NA,0,NA,0.995205221660667,FALSE
"X54bf00159fdb8c26b07e39b3b699a439","Duganella (RSV2135)",29,0.999858171293701,0,NA,0,NA,0.999858171293701,FALSE
"X02bf15068e3e7108f4912f7b2e144b1c","Ruminococcaceae_UCG-002 (RSV2136)",3,NA,0,NA,0,NA,NA,FALSE
"X78707ae24a6d5cffff3f808fa84b9a6c","Siphonobacter (RSV2137)",19,0.986569840108309,0,NA,0,NA,0.986569840108309,FALSE
"X221e52a05bb6cbed553ebd6e90510705","Prevotella_2 (RSV2138)",1,NA,0,NA,0,NA,NA,FALSE
"Xc23b30c6515c4a5031f9e0d8cb3d0b05","Escherichia/Shigella (RSV2139)",2,NA,0,NA,0,NA,NA,FALSE
"X4b348c7bb6b93f43cceac9b685cf5b06","Sutterella (RSV2140)",1,NA,0,NA,0,NA,NA,FALSE
"X0662cbe593269afd509474ed5ad858b9","Lactobacillus (RSV2141)",2,NA,0,NA,0,NA,NA,FALSE
"X80995a0b4f6ce1345e20a3714e287588","Paracoccus (RSV2142)",27,0.972644824851322,3,NA,0,NA,0.972644824851322,FALSE
"X86d669ccb38703a4cd4081c5ec14beda","unassigned Tenericutes (RSV2143)",2,NA,0,NA,0,NA,NA,FALSE
"X8f1ac9cd1be2610edaa7de3affd1e5ce","Neisseria (RSV2144)",2,NA,5,NA,0,NA,NA,FALSE
"Xd521e757593957df103c8faa80e5950e","Acinetobacter (RSV2145)",2,NA,5,NA,11,0.999635220196573,0.999635220196573,FALSE
"X63167dcaf648c697092bd167234a6280","Streptococcus (RSV2146)",0,NA,5,NA,0,NA,NA,FALSE
"X6e9cb889015e5db444ff6a674c11f863","Corynebacterium_1 (RSV2148)",9,NA,4,NA,0,NA,NA,FALSE
"Xfabd6c33f78afdf7067412a12e7ccdee","Staphylococcus (RSV2149)",3,NA,0,NA,0,NA,NA,FALSE
"X9f71750c65c77f97952502f13e5c6d0c","Coriobacteriaceae_UCG-003 (RSV2150)",0,NA,2,NA,0,NA,NA,FALSE
"Xe6a7e8fc4bc8c8b8a23887160b4da226","Macrococcus (RSV2154)",39,0.560390049402587,3,NA,0,NA,0.560390049402587,FALSE
"X0778e6c69359a25eaa095c52d1f8df12","Glutamicibacter (RSV2155)",17,0.326084557446397,7,NA,0,NA,0.326084557446397,FALSE
"Xc919ebb400f4c1105d1062c29311ee55","Collinsella (RSV2156)",2,NA,0,NA,0,NA,NA,FALSE
"X7f4a3b7c6627bd4916068229ae55003e","Acinetobacter (RSV2158)",0,NA,7,NA,0,NA,NA,FALSE
"X7efb591a1e4d540ef433b6380f60fba7","Veillonella (RSV2159)",2,NA,0,NA,1,NA,NA,FALSE
"Xe2b33e88e4b60b00cc8a765a9a6c8c52","Weeksella (RSV2160)",0,NA,1,NA,0,NA,NA,FALSE
"X169ad35bdee95e792a2d7c01331d703e","unassigned Patescibacteria (RSV2161)",2,NA,0,NA,2,NA,NA,FALSE
"X8000299187d8383ff52cf5c58c828400","unassigned Firmicutes (RSV2163)",5,NA,0,NA,0,NA,NA,FALSE
"X395bc266f206cccc93bfaa5f66c5deed","Corynebacterium_1 (RSV2164)",17,0.553829314240408,3,NA,1,NA,0.553829314240408,FALSE
"X3a0346a46e184098f63d048b49da9014","Geobacillus (RSV2166)",22,0.977614219989498,0,NA,0,NA,0.977614219989498,FALSE
"X462a1c2113aae151137c5099d6908ab5","Staphylococcus (RSV2167)",9,NA,0,NA,0,NA,NA,FALSE
"X2abd37e0637952301db6eb3f3144b7c0","Veillonella (RSV2169)",10,0.994779536006,0,NA,0,NA,0.994779536006,FALSE
"Xcb81465ef5a1ee68dd388a00dd213f1e","Enterococcus (RSV2170)",3,NA,0,NA,0,NA,NA,FALSE
"X253a7230f2465f29a4f710bbbf490c22","Bacillus (RSV2171)",40,0.503385496633429,5,NA,1,NA,0.503385496633429,FALSE
"X3a2e84529949060743db3e340cfee803","unassigned Firmicutes (RSV2172)",1,NA,1,NA,1,NA,NA,FALSE
"Xdf0c47513706f7ed4f63ff5da7795ad8","Helcococcus (RSV2173)",14,0.438906242949934,0,NA,0,NA,0.438906242949934,FALSE
"X4c52a8029625903bb8c4aa9b40216836","Paeniclostridium (RSV2174)",5,NA,1,NA,0,NA,NA,FALSE
"X1285d867e1e7ce2dde273f4f14ddcc79","Enterococcus (RSV2176)",3,NA,0,NA,0,NA,NA,FALSE
"Xd55b64807e7ffc581671f5ce1f0695c0","Brucella (RSV2177)",10,0.391620429354814,5,NA,5,NA,0.391620429354814,FALSE
"Xd63d8044b5e08673b51751c15f7360d6","Phascolarctobacterium (RSV2178)",0,NA,3,NA,0,NA,NA,FALSE
"X386f486ad8374e0a0073cc40f5f7c306","Christensenellaceae_R-7_group (RSV2180)",2,NA,6,NA,0,NA,NA,FALSE
"X0512a73e29cba711aea022eda3664ce0","Acinetobacter (RSV2185)",11,0.0616849611674382,4,NA,0,NA,0.0616849611674382,TRUE
"Xb61ab877a65a7d6819bd4ac9c60edb91","unassigned Firmicutes (RSV2186)",1,NA,5,NA,0,NA,NA,FALSE
"X2bea9874acc007dcf57ca2dfb1992b5f","Actinomyces (RSV2187)",4,NA,3,NA,0,NA,NA,FALSE
"Xb8d06ba13662f15705118b8883659301","Lysobacter (RSV2188)",21,0.430476413857963,0,NA,0,NA,0.430476413857963,FALSE
"Xcac801a418d7fec65331b374a8a1f73b","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium (RSV2189)",17,0.940521022220105,4,NA,8,NA,0.940521022220105,FALSE
"X8d5adbd15cefed4d054e5e37931d56d7","Veillonella (RSV2190)",2,NA,1,NA,1,NA,NA,FALSE
"X787bfee020c22b87c64a20f1f1ebf463","Streptococcus (RSV2191)",4,NA,0,NA,0,NA,NA,FALSE
"Xcba06b1ba873b6533f459c098fcef2a9","unassigned Firmicutes (RSV2192)",1,NA,10,0.889047975125389,0,NA,0.889047975125389,FALSE
"Xe26cccace39ffc677139e4dc92f14bc3","Actinomyces (RSV2193)",3,NA,5,NA,1,NA,NA,FALSE
"X082792cedad70b20febabe6d305e40bb","Lachnospiraceae_NK4A136_group (RSV2195)",0,NA,3,NA,0,NA,NA,FALSE
"Xa9412dd7e721b50f6ac9e12e80114d1d","Veillonella (RSV2196)",5,NA,0,NA,0,NA,NA,FALSE
"Xeb7ba399e1215934694938aac07bc70a","Escherichia/Shigella (RSV2197)",0,NA,1,NA,0,NA,NA,FALSE
"X42155b45b0e2bc4ca2ed39948af0056a","Pseudomonas (RSV2198)",11,0.94655612225598,1,NA,7,NA,0.94655612225598,FALSE
"Xa1b97046d3d7d7b1e7f0ffdb5c1eb030","Blautia (RSV2199)",5,NA,3,NA,0,NA,NA,FALSE
"X02e500f98839f33dc251f5d08170d1ec","unassigned Proteobacteria (RSV2202)",3,NA,1,NA,0,NA,NA,FALSE
"Xc7e9700eba384f1ae9d29e2a4225d3f5","Staphylococcus (RSV2203)",23,0.45693102056696,8,NA,0,NA,0.45693102056696,FALSE
"Xd23c2c7c5e43a787cae60ce5d18a5d2a","Pseudomonas (RSV2205)",11,0.642380650860949,2,NA,5,NA,0.642380650860949,FALSE
"X89f07fed9c5aecbd80c015f108a23990","Ruminococcaceae_UCG-005 (RSV2207)",1,NA,0,NA,0,NA,NA,FALSE
"Xc5a409413c3c3e6657ee6692c5cd955a","Rikenellaceae_RC9_gut_group (RSV2208)",0,NA,2,NA,0,NA,NA,FALSE
"X1992e71f1adb11641afb5b9e0a6c1d61","Helcobacillus (RSV2210)",9,NA,3,NA,0,NA,NA,FALSE
"Xfa07031914784c50950ad89afb5f551f","Staphylococcus (RSV2212)",1,NA,0,NA,0,NA,NA,FALSE
"Xc9af95666dd42b017e3428deea528acc","Subdoligranulum (RSV2213)",1,NA,9,NA,0,NA,NA,FALSE
"Xa8170942364b05a235902b4222f5aaef","Nocardioides (RSV2215)",12,0.967346665316586,2,NA,0,NA,0.967346665316586,FALSE
"X64e280f62f74279e8d7aa587f73ffd85","Salmonella (RSV2216)",3,NA,0,NA,0,NA,NA,FALSE
"X9e1b3ec8e6bbc7e4aec3172de32dee23","Pseudomonas (RSV2217)",43,0.83871155198632,2,NA,0,NA,0.83871155198632,FALSE
"Xd49edfabfdd94f661aee4a22d69d24da","Micromonospora (RSV2218)",3,NA,0,NA,0,NA,NA,FALSE
"X40ac59ed9407fb7614657738d8de462d","Alloprevotella (RSV2219)",10,0.926016086107941,0,NA,0,NA,0.926016086107941,FALSE
"Xd8ad18cd59b927543ca6694af4140502","Cnuella (RSV2220)",32,0.943866457825708,0,NA,0,NA,0.943866457825708,FALSE
"X620f84d9d027fc407c597324e267186c","Veillonella (RSV2222)",0,NA,0,NA,2,NA,NA,FALSE
"X5872f935f948a6448b003d0becedcf56","Luteimonas (RSV2223)",27,0.996350361144271,3,NA,0,NA,0.996350361144271,FALSE
"X158d8889b6d0e448fe533f8100c15187","unassigned Firmicutes (RSV2226)",0,NA,4,NA,0,NA,NA,FALSE
"X67b46458cc15a0c0dbef92a786221764","Saccharopolyspora (RSV2227)",28,0.7046889052398,0,NA,0,NA,0.7046889052398,FALSE
"Xca945f7d5d9510befdb2fea349536bad","Ruminococcaceae_UCG-014 (RSV2228)",0,NA,1,NA,1,NA,NA,FALSE
"X345394680b6c2a7c4e884db6ede887f1","Veillonella (RSV2229)",0,NA,1,NA,0,NA,NA,FALSE
"Xa891b51b2e3ab9171eee92be90356c09","Actinomyces (RSV2231)",5,NA,0,NA,0,NA,NA,FALSE
"X8ca6b78b226fb18a090b1df68fb9edd9","Ruminococcaceae_UCG-010 (RSV2232)",0,NA,2,NA,0,NA,NA,FALSE
"X9d0f79ff2f4a6c254c1f5f99432aa681","unassigned Bacteroidetes (RSV2233)",12,0.824644960160849,0,NA,0,NA,0.824644960160849,FALSE
"X0623d481b33b7b3d2244cb7abeb4be7a","Brevundimonas (RSV2235)",0,NA,16,0.687848037608601,0,NA,0.687848037608601,FALSE
"Xf9dc898306112fc612c43c027eafd37e","Deinococcus (RSV2236)",30,0.367069313815938,0,NA,0,NA,0.367069313815938,FALSE
"X463bb6fb21f2622a10865f586ae6c205","Lactobacillus (RSV2237)",0,NA,1,NA,0,NA,NA,FALSE
"Xf251b2a025e6d0ad3882d6e81bdf1d5d","Peredibacter (RSV2238)",12,0.974156344649126,0,NA,0,NA,0.974156344649126,FALSE
"Xb218fcbe4b279960ed7e498af4e330a6","Ellin6055 (RSV2239)",23,0.976399519861688,0,NA,0,NA,0.976399519861688,FALSE
"X90a0fbae7062831093ec60b585f5e949","Haemophilus (RSV2240)",3,NA,4,NA,1,NA,NA,FALSE
"Xe7c0639f9f8c1c707ac884d7bb5efad3","Friedmanniella (RSV2241)",14,0.447726286327917,1,NA,0,NA,0.447726286327917,FALSE
"X2ecaf302cd74a3d3b7fa64e2fb5b7c03","Paracoccus (RSV2242)",19,0.962335518325329,4,NA,0,NA,0.962335518325329,FALSE
"Xa41ba9a839414a8f163dc11936c15712","Prevotella_9 (RSV2243)",2,NA,0,NA,0,NA,NA,FALSE
"X201b9b4d11b6be02edf18ebca4e87454","Corynebacterium_1 (RSV2245)",20,0.732293374389813,0,NA,0,NA,0.732293374389813,FALSE
"X1629dbef72c6bf21e4245e2528d438c0","Rubellimicrobium (RSV2246)",44,0.999523105200207,0,NA,0,NA,0.999523105200207,FALSE
"X1d35adb18e6ad20059f2ebcd751f4480","Thermus (RSV2248)",46,0.567567386935716,0,NA,0,NA,0.567567386935716,FALSE
