"","tax_id","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","IncMSE_means","IncMSE_sds","present","n","prev","mean","rho","spearman_p","spearman_p_adj","pearson.ecor","pearson.ep","pearson.eBH","spearman.erho","spearman.ep","spearman.eBH","kendall.etau","kendall.ep","kendall.eBH","mean_rabund"
"59","Bifidobacterium (RSV1)",-0.00277519360736432,-0.00309252235605,0.0582348674706162,0.346885098098305,0.0864392105776608,0.0277713106200319,0.0142727875911789,0.00746296783577167,0.0122945464968094,0.296581133929735,0.0242451700972526,0.1068741937156,0.08071295814697,0.04928677102895,0.0887017278950725,0.0169354319597327,0.0138663563430511,0.169209266810174,0.125967882142085,0.016380506521894,0.0753314017964986,0.0199029761576684,0.0113910690619069,0.163065140028812,0.0234191869931728,0.0278413441093401,0.270448924626304,0.0131316362033582,0.0101262804874751,0.117883089226963,0.0136753550332304,0.193270912567202,0.00790316637574149,0.0988074699183055,0.0133305254901425,0.0889282736140597,-0.00945126326358329,0.0365402237652295,0.0834567639877742,0.167686682807471,0.149062655493892,0.116476123689875,0.0569814497069934,0.0256541701820105,0.0187787126109805,0.0268023711543605,0.0671008889560453,0.0412350344693618,0.156575046863365,0.0628484426743641,0.208472821269025,0.0423910899738962,0.00850028678769592,-0.00054142421681479,0.222319032009974,0.0243667324804529,0.103821344078182,0.0185461888235824,0.0361246708990948,0.143355220760208,0.0172056703477648,0.0577742699707808,0.072766225980242,0.0806176147181362,0.0226306291901335,0.0166811941547538,0.0327846038621303,-0.00184028071167354,0.14358478813413,0.0891934607336385,0.0727128198470892,0.239780973687437,0.00423559530756459,0.0342656486758953,0.0470152561321061,0.102530887365489,0.188513445327458,0.0607987170200766,0.0151994874418924,-0.000522463180320461,0.0150439959793778,0.0639255594998731,0.012565209963951,0.165313185846995,0.0766634930051859,0.163169184752467,0.023540035082922,0.0301694486993539,0.080135054532517,0.0570266448269141,0.116528608085506,0.0576338861137209,0.0992014112838289,0.0166451131607256,0.106402542806132,0.205580797498322,0.0815786210669345,0.153724112610104,0.00172504613604454,0.00286819296273483,0.0829500613987082,0.0774977075057611,57,67,85.1,3.1,0.324523483217374,0.00737799963951027,0.53295889823089,0.289288732469357,0.0187831421064222,0.868638224230322,0.27598984311671,0.024438748156057,0.860511495971376,0.191888006054355,0.024632155647581,0.865553904453906,3.608
"287","Streptococcus (RSV149)",0.0101206572249394,0.027950989420294,0.0069118474579048,0.0261686210957855,0.00780620037435871,0.0252338809126722,0.0735763298345001,0.0261721931684977,0.0075102590078898,0.00925863439991823,0.00298902348972932,0.00391841750679435,-0.00508649429331289,0.0863635137864887,0.0906473570118251,0.0270836218246346,0.0120235002882492,0.0719284024481491,0.00181378968383485,0.0557852775349472,0.0157479546913248,0.000500487736633474,0.144541674634951,0.00390098658168806,0.00982191003861803,0.0246130022131845,0.00992995019102831,0.00247402586137298,0.0582417516423854,0.0236925015949447,0.00332535158381106,0.022631625858874,0.0166382953070544,0.0485535008998483,0.0227904829609373,-0.00137031813379654,0.0575663291027584,0.0367710025946231,0.0103496655239017,0.0537231475310433,0.0119467454892449,0.0308786592120195,0.00883784315567714,0.0307802186145952,0.0181623102554514,0.0262143773643948,0.0565540965647422,0.00949925863167165,0.00274456601548283,0.0546599102812984,-0.00111522224905689,0.0506245142946899,0.0113844543171556,0.0259131039979255,0.0758517758083865,0.0355601013625869,0.0144247103050247,0.0186438813002116,0.0103981254865689,0.0547175484212051,-4.99944841406467e-05,0.0648473700923901,0.0361911441624141,0.0212494887365867,0.016490459750605,0.0212552067382997,0.00389355181165384,0.0153517348254266,0.0103199829090255,0.0151500531556417,0.0246889447172148,0.0446713584376331,0.00972794224094109,0.0195485652129289,-0.00138200574899426,0.0829087883973842,0.0116145308742732,0.0244052841542998,0.0052184823406994,0.00257868475514731,0.0356620261977802,0.00502284995764224,0.00813419372110666,0.0225187435287327,0.0305967047384273,0.00592499335693031,0.0248929579368937,0.0298416595562854,0.00244883367516036,0.0222799872574743,0.016532268208376,0.0409450290373864,0.00756912663146528,0.0358260881815328,0.00390389805980687,0.00471030754535116,0.0680761957375062,-0.00277468796298765,0.0528300049820676,0.0405381065720011,0.0303536472376522,0.0259334570925234,14,67,20.9,0.3,-0.308680713804896,0.0110376103183912,0.53295889823089,-0.304874973237723,0.0229294194610994,0.771124645969219,-0.26114362037723,0.0686078098352306,0.833226753310378,-0.182012797556787,0.0697951800384247,0.840839574225594,0.337
"311","Streptococcus (RSV740)",0.00912856936860954,0.0483478802432238,0.00470983449810838,0.0147483302615312,0.0265427966353181,0.0159854704319776,0.0151615797410346,0.0446650386273123,0.00248550442000727,0.00902750487075263,0.0143555578645052,0.0164865564147568,-0.00399674333294431,0.0197681653770004,0.0512688421593313,0.0913668801494643,0.0149130996226295,0.0306704755617541,0,0.0267588900719082,0.000793125481545162,0.0502837646816528,0.0468274222431717,0.0254034750209825,0.0344288837002836,0.0270038533191318,0.00848076037743707,0.0208837240400183,0.0162138936651285,0.0149138640886865,0.0321450462956399,0.0125880729609659,0.0336234491726198,0.00812315976450607,0.0237122151252147,0.00755325323019855,0.0263346495865035,0.00109692106629331,0.0249546089964823,0.0663608755883196,0.0120857007510392,0.0152796400635273,0.00607453637290124,0.0858132806984393,0.0033058926885197,0.00561557442394579,0.00869715148203174,0.0122011599732962,0.0233788039411077,0.0528204451708867,0.00406639614485465,0.0673228523188417,0.00137443261387507,0.0846836980214943,0.009984886970716,0.00439629439894921,0.0201316735694685,0.0751314586448495,0.0101019796693624,0.00755080741009886,0.00228669846101519,0.0109898551608204,0.0190778292320414,0.023634933969978,0.0711333040398785,0.00222629064025265,0.00986866831828473,0.0282838642662485,0.0198029954198501,0.0259743910561409,0.0116130374181143,0.01129047877654,0.0398432651698003,0.00671725487157362,0.027960195929451,0.033243803706235,0.00217286063481764,0.0724700141854175,0.00273551946279293,0.00994423770150166,0.0175299785750832,0.0201935230642012,0.00600896507141496,0.0104446942128093,0.0160304677827579,0.00751711167323922,0.00481671317327965,0.079149647912274,0.00576630032839903,0.0125162765763663,0.0163658546516398,0.0121912752137121,0.0111575089571358,0.0162658412173096,0.0263936762174937,0.00806043124084666,0.0153060639029026,0.0186469614946971,0.015237726465523,0.0584836557901851,0.0287556054786906,0.020609364577251,8,67,11.9,0.1,-0.334571554203614,0.00565254820494741,0.53295889823089,-0.209647044425752,0.158997247356236,0.906795826012882,-0.180896624667455,0.24111534338642,0.901017914755168,-0.125778971390079,0.242070381821952,0.896852357637626,0.17
"6","Acinetobacter (RSV112)",-0.00548285270616166,0.0580824165434093,0.0103081982934332,0.0254380039742833,0.00598581051829167,-0.000981893823337541,0.00145425824791664,0.0702377548851676,0.0578969364627081,-0.0171518210486128,0.00286478993716912,0.0367736690006544,-0.00295984290493503,0.0309284224116153,-0.00889925424386202,-0.00142012567730573,0.0169146047818032,0.018648725717624,0.0141754291716925,0.026521424728799,0.00588519443789963,0.0679851824040038,0.0120891391085535,0.0157159235473113,0.0565504529913306,0.07556629246607,0.000663713410413864,0.0208705313500639,0.00333804183206493,0.00314687221747703,0.0169151602654656,-0.00583899714583259,0.102027421680962,-0.000920620790234984,0.0100681154649021,0.00765099305037446,0.0106521945939719,0.00761866285283941,0.00283781782388295,0.00496881113063452,0.00739013748278144,0.00621269087019706,-0.000938984072282582,0.0636038514899872,0.0107972275529617,0.00446567815350765,0.0216150417594842,0.00749173784180655,-0.00149127315536699,0.0185856958430314,0.0172349707993878,0.0483757626059478,0.0187036158679623,0.0410357865508491,0.00138645975963594,0.0136923855498011,0.0725802024558787,0.00193928928865424,0.019189441878042,0.012896222572906,0.0455128412246104,0.000634148393444496,-0.00432159699740705,-0.00119604164477689,0.0198145002320558,0.017800640690147,0.0529273271974729,-0.000440571134065915,0.00842763378657317,0.00263713574884236,0.037203515699438,0.0121161699382554,-0.00534995328470596,-0.000617539113245494,0.00385635987380407,0.0111644117445594,0.0077216654122975,0.0295082399345871,0.000907772916883535,0.0909264093023519,0.0807693097693325,0.000790728665671253,0.00403430460506749,-0.00291400889352831,0.0507960039593109,0.0271856864326163,0.0154852608494688,0.00897120135578117,0.00437564029730526,0.00667756101659081,-0.00429807303109684,0.000660861235745376,0.0309718099959779,-0.00914400400103098,0.0631579534911151,-0.00431767007828845,0.00806121854794619,0.0348586789064227,0.0467952614471134,0.00985611078575739,0.0186289025948662,0.0266842937592181,19,67,28.4,0.2,0.213759056026654,0.0824042430129059,0.996246615795064,0.169322054727945,0.210858514230944,0.96494673793355,0.1688441891231,0.228329052427832,0.950915460310601,0.116842196448567,0.225427254352308,0.947385764348711,0.259
"329","Veillonella (RSV207)",0.00490400361714791,0.0293585419189813,0.00538020975939967,0.0226439457168482,0.00973749966604189,0.0102971113440701,0.0188315004791252,-0.00252830258487378,0.00747846803033438,0.0103420466306825,0.028863891783656,0.00740302169294968,0.0282759734227132,0.00143627584839227,0.00475739167130778,-0.000846235913392232,0.0179586757060998,0.000760855451020806,0.0285277115422415,0.0200205119009216,0.0353254624847033,0.00106926288905432,0.0139134081807372,0.0147443448939744,0.00289450304182877,0.0331504823679704,0.0024847352840607,0.0156055279511277,0.00256130189959988,0.00538473920209607,0.00121845525068599,0.0530823068939958,0.0202745088482219,0.00339577321161177,0.0122669431339037,8.08272006003322e-05,0.00718180978230465,0.0220799713054707,0.0270166680284516,0.0153985324045999,0.0160835845844792,0.00912751868698524,0.00511159131268276,0.00475456687685441,0.00679031726434836,0.000146020629963718,0.0253117706866668,0.0196148260309051,0.0252479511575005,0.00368278156244905,0.0237244615765284,7.29135163022365e-06,0.0180302027940593,-0.000896805238728721,0.0289112593066546,0.00628555169087531,0.00139802960315527,-0.000759702707610716,0.0482973434039355,0.0219233151633193,0.0144728050886068,0.0119933984016505,0.00588034547704278,0.0143770336923561,0.0138323877146712,0.0156000515599117,0.00759435460156711,0.00604362781248724,0.00788534157389007,0.0197737348931888,0.0322914658655714,0.0324383885437315,0.000382015236753033,0.00663488113772368,0.0218437598873905,-0.000404220441175761,0.00754515030080586,0.0197098711499603,0.00580397196417443,0.00460486416239441,0.0096040430462246,0.00608863705611991,0.00739944471896708,0.00173265431400156,0.0194868525503934,0.00791588988305174,0.0117695702910144,0.00306767192930513,0.0177329230518788,0.0219831913047469,0.0133964822218103,0.0289527099481979,0.0194290508286149,0.0106160564957244,0.00606863528783741,0.00708185705565129,0.0498007107412613,0.00664942372643085,-0.00145988590301798,0.0131913924287319,0.0131447329588754,0.00769555603405401,8,67,11.9,0.1,-0.330009269135291,0.00638614824135258,0.53295889823089,-0.239785807390454,0.0934094414681864,0.892461656078714,-0.198159692574108,0.194256561314776,0.885958043293455,-0.13478071480855,0.20015176217262,0.891873397131208,0.133
"241","Pseudomonas (RSV442)",0.00493128337815431,0.0147837645808502,0.00601272602864922,0.0184251084087767,4.8946825015894e-05,0.00967095377478643,0.00164712630323856,-0.00037899374650965,0.00243881817241539,0.0219530055861382,0.000316445050853657,0.000537798982418112,-0.00316741121974904,0.027122540304424,0.00639068006455957,0.0322715418430448,0.000935738475042379,0.0113474721284549,0.0132777940337547,-0.000264884958012656,0.00373375108267404,-0.00153346338180669,0.00438688157955255,0.0392795121337113,0,0.00567885398276908,0.0151357317204153,-0.000510973378598745,0.0212169823048625,0.00384684611711904,0.0174424511360727,0.00300152439827885,0,0.0306622380756684,0.0143078267825827,0.0284807775710935,0.00615620942340355,-0.00146122277052057,-0.0020618886220345,0.0238784053478838,0.00299343020772372,0.011740621174221,0.000484066502710723,0.0148756119764493,0.0134014559685043,-0.00234449411112038,0.000124847283738823,0.0276909979142257,0.0126033215629982,0.000840253115742964,0.0239973833912013,0.0262829347792275,-0.000124635833021351,0.0222669851980725,0.0120191941703377,0.0446203620619121,0.00275931575245893,0.0086038771099731,0.00401791383053024,-0.00125384973863845,0.000802401832548555,-0.0015949604899767,0.0070633726311408,0.0120678325933456,0.0108701724249854,0.0105900620483909,0.0191824928806935,0.00477536616595534,-0.000798775778831117,0.00193266999605797,0.0114376131241406,0.00435378246649934,0.0190712052044297,0.000193376869782888,0.0299153765248256,0.00320122284631853,0.00343285274237874,0.00238550766001343,0.0196713033169322,0.0256193321594323,0.0075850203762173,0.00398498986520602,0.00296208624029932,0.0309238950769333,0.00213912420164268,0.0235359157305991,-0.00220221330038964,0.0126935213173087,-0.00111100275361219,0.0322550835185985,-0.000769548679798065,0.00165425030029978,0.00184304822468733,0.00622541614142377,0.0158622388211369,0.0126656729205438,0.00850191218531329,-0.000209860183850638,0.0044401934207706,0.00714313377127074,0.0110452505349592,0.0108086277620983,6,67,9,0.1,0.215776853522703,0.0794828447307502,0.996246615795064,0.163764882120867,0.258564837531306,0.95389832924722,0.113434024218962,0.412046129293363,0.954103787888715,0.0766267092117592,0.416702146954691,0.953339614618892,0.088
"186","Moraxella (RSV642)",0.0241306088358879,0,0.015786682963373,0.00992121391109554,0,0.0138357940601019,0.0143318123230473,-0.000123525072881459,0.0153407529101932,-8.803574083e-05,0.0259307041016628,0.0122819591192508,0,0.0272403791416597,0.0185616819171732,0.0115377070454293,0.00100635230774841,0.0220203200325742,0.00634401788435723,0.000788988945997538,0.0184287228901447,0,0.0121664627167154,0,0.0281263195102078,0.00243533876910805,0.000149330386545264,0.0202037287202466,0.022615734029893,0.00181557857009602,0.00740102055027094,0.0143839426074567,0,0,0.0129885136707279,0.0258030415645945,0.00186099032726754,0.0224209972475205,0.014099187980329,0,0.013985438435872,0.0231191907913162,0,0.0120423310149834,0.0329941373352955,0.0184190293399827,0.0107117554522175,0.0284052703146367,0,0.00183866440777282,0.00808663930440908,0.0110403134196408,0.00144681614182737,0.0193184970521124,0,0.00337663479009302,0.0143525928423645,0.0257761236263043,0.00749170859262578,0,-0.00029364969358898,0.000765514155100887,0.00434892512108533,0.0377270271561664,0.0264648218736673,0.0235796382575469,0.0105506048123885,0.0193623627507195,0.00895996614606175,0,0.00959930869615104,0,0.00673937143069498,0.0315819145509003,0.000811383911480257,0.00901468212849129,0.000216509948394042,0.0107288387109956,0.00146528378918359,0.0151577396314658,0.019727470194599,0.000591367404941526,0.00796883275991364,0,0.0242841812951755,0.0312628276769179,0,0.00319853657171777,0,0.0180671055317698,0.0155449820847634,0.000779369120814172,0,0.00728167922368129,0.0292049486003678,0,0.0170552612072823,0.017055525912624,9.50236802463862e-06,0.00693057725777199,0.010897330335907,0.0120811237421735,4,67,6,0,0.30985165222415,0.0107214276896533,0.53295889823089,0.210696934804124,0.151810520737469,0.912612884157861,0.141270887608514,0.319890194770322,0.939170882290976,0.0983045243566402,0.315339567604236,0.938500970161432,0.018
"176","Macrococcus (RSV1412)",0.00552402685406409,0.011136459669835,0.00344131682414001,0.0137111122984486,-0.0148356728929054,0.0114092302779838,0.0198062232186888,-0.00797742582744258,-0.00569367656594793,0.0157117646240954,-0.00722402355936568,0.0169944294045011,-0.0126687759115935,-0.00385781720129483,0.0364565329133108,0,0.0301885303929704,0.0249571627602925,0.0130989471888979,-0.00420128567718214,0.00922800105643105,0.00810544894734756,0.000315607442407532,-0.00655095690035338,0.0333317052889132,-0.000931818076031433,-0.00132126092721853,0.039576918060889,-0.00396191404464366,0.0381024377716782,-0.00361873619962053,0.048660793333854,-0.0206600005338241,-0.00612367820602247,-0.010100771202541,-0.00723627894465407,-0.0116230725393889,0.0134903190583783,0.0225079373978236,0.00203957067581382,-0.00442075697384884,0.00696177611830953,-0.00636423645828684,0.00871416972801439,0.0406601013809184,-0.000359596077101128,0.0236207252366053,0.0189443303949796,0.00142783670504405,0.000917429176573477,0.000931976050689702,0.0535750616342732,-0.0126684526826545,0.013868501107707,-0.00883405898739401,0.000532631600314088,0.0118168178407048,-0.0097829784562996,0.00801833967262065,0.00405813215579233,-0.000212272703146622,0.0704855546179772,-0.00114423621776482,0.00181882660004801,0.0171173450391205,0.0110027196785438,0.0313279861900458,-0.00110795009326507,0.0466629577896721,0,0.0101384083361446,0.00882564969536118,-0.00138722855105188,0.0106921348772677,0,0.0165051732435463,0.00130705479320791,-0.00428889762990932,-0.00932813015422145,0.0306371772950915,-0.0088601868793622,-0.0160027256584452,0.0315309902231415,0.0241772917636961,-0.000193157074175702,-0.0052552225752176,0.0135988800734798,0.00857839376121976,0.00602645198623241,-0.00905191986064041,0.0249538457313489,0.024879810899893,0,0.00859942677597911,0.0354020148508381,0.0244016703376726,0.0040834800194832,0.0221321398747478,-0.00921980575489156,0,0.0103608672738654,0.0187100178547823,5,67,7.5,0,0.20647735220085,0.0936595198774142,0.996246615795064,0.181070001022639,0.220152526803526,0.944326806092935,0.112260132469261,0.407850605172275,0.953640342623761,0.0774568619728851,0.403955395374081,0.94978571881861,0.028
"32","Acinetobacter (RSV872)",0.00155703541201658,0.0105686446870977,0.0187145689326798,0.00706910639556236,0.00805935330669741,0.0228813785557698,0.00305016619164124,0.00111592005068666,0.00101921481824629,0.0150936470260783,0.0106336380604481,0.00607189177166255,0.00648800079284531,-0.000252118346071216,0.0220273511693124,0.0189825951746544,0.00808383441982942,0.000858408087552065,0,0.00939721813951639,0.00595577572032397,0,0.00601125691502887,0.00804668663088638,0.00169467020295051,0.00714765915565126,0.00118028660832597,-0.000293136407792017,0.0155285147772414,0.0253981639592103,0.0200724632952587,0.013675967054336,0.00567147170647895,0.00614972755492494,0,0.000817190609797933,0.000237051965336798,0.018770874479892,0.00952153835094273,0.00507332040650901,0.00378777380884398,0.0146644107490686,0.00642114876324075,0.00757036843271243,6.12870356498752e-05,0.0129349913608349,0.00660457703735587,0.00532172191325502,0.0021384390540457,0.00986885695443437,0.00125895830718019,0.000664565827462672,0.000431541939599776,0.0105477567376815,0.00961429600330821,0.00167240117354565,0.00306570689459577,0.0382006456382013,0.000586636603439561,0.00700383855356556,0,0.0136783154579143,0.0340586533610069,0.00869033104272114,0.00146783396839252,0.0129004448174904,0,0.00686593162111026,0.0124063968823696,0.0187756695113417,0.000538868452060267,0.00408397702447195,0.0222339108366803,0.00103908389743379,0.00687390108637215,0.0102812073168349,0.0200650369847128,0.00205025527545538,0.00150768198636107,0.0018278397397544,0.0138489079318557,0.00421214904434261,0.00252909057243754,0.00395001455994548,0.00930244539149667,0.00400275466232815,0.00578443975859348,0.00610132880010772,0.00241800293460219,0.0021569639179477,0.00411388683967924,0.00905306824774808,0,0.00507966698617506,0.00773495365755123,0.00503196756563541,0.0203645194569586,0.00224705599792853,0.000207543603904977,0.0329903758223481,0.00972109929262184,0.00898392071187706,6,67,9,0.1,-0.25349328778436,0.0384688741937939,0.996246615795064,-0.17653741162088,0.231830435349503,0.933510141520543,-0.108971951430245,0.404755945852024,0.945171071383432,-0.0739052518991983,0.394995866164852,0.940531534752617,0.159
"236","Pseudomonas (RSV1721)",0.010179615236577,0,0,0.0136771380102318,0.00257966396534314,0,0.0136388536744066,0.00684457818895477,0.0148912139738641,0.00825101370606379,0.00308358737335803,0.0147560016993886,0.0218689517013509,0.00415732267237537,0,0,0.020993145793743,0.00853724742693072,0,0.00974135616789095,0,0.000655059239175835,0.00627292455373857,0.00997323021873143,0.00991322343862659,0.0124935273597683,0.0161473951307908,0.00651656748126445,0,0.00349306464505082,0.0176831600958223,0,0.0125512763854871,0,2.58379176640036e-18,0.00378453177112165,0.0161804675350914,0.00356721993310431,0.00509342015618885,-0.000692143673630555,0.0104514568631023,0.00894199036502955,0,0.00204501464662812,0.0169658908611645,0.00317714310856995,0.00250743256287384,0.00983668088177712,0.0012894216074495,0.0192435519500973,0.00466839443062309,0,0.010400202378054,0.00918940220223724,0,0,0.00166429878189246,0.0210119402276198,3.28303602815197e-05,0.0221408600613381,0.0130434686396872,0,0.00469524511180775,0.00724242083033144,0.00119785980389794,0.00500988418430626,0.00903454716883318,0.00137789727172486,0.0066198593996112,0.00450489712883778,0.0157766525577793,0.000750359477156871,0,0.00401884573871797,0.0156142139309492,0.00183833022131764,0.0138360829308876,0.00186200644636248,0.000539177471543811,0.018890277620524,0.0218773178093576,0.00136938131867372,0,0.00960636109110951,0.00262144701889993,0.0140198957235898,0.000618634961107614,0.00057581239957706,0.0195685159421157,0.0117261545526142,0.00302629966278668,0.00909885230580607,0.00566929292578184,0,0.0055450786462523,0.0083010964110805,0.00568540828186641,0.00061437432767717,0.00498984512506087,0.00139153422378479,0.00765639720238524,0.00745505735529099,4,67,6,0,-0.31844237226061,0.00863286302458875,0.53295889823089,-0.150519518683629,0.317465000860243,0.939500136305457,-0.102823583769491,0.441721071200748,0.949270247144656,-0.070252579750244,0.435589064609258,0.950318271438346,0.031
