,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.006964977,0.016409333,unmapped,unmapped,unmapped,unmapped,104,104,100,13.3361254,3.053370876,45,45,100,14.63084983,4.347587523,NA,NA,NA,0.028282348,NA,NA,NA,0.201145224,1.294724429,0,TRUE,FALSE,311,0,45,0.5,0.444444444,0.555555556,0.017660471,0.008791362,0.046384732,seroconv1,0.262826989,149,149,0.014548942,0.008759522,0.098934156,0.440517215,0.262826989,0.353520996,India (exposed),IND (neo+),EC
2,g10,0.00692053,0.018610118,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),76,104,73.1,0.00029712,0.000707856,30,45,66.7,0.000395559,0.001441576,0.437265548,0.428667787,0.384423006,0.822834308,0.755222625,0.708545668,0.671959679,0.902084936,9.84E-05,-6.4,TRUE,FALSE,316,0,45,0.5,0.444444444,0.555555556,9.84E-06,0.000255093,0.96927998,seroconv1,0.984452907,149,106,-4.81E-05,0.000262529,0.854953433,0.950047257,0.984452907,0.920647907,India (exposed),IND (neo+),EC
3,g100,0.004376872,0.01097299,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),87,104,83.7,0.000372225,0.000437675,32,45,71.1,0.000294399,0.000481006,0.117783875,0.083201925,0.087859548,0.02960316,0.451194591,0.371853261,0.406142145,0.201145224,-7.78E-05,-12.6,FALSE,FALSE,831,0,45,0.5,0.444444444,0.555555556,-0.00036007,0.000207493,0.084777315,seroconv1,0.323193211,149,119,-0.000340592,0.000213925,0.113584463,0.462708456,0.323193211,0.376331261,India (exposed),IND (neo+),EC
4,g1000,0.002885269,0.007833431,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),104,104,100,0.018816651,0.005222946,45,45,100,0.020339526,0.00555589,NA,NA,NA,0.159192007,NA,NA,NA,0.37445874,0.001522875,0,TRUE,FALSE,1312,0,45,0.5,0.444444444,0.555555556,0.000565239,0.000369707,0.128442959,seroconv1,0.367292807,149,149,0.000415701,0.000361283,0.251821255,0.603670568,0.367292807,0.531979084,India (exposed),IND (neo+),EC
5,g1001,0.004029607,0.010169446,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),32,104,30.8,2.11E-06,5.46E-06,15,45,33.3,1.60E-06,2.75E-06,0.848078573,0.757195674,0.921602329,0.815546002,0.985999961,0.903332486,0.973101374,0.89863596,-5.12E-07,2.5,FALSE,TRUE,928,0,45,0.5,0.444444444,0.555555556,-1.88E-06,2.16E-05,0.930668718,seroconv1,0.960098885,149,47,-1.00E-05,2.20E-05,0.649961307,0.855072834,0.960098885,0.801068214,India (exposed),IND (neo+),EC
6,g1002,0.002070958,0.005742667,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),101,104,97.1,0.003078291,0.002639832,42,45,93.3,0.002215991,0.00240185,0.366821004,0.294420536,0.443944757,0.059377498,0.709015476,0.589253442,0.723338562,0.237748935,-0.0008623,-3.8,FALSE,FALSE,1576,0,45,0.5,0.444444444,0.555555556,-0.000854442,0.000466274,0.068902434,seroconv1,0.298727328,149,143,-0.00085611,0.000476884,0.074746216,0.404381431,0.298727328,0.329029427,India (exposed),IND (neo+),EC
7,g1003,0.003486694,0.00962258,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",99,104,95.2,0.001243688,0.001351758,37,45,82.2,0.000973213,0.001272819,0.021995196,0.015664373,0.022182879,0.094336342,0.388331634,0.326922755,0.375372474,0.295508577,-0.000270475,-13,FALSE,FALSE,1120,0,45,0.5,0.444444444,0.555555556,-0.00056251,0.000337416,0.097621347,seroconv1,0.339340459,149,136,-0.000576772,0.000337127,0.089293997,0.427204684,0.339340459,0.346384119,India (exposed),IND (neo+),EC
8,g1004,0.002023707,0.005079979,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),63,104,60.6,0.000676315,0.00149499,23,45,51.1,0.00046154,0.001010534,0.366634284,0.283979055,0.313223391,0.484690623,0.709015476,0.587861897,0.614791959,0.673930316,-0.000214775,-9.5,FALSE,FALSE,1590,0,45,0.5,0.444444444,0.555555556,-0.00025243,0.00036434,0.489501398,seroconv1,0.682741016,149,86,-0.000217736,0.000361344,0.547753768,0.799489125,0.682741016,0.744102604,India (exposed),IND (neo+),EC
9,g1005,0.004771,0.011062689,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),102,104,98.1,0.005400517,0.004300343,45,45,100,0.004967566,0.004465942,NA,NA,NA,0.48085294,NA,NA,NA,0.67103601,-0.00043295,1.9,FALSE,TRUE,718,0,45,0.5,0.444444444,0.555555556,-0.000360105,0.000576907,0.533464362,seroconv1,0.711047609,149,147,-0.000449223,0.000580321,0.44016197,0.736791521,0.711047609,0.672235088,India (exposed),IND (neo+),EC
10,g1006,0.003915766,0.013279606,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),98,104,94.2,0.001485839,0.001732084,38,45,84.4,0.001098177,0.0015678,0.0631861,0.061129678,0.097043623,0.018299272,0.399259802,0.358941058,0.406827203,0.200432396,-0.000387662,-9.8,FALSE,FALSE,977,0,45,0.5,0.444444444,0.555555556,-0.00076878,0.000370907,0.039946404,seroconv1,0.262623128,149,136,-0.000658559,0.000374064,0.080467563,0.41460981,0.262623128,0.333090623,India (exposed),IND (neo+),EC
