,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.005482602,0.011798053,unmapped,unmapped,unmapped,unmapped,207,207,100,13.76163821,3.574258784,74,74,100,13.89948874,3.965999477,NA,NA,NA,0.874846153,NA,NA,NA,0.997812726,0.137850521,0,TRUE,FALSE,714,0,50,0.45,0.4,0.55,0.001858242,0.007033788,0.791830112,dose1_shedding1,0.998093796,281,281,-0.000677794,0.00698202,0.922736193,0.978830556,0.998093796,0.999218068,India,IND,EC
2,g10,0.004126035,0.009117043,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),145,207,70,0.000328166,0.000952182,49,74,66.2,0.000161213,0.000280668,0.559906767,0.540814176,0.538139495,0.508782183,1,0.998468328,0.999201349,0.997812726,-0.000166953,-3.8,FALSE,FALSE,1096,0,50,0.45,0.4,0.55,-0.000238486,0.000177039,0.179045804,dose1_shedding1,0.998093796,281,194,-0.000254645,0.0001789,0.155760754,0.547829506,0.998093796,0.999218068,India,IND,EC
3,g100,0.003490837,0.008016294,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),163,207,78.7,0.000370278,0.000495402,57,74,77,0.000338277,0.000409884,0.745119126,0.758527519,0.820677863,0.840013793,1,0.998468328,0.999201349,0.997812726,-3.20E-05,-1.7,FALSE,FALSE,1289,0,50,0.45,0.4,0.55,-5.14E-05,0.000164418,0.754606403,dose1_shedding1,0.998093796,281,220,-9.78E-06,0.000164011,0.952516884,0.987005253,0.998093796,0.999218068,India,IND,EC
4,g1000,0.005640334,0.012495604,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),207,207,100,0.019681325,0.005247566,74,74,100,0.019648727,0.005246685,NA,NA,NA,0.891949012,NA,NA,NA,0.997812726,-3.26E-05,0,FALSE,FALSE,681,0,50,0.45,0.4,0.55,-5.61E-06,0.000263077,0.983010183,dose1_shedding1,0.998093796,281,281,-3.48E-05,0.000260134,0.893562866,0.969807336,0.998093796,0.999218068,India,IND,EC
5,g1001,0.008269879,0.02266015,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),54,207,26.1,1.40E-06,3.85E-06,30,74,40.5,2.38E-06,4.38E-06,0.026117963,0.020780038,0.040103973,0.020497792,1,0.998468328,0.999201349,0.997812726,9.79E-07,14.4,TRUE,TRUE,232,0,50,0.45,0.4,0.55,3.45E-05,1.50E-05,0.022014565,dose1_shedding1,0.998093796,281,84,3.14E-05,1.50E-05,0.037568458,0.273967066,0.998093796,0.999218068,India,IND,EC
6,g1002,0.00443589,0.010252788,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),201,207,97.1,0.00292267,0.002750272,70,74,94.6,0.002443496,0.00243235,0.297631204,0.325367915,0.305055062,0.268049189,1,0.998468328,0.999201349,0.997812726,-0.000479173,-2.5,FALSE,FALSE,997,0,50,0.45,0.4,0.55,-0.000414235,0.000359577,0.250304244,dose1_shedding1,0.998093796,281,271,-0.000349233,0.000357477,0.329460674,0.71523717,0.998093796,0.999218068,India,IND,EC
7,g1003,0.004666464,0.01339858,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",186,207,89.9,0.001144586,0.001344115,65,74,87.8,0.001016377,0.001161381,0.662440187,0.630039542,0.642655435,0.733691168,1,0.998468328,0.999201349,0.997812726,-0.000128209,-2.1,FALSE,FALSE,935,0,50,0.45,0.4,0.55,-0.00013301,0.000257023,0.605215188,dose1_shedding1,0.998093796,281,251,-7.55E-05,0.000251162,0.764067929,0.935446734,0.998093796,0.999218068,India,IND,EC
8,g1004,0.003151525,0.009612439,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),116,207,56,0.000566761,0.001362897,46,74,62.2,0.000555695,0.001464618,0.41161413,0.360759299,0.331625096,0.561928888,1,0.998468328,0.999201349,0.997812726,-1.11E-05,6.2,FALSE,TRUE,1400,0,50,0.45,0.4,0.55,2.24E-05,0.000269035,0.933624023,dose1_shedding1,0.998093796,281,162,5.90E-05,0.000262389,0.822279205,0.952588344,0.998093796,0.999218068,India,IND,EC
9,g1005,0.003457037,0.009368504,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),204,207,98.6,0.005352489,0.004295753,71,74,95.9,0.00549546,0.005050667,NA,NA,NA,0.834961837,NA,NA,NA,0.997812726,0.000142972,-2.7,TRUE,FALSE,1298,0,50,0.45,0.4,0.55,2.31E-06,0.000446456,0.99588177,dose1_shedding1,0.998093796,281,275,-8.83E-06,0.000446019,0.984212256,0.996043845,0.998093796,0.999218068,India,IND,EC
10,g1006,0.002142899,0.007198428,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),183,207,88.4,0.001343951,0.001474841,67,74,90.5,0.001180115,0.001361059,0.828945495,0.615460098,0.640825759,0.510559938,1,0.998468328,0.999201349,0.997812726,-0.000163835,2.1,FALSE,TRUE,1689,0,50,0.45,0.4,0.55,-0.000200059,0.00028147,0.477823117,dose1_shedding1,0.998093796,281,250,-0.000136252,0.000278504,0.625071133,0.884121925,0.998093796,0.999218068,India,IND,EC
11,g1007,0.003264974,0.008517914,2.6.1.76,Diaminobutyrate--2-oxoglutarate transaminase,Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),140,207,67.6,0.000912607,0.002159944,51,74,68.9,0.00108917,0.002762799,0.885374577,0.838749977,0.70612963,0.612333539,1,0.998468328,0.999201349,0.997812726,0.000176563,1.3,TRUE,TRUE,1366,0,50,0.45,0.4,0.55,0.000172146,0.000340439,0.613496351,dose1_shedding1,0.998093796,281,191,0.000219591,0.000333396,0.51067461,0.831777991,0.998093796,0.999218068,India,IND,EC
12,g1008,0.002325314,0.006430973,2.6.1.77,Taurine--pyruvate aminotransferase,Taurine--pyruvate_aminotransferase_(2.6.1.77),Taurine--pyruvate_aminotransferase_(2.6.1.77),129,207,62.3,0.000888812,0.002201983,46,74,62.2,0.000917862,0.002545139,1,0.980958994,0.912364621,0.771501147,1,0.998468328,0.999201349,0.997812726,2.91E-05,-0.1,TRUE,FALSE,1631,0,50,0.45,0.4,0.55,4.34E-05,0.00033717,0.897682502,dose1_shedding1,0.998093796,281,175,7.48E-05,0.000338307,0.825184592,0.953208513,0.998093796,0.999218068,India,IND,EC
13,g1009,0.002187525,0.005925875,2.6.1.81,Succinylornithine transaminase,Succinylornithine_transaminase_(2.6.1.81),Succinylornithine_transaminase_(2.6.1.81),190,207,91.8,0.003202681,0.003442377,68,74,91.9,0.002930039,0.003225958,1,0.977557134,0.967529123,0.762199162,1,0.998468328,0.999201349,0.997812726,-0.000272642,0.1,FALSE,TRUE,1677,0,50,0.45,0.4,0.55,-0.000168506,0.000425943,0.692697471,dose1_shedding1,0.998093796,281,258,-6.28E-05,0.000420692,0.881391036,0.967268511,0.998093796,0.999218068,India,IND,EC
14,g101,0.000485731,0.00213923,1.1.1.355,2'-dehydrokanamycin reductase,2'-dehydrokanamycin_reductase_(1.1.1.355),2'-dehydrokanamycin_reductase_(1.1.1.355),6,207,2.9,3.92E-05,0.000443536,4,74,5.4,1.07E-05,7.61E-05,0.297631204,0.325367915,0.448284349,0.332785297,1,0.998468328,0.999201349,0.997812726,-2.86E-05,2.5,FALSE,TRUE,1980,0,50,0.45,0.4,0.55,-1.55E-05,7.59E-05,0.838039637,dose1_shedding1,0.998093796,281,10,-2.12E-05,7.67E-05,0.782513989,0.940425311,0.998093796,0.999218068,India,IND,EC
15,g1010,0.001517182,0.005202262,2.6.1.82,Putrescine aminotransferase,Putrescine_aminotransferase_(2.6.1.82),Putrescine_aminotransferase_(2.6.1.82),189,207,91.3,0.00420229,0.004417873,68,74,91.9,0.003865496,0.004311315,1,0.87667945,0.944079247,0.651996387,1,0.998468328,0.999201349,0.997812726,-0.000336794,0.6,FALSE,TRUE,1840,0,50,0.45,0.4,0.55,-0.000198038,0.000484511,0.683045709,dose1_shedding1,0.998093796,281,257,-7.39E-05,0.000475154,0.876537981,0.966000317,0.998093796,0.999218068,India,IND,EC
16,g1011,0.007375346,0.018176563,2.6.1.83,LL-diaminopimelate aminotransferase,LL-diaminopimelate_aminotransferase_(2.6.1.83),LL-diaminopimelate_aminotransferase_(2.6.1.83),203,207,98.1,0.003927902,0.003709682,71,74,95.9,0.003889596,0.003989821,NA,NA,NA,0.771168764,NA,NA,NA,0.997812726,-3.83E-05,-2.2,FALSE,FALSE,333,0,50,0.45,0.4,0.55,-9.62E-05,0.000409693,0.814547065,dose1_shedding1,0.998093796,281,274,-0.000100024,0.000404249,0.804758602,0.946059288,0.998093796,0.999218068,India,IND,EC
17,g1012,0.004941249,0.011549051,2.6.1.85,Aminodeoxychorismate synthase,Aminodeoxychorismate_synthase_(2.6.1.85),Aminodeoxychorismate_synthase_(2.6.1.85),207,207,100,0.00836125,0.006071665,74,74,100,0.007477052,0.005667632,NA,NA,NA,0.275328223,NA,NA,NA,0.997812726,-0.000884198,0,FALSE,FALSE,851,0,50,0.45,0.4,0.55,-0.000544748,0.000454602,0.231819369,dose1_shedding1,0.998093796,281,281,-0.000452992,0.000451199,0.316276512,0.705858478,0.998093796,0.999218068,India,IND,EC
18,g1013,0.003707705,0.011157944,2.6.1.87,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,UDP-4-amino-4-deoxy-L-arabinose_aminotransferase_(2.6.1.87),UDP-4-amino-4-deoxy-L-arabinose_aminotransferase_(2.6.1.87),199,207,96.1,0.005381476,0.004806856,70,74,94.6,0.004992123,0.004621431,0.521732695,0.575463106,0.625494604,0.643697543,1,0.998468328,0.999201349,0.997812726,-0.000389353,-1.5,FALSE,FALSE,1227,0,50,0.45,0.4,0.55,-0.000227421,0.000482899,0.638045226,dose1_shedding1,0.998093796,281,269,-0.000156204,0.000479967,0.745090954,0.928925541,0.998093796,0.999218068,India,IND,EC
