,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.002867633,0.0073366,unmapped,unmapped,unmapped,unmapped,122,122,100,13.69053308,3.715491572,25,25,100,14.00732619,2.637874614,NA,NA,NA,0.579396753,NA,NA,NA,0.992029351,0.316793117,0,TRUE,FALSE,620,0,25,0.5,0.4,0.6,0.006053135,0.011013288,0.583424828,dose1_shedding1,0.981915626,147,147,0.000548346,0.01090005,0.959949688,0.988153994,0.981915626,0.999707867,India (exposed),IND (neo+),EC
2,g10,0.003108544,0.008841441,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),88,122,72.1,0.000357118,0.001071508,18,25,72,0.00020529,0.000394402,1,0.989372016,0.939845222,0.756438371,1,0.997444951,0.99970391,0.995580412,-0.000151828,-0.1,FALSE,FALSE,536,0,25,0.5,0.4,0.6,-0.000191037,0.000314282,0.544235566,dose1_shedding1,0.980390298,147,106,-0.000237809,0.000321738,0.46106014,0.830448404,0.980390298,0.999707867,India (exposed),IND (neo+),EC
3,g100,0.001744996,0.006592171,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),98,122,80.3,0.000363315,0.000475774,21,25,84,0.000305401,0.000315914,0.786016623,0.670757299,0.686461187,1,1,0.997444951,0.99970391,1,-5.79E-05,3.7,FALSE,TRUE,1161,0,25,0.5,0.4,0.6,-5.61E-05,0.000256854,0.82750495,dose1_shedding1,0.997154075,147,119,8.20E-06,0.000262685,0.975143811,0.99419221,0.997154075,0.999707867,India (exposed),IND (neo+),EC
4,g1000,0.003124761,0.0078735,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),122,122,100,0.019221023,0.005232053,25,25,100,0.020077316,0.004935303,NA,NA,NA,0.600744413,NA,NA,NA,0.992029351,0.000856293,0,TRUE,FALSE,532,0,25,0.5,0.4,0.6,0.000337948,0.000425037,0.427853548,dose1_shedding1,0.979291641,147,147,0.000151348,0.000418336,0.718058011,0.911248898,0.979291641,0.999707867,India (exposed),IND (neo+),EC
5,g1001,0.004342445,0.011755936,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),34,122,27.9,1.74E-06,4.73E-06,13,25,52,3.21E-06,5.20E-06,0.032136239,0.021476286,0.061564594,0.026382206,1,0.997444951,0.99970391,0.992029351,1.48E-06,24.1,TRUE,TRUE,267,0,25,0.5,0.4,0.6,5.53E-05,2.62E-05,0.036750946,dose1_shedding1,0.979291641,147,47,4.65E-05,2.68E-05,0.084637785,0.499492276,0.979291641,0.999707867,India (exposed),IND (neo+),EC
6,g1002,0.000640041,0.002433386,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),119,122,97.5,0.003015487,0.002705746,23,25,92,0.002077652,0.001767131,0.200638993,0.188174041,0.122934361,0.167818819,1,0.997444951,0.99970391,0.992029351,-0.000937835,-5.5,FALSE,FALSE,1754,0,25,0.5,0.4,0.6,-0.000825977,0.000569095,0.148832449,dose1_shedding1,0.979291641,147,142,-0.000601478,0.00058002,0.301526064,0.753340765,0.979291641,0.999707867,India (exposed),IND (neo+),EC
7,g1003,0.002004364,0.00569977,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",112,122,91.8,0.00121497,0.001373834,23,25,92,0.000989104,0.00111829,1,0.973893172,0.761605893,0.63332259,1,0.997444951,0.99970391,0.992029351,-0.000225866,0.2,FALSE,TRUE,1031,0,25,0.5,0.4,0.6,-0.000214146,0.000417469,0.608758577,dose1_shedding1,0.985807723,147,135,-6.31E-06,0.000415086,0.987884754,0.996686208,0.985807723,0.999707867,India (exposed),IND (neo+),EC
8,g1004,0.000784974,0.00259856,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),70,122,57.4,0.000635504,0.001392151,15,25,60,0.000540357,0.001310345,1,0.808886929,0.60683233,0.95084082,1,0.997444951,0.99970391,1,-9.51E-05,2.6,FALSE,TRUE,1681,0,25,0.5,0.4,0.6,-9.80E-05,0.000451146,0.828337723,dose1_shedding1,0.997154075,147,85,0.000202167,0.000444664,0.650064287,0.887973302,0.997154075,0.999707867,India (exposed),IND (neo+),EC
9,g1005,0.003985389,0.010117729,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),120,122,98.4,0.005425519,0.004441791,25,25,100,0.004867971,0.003837209,NA,NA,NA,0.7472648,NA,NA,NA,0.995580412,-0.000557548,1.6,FALSE,TRUE,322,0,25,0.5,0.4,0.6,-9.26E-05,0.000708231,0.896163134,dose1_shedding1,0.997154075,147,145,-0.000120628,0.000706627,0.86469832,0.959407352,0.997154075,0.999707867,India (exposed),IND (neo+),EC
10,g1006,0.001205618,0.003591109,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),111,122,91,0.001351839,0.001415127,24,25,96,0.001011466,0.000947959,0.691503664,0.417303969,0.521737404,0.570504086,1,0.997444951,0.99970391,0.992029351,-0.000340373,5,FALSE,TRUE,1475,0,25,0.5,0.4,0.6,-0.00032247,0.000434096,0.458771142,dose1_shedding1,0.979291641,147,135,-0.000202221,0.000440032,0.646544525,0.887221322,0.979291641,0.999707867,India (exposed),IND (neo+),EC
11,g1007,0.002876968,0.007067747,2.6.1.76,Diaminobutyrate--2-oxoglutarate transaminase,Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),86,122,70.5,0.000979372,0.002007281,17,25,68,0.00116813,0.002158558,0.813413163,0.804324883,0.933090828,0.677771841,1,0.997444951,0.99970391,0.992029351,0.000188758,-2.5,TRUE,FALSE,615,0,25,0.5,0.4,0.6,0.000277894,0.000551204,0.614915381,dose1_shedding1,0.985807723,147,103,0.00062972,0.000541359,0.246719468,0.724464711,0.985807723,0.999707867,India (exposed),IND (neo+),EC
12,g1008,0.001607398,0.005315082,2.6.1.77,Taurine--pyruvate aminotransferase,Taurine--pyruvate_aminotransferase_(2.6.1.77),Taurine--pyruvate_aminotransferase_(2.6.1.77),78,122,63.9,0.001057326,0.002325582,18,25,72,0.000765236,0.001501227,0.497111666,0.441916043,0.406760368,0.745994758,1,0.997444951,0.99970391,0.995580412,-0.00029209,8.1,FALSE,TRUE,1243,0,25,0.5,0.4,0.6,-0.000147313,0.000565304,0.794777743,dose1_shedding1,0.996027417,147,96,1.05E-05,0.000577664,0.985459804,0.996686208,0.996027417,0.999707867,India (exposed),IND (neo+),EC
