,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.005837289,0.012701882,unmapped,unmapped,unmapped,unmapped,204,204,100,13.70045923,3.56166808,78,78,100,14.07550042,3.920631993,NA,NA,NA,0.275868159,NA,NA,NA,0.459013314,0.375041191,0,TRUE,FALSE,610,0,50,0.55,0.5,0.6,0.005065359,0.006879479,0.462164642,seroconv1,0.640932494,282,282,0.003405169,0.006865036,0.620279154,0.815693945,0.640932494,0.788979281,India,IND,EC
2,g10,0.003524485,0.009729714,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),145,204,71.1,0.000276868,0.000694045,49,78,62.8,0.000299732,0.00111836,0.197379788,0.181794392,0.214227677,0.483144284,0.427239795,0.385573223,0.428808636,0.636437424,2.29E-05,-8.3,TRUE,FALSE,1297,0,50,0.55,0.5,0.6,-7.27E-05,0.000174415,0.677085908,seroconv1,0.799137446,282,194,-6.45E-05,0.000177455,0.716590033,0.866678285,0.799137446,0.849047491,India,IND,EC
3,g100,0.00331385,0.009361135,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),166,204,81.4,0.000378545,0.000467274,54,78,69.2,0.00031355,0.00048944,0.036184728,0.02916969,0.038890813,0.032814453,0.284006934,0.247410664,0.269028093,0.269125271,-6.50E-05,-12.2,FALSE,FALSE,1379,0,50,0.55,0.5,0.6,-0.000284028,0.000160874,0.078564791,seroconv1,0.365718876,282,220,-0.000253554,0.000162017,0.118737075,0.428439421,0.365718876,0.505468112,India,IND,EC
4,g1000,0.004023097,0.008528707,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),204,204,100,0.01937916,0.005209313,78,78,100,0.02033778,0.005610101,NA,NA,NA,0.226733668,NA,NA,NA,0.423561399,0.00095862,0,TRUE,FALSE,1105,0,50,0.55,0.5,0.6,0.000340272,0.000268448,0.2060112,seroconv1,0.453132118,282,282,0.000259477,0.000265333,0.32897006,0.6296778,0.453132118,0.624363658,India,IND,EC
5,g1001,0.003205146,0.008130392,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),59,204,28.9,1.67E-06,4.36E-06,25,78,32.1,1.62E-06,2.88E-06,0.662808129,0.607363864,0.738396686,0.543416658,0.808129698,0.737615503,0.841772222,0.685535733,-4.23E-08,3.2,FALSE,TRUE,1402,0,50,0.55,0.5,0.6,6.19E-06,1.48E-05,0.676460924,seroconv1,0.799137446,282,84,2.63E-06,1.50E-05,0.860535755,0.941381551,0.799137446,0.932441618,India,IND,EC
6,g1002,0.00408303,0.008621269,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),198,204,97.1,0.002854957,0.00263058,73,78,93.6,0.002515066,0.002759974,0.18374469,0.188991969,0.204803988,0.21261821,0.408719896,0.387289461,0.417543749,0.411034429,-0.000339891,-3.5,FALSE,FALSE,1081,0,50,0.55,0.5,0.6,-0.000419189,0.000354622,0.238179659,seroconv1,0.475499527,282,271,-0.000338706,0.000355537,0.341598078,0.638892513,0.475499527,0.632345369,India,IND,EC
7,g1003,0.002143174,0.005452929,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",187,204,91.7,0.00113346,0.00129712,64,78,82.1,0.00096686,0.00119212,0.03161763,0.023947722,0.026249552,0.171802127,0.267429796,0.239549984,0.265134173,0.371923544,-0.0001666,-9.6,FALSE,FALSE,1704,0,50,0.55,0.5,0.6,-0.000339445,0.000249735,0.175169931,seroconv1,0.431386809,282,251,-0.000284428,0.000245469,0.247579307,0.557013264,0.431386809,0.57548086,India,IND,EC
8,g1004,0.003044138,0.008426832,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),119,204,58.3,0.000567195,0.001386178,43,78,55.1,0.00044853,0.001117447,0.686724127,0.626394021,0.765225091,0.784413494,0.819039761,0.749699931,0.863007357,0.850561803,-0.000118665,-3.2,FALSE,FALSE,1464,0,50,0.55,0.5,0.6,-0.000115107,0.000257195,0.65482495,seroconv1,0.785349263,282,162,-4.75E-05,0.00025156,0.850284814,0.936326054,0.785349263,0.928526743,India,IND,EC
9,g1005,0.004404292,0.012451781,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),200,204,98,0.00539505,0.004372519,76,78,97.4,0.005155024,0.004775176,NA,NA,NA,0.405562579,NA,NA,NA,0.571162532,-0.000240026,-0.6,FALSE,FALSE,976,0,50,0.55,0.5,0.6,-0.00036356,0.000437918,0.407132278,seroconv1,0.601205406,282,276,-0.000341115,0.00044116,0.440053907,0.704222797,0.601205406,0.686894808,India,IND,EC
10,g1006,0.003824887,0.010221769,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),185,204,90.7,0.001404807,0.001619256,65,78,83.3,0.001185086,0.001629374,0.094235099,0.085638499,0.074220994,0.05744555,0.338565098,0.284477352,0.302185476,0.274064612,-0.000219721,-7.4,FALSE,FALSE,1180,0,50,0.55,0.5,0.6,-0.000473779,0.000284404,0.09685813,seroconv1,0.367031663,282,250,-0.000383103,0.000281348,0.17441744,0.48736859,0.367031663,0.520645182,India,IND,EC
11,g1007,0.002869596,0.007043616,2.6.1.76,Diaminobutyrate--2-oxoglutarate transaminase,Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),Diaminobutyrate--2-oxoglutarate_transaminase_(2.6.1.76),140,204,68.6,0.000933566,0.002110965,51,78,65.4,0.000806509,0.00220478,0.66954244,0.602486881,0.775645187,0.652102035,0.813440549,0.73392881,0.86618989,0.762886772,-0.000127058,-3.2,FALSE,FALSE,1525,0,50,0.55,0.5,0.6,-0.000164867,0.000322601,0.609715431,seroconv1,0.755336053,282,191,-7.91E-05,0.000316633,0.802915245,0.914846944,0.755336053,0.901812005,India,IND,EC
12,g1008,0.00358692,0.00833637,2.6.1.77,Taurine--pyruvate aminotransferase,Taurine--pyruvate_aminotransferase_(2.6.1.77),Taurine--pyruvate_aminotransferase_(2.6.1.77),130,204,63.7,0.000956903,0.002428855,45,78,57.7,0.000623564,0.001678026,0.410607059,0.350872087,0.451220023,0.48228519,0.617372293,0.5387127,0.6318004,0.636243297,-0.000333339,-6,FALSE,FALSE,1271,0,50,0.55,0.5,0.6,-0.000327237,0.00032535,0.315380051,seroconv1,0.533740646,282,175,-0.000276152,0.000328421,0.401162628,0.677832272,0.533740646,0.660990655,India,IND,EC
13,g1009,0.002226151,0.005945621,2.6.1.81,Succinylornithine transaminase,Succinylornithine_transaminase_(2.6.1.81),Succinylornithine_transaminase_(2.6.1.81),190,204,93.1,0.003278728,0.003379408,68,78,87.2,0.002520883,0.003108505,0.149775842,0.114206163,0.109265705,0.040830208,0.378032015,0.310063878,0.327785674,0.272212418,-0.000757845,-5.9,FALSE,FALSE,1688,0,50,0.55,0.5,0.6,-0.000826287,0.000413422,0.046612782,seroconv1,0.365718876,282,258,-0.000733224,0.000411236,0.075692837,0.366445078,0.365718876,0.505468112,India,IND,EC
14,g1010,0.001971027,0.005054031,2.6.1.82,Putrescine aminotransferase,Putrescine_aminotransferase_(2.6.1.82),Putrescine_aminotransferase_(2.6.1.82),189,204,92.6,0.004248976,0.004321919,68,78,87.2,0.003459004,0.004186294,0.162966418,0.153416431,0.129039827,0.075214637,0.391525105,0.350682255,0.350077362,0.278487642,-0.000789972,-5.4,FALSE,FALSE,1752,0,50,0.55,0.5,0.6,-0.000802906,0.000470945,0.089325141,seroconv1,0.365718876,282,257,-0.000691508,0.000465052,0.138174879,0.449045365,0.365718876,0.505468112,India,IND,EC
15,g1011,0.005091021,0.011107366,2.6.1.83,LL-diaminopimelate aminotransferase,LL-diaminopimelate_aminotransferase_(2.6.1.83),LL-diaminopimelate_aminotransferase_(2.6.1.83),200,204,98,0.00395386,0.003516219,75,78,96.2,0.003493388,0.003853648,NA,NA,NA,0.13250489,NA,NA,NA,0.330297828,-0.000460472,-1.8,FALSE,FALSE,794,0,50,0.55,0.5,0.6,-0.00055313,0.000395424,0.162971379,seroconv1,0.422667331,282,275,-0.000447472,0.000393975,0.257034035,0.563340372,0.422667331,0.58065268,India,IND,EC
16,g1012,0.002500352,0.006231903,2.6.1.85,Aminodeoxychorismate synthase,Aminodeoxychorismate_synthase_(2.6.1.85),Aminodeoxychorismate_synthase_(2.6.1.85),204,204,100,0.008204463,0.005780935,78,78,100,0.007607287,0.0064266,NA,NA,NA,0.233068637,NA,NA,NA,0.427178909,-0.000597176,0,FALSE,FALSE,1622,0,50,0.55,0.5,0.6,-0.000497899,0.000449031,0.26845473,seroconv1,0.49963103,282,282,-0.000385769,0.000449643,0.391670281,0.672521735,0.49963103,0.655179118,India,IND,EC
17,g1013,0.002636713,0.00698309,2.6.1.87,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,UDP-4-amino-4-deoxy-L-arabinose_aminotransferase_(2.6.1.87),UDP-4-amino-4-deoxy-L-arabinose_aminotransferase_(2.6.1.87),198,204,97.1,0.005551902,0.004674089,72,78,92.3,0.00431875,0.004785759,0.098441738,0.088307359,0.106739461,0.015793945,0.345713085,0.289779139,0.32717408,0.269125271,-0.001233152,-4.8,FALSE,FALSE,1590,0,50,0.55,0.5,0.6,-0.001119316,0.000469653,0.017825904,seroconv1,0.365718876,282,270,-0.001031066,0.000471177,0.029490941,0.239080143,0.365718876,0.505468112,India,IND,EC
