,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.00178038,0.004966769,unmapped,unmapped,unmapped,unmapped,26,26,100,14.05202928,4.071971937,21,21,100,17.13586696,8.066778353,NA,NA,NA,0.205039258,NA,NA,NA,0.978332096,3.083837682,0,TRUE,FALSE,814,0,21,0.5,0.375,0.625,0.037317558,0.02420091,0.130079668,dose1_shedding1,0.953337487,47,47,0.035124085,0.025045691,0.168322419,0.709480304,0.953337487,0.999315089,Malawi,MLW,EC
2,g10,0.001637042,0.005117796,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),22,26,84.6,0.001099909,0.001945706,15,21,71.4,0.001115661,0.002133437,0.306428839,0.278244939,0.346358572,0.484691482,1,0.996271307,0.999979521,0.978332096,1.58E-05,-13.2,TRUE,FALSE,909,0,21,0.5,0.375,0.625,-0.000269267,0.000700256,0.702399282,dose1_shedding1,0.983467052,47,37,-0.000111715,0.000721387,0.877690396,0.965532273,0.983467052,0.999315089,Malawi,MLW,EC
3,g100,0.000696077,0.002810957,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),21,26,80.8,0.000491398,0.000480871,16,21,76.2,0.000437652,0.000452855,0.733891698,0.703396841,0.852664204,0.651616712,1,0.996271307,0.999979521,0.978332096,-5.37E-05,-4.6,FALSE,FALSE,1584,0,21,0.5,0.375,0.625,-0.000184653,0.000364768,0.615172792,dose1_shedding1,0.983467052,47,37,-5.07E-05,0.000357886,0.888097674,0.969137263,0.983467052,0.999315089,Malawi,MLW,EC
4,g1000,0.001977111,0.005828684,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),26,26,100,0.014634586,0.004448743,21,21,100,0.015937614,0.004578165,NA,NA,NA,0.378030247,NA,NA,NA,0.978332096,0.001303029,0,TRUE,FALSE,715,0,21,0.5,0.375,0.625,0.000541667,0.000526449,0.309022939,dose1_shedding1,0.962124873,47,47,0.000239312,0.000508235,0.640229827,0.886964251,0.962124873,0.999315089,Malawi,MLW,EC
5,g1001,0.001620686,0.004707494,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),4,26,15.4,8.29E-07,2.12E-06,7,21,33.3,3.46E-06,7.06E-06,0.180738045,0.156516385,0.171441376,0.122935026,1,0.996271307,0.999979521,0.978332096,2.63E-06,17.9,TRUE,TRUE,930,0,21,0.5,0.375,0.625,6.53E-05,3.65E-05,0.080703388,dose1_shedding1,0.953337487,47,11,6.34E-05,3.95E-05,0.115959853,0.706484104,0.953337487,0.999315089,Malawi,MLW,EC
6,g1002,0.000727057,0.002643814,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),26,26,100,0.004246229,0.003505194,19,21,90.5,0.003538474,0.003503156,0.19426457,0.995797492,0.998139863,0.460360605,1,0.996271307,0.999979521,0.978332096,-0.000707755,-9.5,FALSE,FALSE,1557,0,21,0.5,0.375,0.625,-0.000677235,0.000919692,0.465326413,dose1_shedding1,0.969581559,47,45,-0.000373849,0.000959618,0.698862681,0.912283533,0.969581559,0.999315089,Malawi,MLW,EC
7,g1003,0.001386998,0.004301583,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",24,26,92.3,0.001115434,0.001077229,18,21,85.7,0.001046447,0.000990569,0.644053642,0.472420827,0.872418051,0.772550389,1,0.996271307,0.999979521,0.97862222,-6.90E-05,-6.6,FALSE,FALSE,1099,0,21,0.5,0.375,0.625,-0.00024406,0.000493076,0.623026677,dose1_shedding1,0.983467052,47,42,8.00E-06,0.000487167,0.986976615,0.997076582,0.983467052,0.999315089,Malawi,MLW,EC
8,g1004,0.003751642,0.01135693,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),9,26,34.6,2.95E-05,5.06E-05,9,21,42.9,0.000362928,0.000693,0.763412518,0.563931099,0.521386511,0.16696335,1,0.996271307,0.999979521,0.978332096,0.000333424,8.3,TRUE,TRUE,239,0,21,0.5,0.375,0.625,0.000799598,0.000326955,0.018437476,dose1_shedding1,0.953337487,47,18,0.000809405,0.000351873,0.026594811,0.704690637,0.953337487,0.999315089,Malawi,MLW,EC
9,g1005,0.002244217,0.007479066,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),26,26,100,0.008172591,0.005115195,21,21,100,0.007664791,0.004613362,NA,NA,NA,0.85706085,NA,NA,NA,0.983214709,-0.0005078,0,FALSE,FALSE,596,0,21,0.5,0.375,0.625,-0.000286528,0.000962997,0.767425503,dose1_shedding1,0.985164779,47,47,0.000226804,0.000956059,0.813661422,0.947364074,0.985164779,0.999315089,Malawi,MLW,EC
10,g1006,0.001633908,0.00556341,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),23,26,88.5,0.001999796,0.001861308,18,21,85.7,0.001548198,0.001381416,1,0.779379193,0.948793363,0.506683305,1,0.996271307,0.999979521,0.978332096,-0.000451598,-2.8,FALSE,FALSE,914,0,21,0.5,0.375,0.625,-0.000456366,0.000660155,0.492927129,dose1_shedding1,0.969581559,47,41,-0.000249805,0.000651119,0.703216159,0.913688353,0.969581559,0.999315089,Malawi,MLW,EC
