,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.003422749,0.008664217,unmapped,unmapped,unmapped,unmapped,99,99,100,14.09493677,4.020754444,33,33,100,13.31820577,3.157944682,NA,NA,NA,0.52143442,NA,NA,NA,0.969902766,-0.776730994,0,FALSE,FALSE,712,0,33,0.5,0.416666667,0.583333333,-0.010736286,0.010854879,0.32446397,seroconv1,0.992442027,132,132,-0.011018436,0.011244953,0.32904978,0.759785781,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
2,g10,0.001342892,0.00364088,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),68,99,68.7,0.000257844,0.000685473,19,33,57.6,0.000169058,0.000348715,0.290524734,0.245635357,0.17442887,0.408906075,0.808529358,0.74425177,0.465017785,0.969902766,-8.88E-05,-11.1,FALSE,FALSE,1605,0,33,0.5,0.416666667,0.583333333,-0.000199567,0.000235448,0.398214511,seroconv1,0.992442027,132,87,-0.000216899,0.000245905,0.379444429,0.786853816,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
3,g100,0.001099715,0.003232211,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),78,99,78.8,0.000386977,0.000500518,22,33,66.7,0.000339664,0.000507022,0.167230271,0.162891881,0.069079292,0.395586828,0.775683787,0.726589108,0.400551317,0.969902766,-4.73E-05,-12.1,FALSE,FALSE,1709,0,33,0.5,0.416666667,0.583333333,-0.000189545,0.000255284,0.459131229,seroconv1,0.992442027,132,100,-0.000226542,0.000262444,0.389678959,0.789591496,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
4,g1000,0.002888776,0.006885982,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),99,99,100,0.019944883,0.005178677,33,33,100,0.020335398,0.005769669,NA,NA,NA,0.674180884,NA,NA,NA,0.969902766,0.000390515,0,TRUE,FALSE,927,0,33,0.5,0.416666667,0.583333333,0.000112197,0.000392903,0.775671422,seroconv1,0.992442027,132,132,0.000313609,0.000396869,0.430902646,0.810383978,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
5,g1001,0.002695706,0.007160216,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),27,99,27.3,1.21E-06,2.77E-06,10,33,30.3,1.65E-06,3.10E-06,0.823512342,0.737258327,0.719361016,0.609398714,0.977480121,0.925859497,0.872314853,0.969902766,4.41E-07,3,TRUE,TRUE,1006,0,33,0.5,0.416666667,0.583333333,1.36E-05,2.01E-05,0.499943431,seroconv1,0.992442027,132,37,1.37E-05,2.10E-05,0.515789742,0.84597286,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
6,g1002,0.001770922,0.004754133,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),96,99,97,0.002634408,0.002624513,31,33,93.9,0.002922896,0.003178047,0.59839425,0.438634693,0.258081625,0.928810964,0.913865695,0.775310716,0.539612009,0.990997353,0.000288488,-3.1,TRUE,FALSE,1436,0,33,0.5,0.416666667,0.583333333,9.55E-05,0.000548283,0.861933087,seroconv1,0.992442027,132,127,-5.67E-05,0.000555006,0.918778731,0.978800259,0.992442027,0.978107777,India (unexposed),IND (neo-),EC
7,g1003,0.001854567,0.00511207,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",87,99,87.9,0.001026138,0.001238158,27,33,81.8,0.000958197,0.001091747,0.388643116,0.382727713,0.145280123,0.808744606,0.840620665,0.775310716,0.444192142,0.976473612,-6.79E-05,-6.1,FALSE,FALSE,1393,0,33,0.5,0.416666667,0.583333333,-0.000107835,0.000374238,0.773693209,seroconv1,0.992442027,132,114,-0.000119289,0.000376426,0.751849012,0.933713684,0.992442027,0.939902776,India (unexposed),IND (neo-),EC
8,g1004,0.001491877,0.004578164,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),55,99,55.6,0.000457267,0.001266549,20,33,60.6,0.000430788,0.0012649,0.68720626,0.612266097,0.664103807,0.705319637,0.925308862,0.866847568,0.834416143,0.969902766,-2.65E-05,5,FALSE,TRUE,1554,0,33,0.5,0.416666667,0.583333333,1.41E-05,0.000363652,0.969072044,seroconv1,0.99891303,132,75,5.51E-05,0.000366742,0.880742831,0.972332433,0.99891303,0.967956515,India (unexposed),IND (neo-),EC
9,g1005,0.002855029,0.007413174,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),97,99,98,0.005420818,0.004479622,31,33,93.9,0.005410648,0.005227558,0.260071829,0.263898291,0.045037665,0.617602115,0.803726627,0.74425177,0.39244711,0.969902766,-1.02E-05,-4.1,FALSE,FALSE,943,0,33,0.5,0.416666667,0.583333333,-0.000385708,0.000680432,0.571788617,seroconv1,0.992442027,132,128,-0.000615176,0.000694082,0.377148814,0.786853816,0.992442027,0.917810635,India (unexposed),IND (neo-),EC
10,g1006,0.000656313,0.002233749,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),86,99,86.9,0.001326688,0.001503344,27,33,81.8,0.0013036,0.001727253,0.567228607,0.475996006,0.090085338,0.700828566,0.913865695,0.809761907,0.427027901,0.969902766,-2.31E-05,-5.1,FALSE,FALSE,1882,0,33,0.5,0.416666667,0.583333333,-0.000130292,0.000444144,0.769719127,seroconv1,0.992442027,132,113,-0.000201989,0.000451442,0.655338169,0.89948026,0.992442027,0.91831303,India (unexposed),IND (neo-),EC
