,feature_id,feature,feature_description,feature_full,Feature,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,IncMSE_means,IncMSE_sds,present,n,prev,mean,rho,spearman_p,wilcox_p,mean_IgA_present,CI_IgA_present,mean_IgA_absent,CI_IgA_absent,lr_unadjusted_p,lr_adjusted_p,GMR,spearman_padj,wilcox_padj,lr_unadjusted_padj,lr_adjusted_padj,rf_rank,rf_top20,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,unmapped,unmapped,unmapped,unmapped,-6.97E-05,-0.002049147,-0.001840255,-0.004405863,-0.007118021,0.001406996,0.004782085,0.001770227,-0.009285516,0.001722773,0.002452904,0.000896981,0.002008085,0.001026345,-0.001076624,-0.002981251,0.002320331,-0.000281699,-0.000806839,-0.001191128,-0.001455708,0.003598465,-6.89E-05,0.000648809,-0.001708872,-0.002722075,0.001389355,-0.00590662,-0.001966253,-0.008521668,-0.000673772,0.001504624,-0.001341146,0.0005918,0.00075164,0.000317985,-0.004503651,-0.002520006,0.004579218,0.001169097,-0.001555407,6.59E-06,-0.004472285,0.000546389,-0.000584038,-0.002526464,-0.001015177,0.002309886,4.40E-05,0.000754349,0.000106373,-1.38E-05,4.44E-05,0.000887063,-0.0010169,-0.000432723,-0.003807365,-0.003838193,-0.001402977,-0.002984746,-0.007032795,0.0018542,-0.002103962,0.000466817,-0.003078776,-0.001555115,-0.001842914,0.000193003,-0.000860746,-0.002432296,0.000328959,-0.002000411,0.000878536,0.000896853,-0.000351429,-0.000148302,-0.000466621,-0.004319108,-0.000507465,-0.001051748,-0.004108085,-0.002076183,-0.001093169,-0.001113094,-0.000688063,-0.001582915,2.36E-05,-0.000370027,-0.001503231,0.000948244,-0.000378097,-0.000484687,0.001023588,0.000691591,0.002202234,-0.000410343,0.000206667,0.001695473,0.001737957,-0.000228319,-0.001224215,0.002689756,56,56,100,15.22404407,0.016760171,0.902422762,NA,NA,NA,NA,NA,NA,NA,NA,0.998416352,NA,NA,NA,1853,0,0.000905497,0.00568052,0.873945407,IgA,0.999643435,56,56,-0.000629149,0.005561922,0.910390658,0.975972967,0.999643435,0.99991095,Malawi,MLW,EC
2,g10,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),-0.000122122,-0.005134561,0.000732614,0.001116436,-5.77E-06,-1.03E-05,-0.001881883,0.003720853,-0.00234357,-0.006386569,0.000640699,0,4.29E-05,0,-0.00198236,0.002299874,0,-3.85E-05,0.002870831,0,0,-0.008132392,-0.00205906,-0.000621317,-0.007436482,-0.008572987,-0.001871586,0.0002406,0.00120324,-0.007803973,0.000678948,0,-0.009655467,0.000263145,2.13E-06,0,-6.37E-05,0,0,-0.000142945,-0.003094458,8.51E-05,0.007084567,0.003137984,-0.002688839,0.00017222,-0.000206505,-0.011395154,-2.85E-05,0.000456647,-0.000802563,0,0.000207999,-0.000437133,-0.004390196,-1.33E-05,0,0.002491855,-0.003981656,0.002757283,0,-0.001330009,-9.53E-05,0.00059395,-0.003562132,-0.000680303,-4.14E-05,-0.001176263,0,8.46E-05,0.000326381,0,0.000435119,0.00437256,-0.005691301,-0.005402342,0.000143142,0.000322425,-0.000100061,-0.001728638,0.00012778,-0.002174245,0,-0.000320151,-9.36E-07,0,-0.002068227,-0.000136218,-4.03E-07,0,0.00035696,2.00E-05,-0.000194719,0.002248759,0.002495589,0.001544277,0.00104663,-0.001566388,-0.005390603,0.004662211,-0.001568085,0.003419126,45,56,80.4,0.001131508,-0.085600083,0.530477264,0.324912714,5.348,3.283-8.712,13.426,3.199-56.344,0.568513496,0.357137427,0.398331595,0.998416352,0.816884308,0.997353915,0.996245633,1899,0,-0.000239456,0.000180738,0.190790685,IgA,0.999643435,56,45,-0.00022247,0.000184944,0.234677789,0.700154529,0.999643435,0.99991095,Malawi,MLW,EC
3,g100,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),0.003629775,0,0,0,-5.77E-05,-0.000350198,0,0.004986636,0,-0.00097251,0.000176102,-1.06E-05,0,-0.000884875,-0.000369264,0,-6.42E-06,2.45E-05,0.000412773,-0.000269317,0.000537093,0,9.21E-06,0,0,0,0,5.55E-06,0,0.00035155,2.25E-05,-0.000143519,-0.000811722,0.000193335,-0.000100553,5.08E-05,0,0,-0.00161203,5.52E-06,0,0,0,0,-0.000178197,0,3.14E-05,-5.30E-05,-9.43E-05,-0.000212286,0.000285389,0,0.001043741,-0.000431947,0,0,-0.002028399,0.000419974,0,-0.000244122,0,2.50E-05,0.000660918,0,6.66E-05,0.000359762,0,0,0.004813527,0,0,0.000116555,0,-0.00037176,-0.000486254,0,0,-0.000258831,4.33E-05,-0.000185061,0,-2.42E-05,0.0007808,-0.002395437,-0.000538182,2.68E-05,0.000796879,1.46E-06,0.000198946,-9.47E-05,0,0,-0.000406767,0,0,-0.00020506,0,0,0.000171928,0,-0.000164219,0.000277441,45,56,80.4,0.000451109,0.034164189,0.802612068,0.950424726,6.262,3.733-10.506,7.042,1.885-26.3,0.892777818,0.915172015,0.889236012,0.998416352,1,0.997353915,0.998565822,1229,0,-1.80E-05,9.29E-05,0.847537045,IgA,0.999643435,56,45,-7.84E-06,8.83E-05,0.929676347,0.979915679,0.999643435,0.99991095,Malawi,MLW,EC
4,g1000,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),0.000347866,0.000415458,0.000216528,2.84E-05,-0.000516441,0.002524076,-0.000156872,0.000692343,-0.000934557,-0.001478615,-0.000547574,-0.000238279,-0.00054628,0.000394863,0.001058628,1.82E-05,-0.000732891,-0.001442988,-0.000268923,-0.000336005,0,-0.00070989,0.001679295,0.00049958,-0.001702698,-0.000110102,0.001076572,1.66E-05,0.0007841,-8.65E-05,0.001931625,-0.002285675,-0.000130071,0.000521482,0.00020556,0.001644321,-0.000735616,-0.005371387,-0.003317041,1.55E-06,-0.000772051,-0.00358597,0.000580728,-0.002507131,-0.000319371,0.000415943,0.000814328,-0.000156203,0.001139618,0.001485743,-0.00146981,0.000765045,-0.000393276,-0.001226288,-0.000879711,0.000107251,-6.20E-05,-0.001539878,-0.002440019,0.000479613,0.000476404,0.000229923,-0.000202315,0.00088831,-0.001151926,-0.000402381,-0.000367786,-0.000839278,-0.000138274,0.000110782,0.001714912,0.000483172,0.000262444,-0.00326319,0,-0.000214939,0.000305318,0.003201639,0,0.002083733,-0.001439282,0.000219236,0.000155953,0.000892568,-0.000611455,0.00384491,-0.000347154,0.000645464,0.003915263,0,0.000137427,0.000958739,4.50E-05,0.001674882,0.000376718,0.000504916,-0.000201885,0,9.66E-06,2.82E-05,-6.26E-05,0.000919617,56,56,100,0.015927972,-0.011333722,0.933928267,NA,NA,NA,NA,NA,NA,NA,NA,0.998416352,NA,NA,NA,1022,0,1.30E-05,0.000144476,0.928674405,IgA,0.999643435,56,56,1.24E-05,0.000136827,0.928004614,0.979487677,0.999643435,0.99991095,Malawi,MLW,EC
5,g1001,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),0,0,-0.002323473,0,-0.008325773,-0.001716122,0.003005449,0,0.000160377,-3.02E-05,0.001584297,0,0,0,0,0,-0.000248098,0,0,0,-0.003911949,0,0.000342949,0,0,0,0.000554239,0,-0.000579968,-0.000510795,0.00012319,0,-0.001182918,0,0.002924046,-0.000974455,0,0,0,0,0.00022663,0,0,-0.006679315,0.00024166,-0.000568874,0,1.59E-05,0,-0.000720138,0.000671117,0,0,0.00104869,0,-0.00025975,0,-3.38E-05,0.001306416,-0.000179998,-0.003072557,0.000515804,0.000117295,0,-0.000367587,0,-0.001132259,0.000318916,0,0,0,-0.004484985,0,0,0,-0.000453729,0.001874918,-0.006182832,0,-0.001630489,-0.000239678,0.001299665,-0.000701889,-0.00069267,0,-0.00048459,0.002267858,0.000665919,0.001196019,0,0,0,0,0.000257109,0,-1.25E-05,0,-6.70E-05,0.001157364,0,-0.000429965,0.002024014,14,56,25,2.61E-06,0.041304002,0.762462632,0.7178857,6.958,2.687-18.02,6.235,3.552-10.944,0.546980019,0.542701321,1.1159583,0.998416352,0.974396205,0.997353915,0.996245633,1533,0,-1.39E-06,1.12E-05,0.901483723,IgA,0.999643435,56,14,-2.43E-06,1.17E-05,0.836461318,0.95461698,0.999643435,0.99991095,Malawi,MLW,EC
6,g1002,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),0,0.002372265,0,0.00266661,-0.001023554,4.30E-05,0,0.000812911,0,-6.39E-05,0,0,0,0,-6.68E-05,8.75E-05,0,-2.22E-05,-0.000186351,-0.001585019,0,0,-0.001632751,1.75E-05,7.56E-05,0,-0.000466799,0,0,-0.000161992,0,0.000953599,0.000574027,3.34E-06,0,0.004402799,0,-4.36E-05,0,-0.00054353,-0.000954114,0,0,-1.89E-05,0,-0.003198064,-0.00020932,0.000336873,0.00029812,-0.00082532,0.000167001,0,0.000423045,-0.001020778,0,-0.00151491,0,-0.000655021,0.000416053,-0.000547031,0,0,0,0,0,0,-1.54E-05,0,-8.17E-05,-2.48E-05,0,0,0,-2.51E-05,0,0,0,0,0.00019052,0,1.14E-05,-0.00090695,0,0,0.001354341,-0.000237627,-1.96E-05,-0.000653006,-0.000165248,0,0.001208379,0,0.003192334,0,0,-1.07E-06,0,7.70E-05,-0.000774338,0,-0.0001706,0.000567963,54,56,96.4,0.003863247,0.094724058,0.487415021,NA,NA,NA,NA,NA,NA,NA,NA,0.998416352,NA,NA,NA,1242,0,0.000121152,0.000236745,0.610919525,IgA,0.999643435,56,54,0.000136049,0.000240315,0.57383903,0.858464793,0.999643435,0.99991095,Malawi,MLW,EC
7,g1003,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",-0.000214547,0,0,-0.001574639,0.000247898,5.86E-05,0.001062602,0,0.001452209,-0.001944502,0,0.000475279,0.000221784,-0.000159722,9.49E-05,5.92E-05,-0.000440753,0,0,-0.000729539,0.004209678,0.001103975,0.000120364,0,0,-2.08E-05,0.001006742,3.78E-05,0,0,0.002998109,2.06E-05,0,0.000927488,0.000115469,-7.34E-05,0.000598608,0,0,0.00055158,0,0,0.00013027,0.000716633,0.000832666,0.000742628,0.000210266,0,0.002182033,0,0,-0.000802196,0,0,0,0.000528605,-0.000288632,-0.001986804,-0.001595986,0.000308627,0.000177975,0,-0.00010064,2.89E-05,-0.001248123,-0.000100523,0.000359387,0.00074616,0,0,0,-0.000926619,0,0.000411819,-0.006326971,0,0,0.000551978,0.00124576,0,0,-0.000145734,0.000588759,0,2.46E-05,0.001532134,0,0,3.80E-05,4.99E-05,0,0.002884352,-0.001329233,0.000373316,0,0.00321681,-0.000120125,-1.78E-18,-0.000116262,7.98E-06,-0.000400774,0.001519506,50,56,89.3,0.000986979,-0.048351796,0.723430379,0.28096534,5.689,3.53-9.17,17.278,1.714-174.161,0.569893478,0.264248712,0.329262646,0.998416352,0.813557367,0.997353915,0.996245633,1508,0,-9.34E-05,0.00012142,0.445177863,IgA,0.999643435,56,50,-9.27E-05,0.000116801,0.43110517,0.796342167,0.999643435,0.99991095,Malawi,MLW,EC
8,g1004,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),0.001511979,0,0,0,0,1.76E-05,0,0,-0.000379062,0,0,-0.000241671,-0.000924502,0,0,0,0,0,-8.21E-05,0,0,0,0,0,-0.00029438,0,0,0,0,0,0,0,2.19E-05,0,-4.70E-05,0,0,0,0,0,0,0,0.001484263,0,0,6.84E-05,0,0,0,0.000103079,5.70E-05,0.000687098,0,0,0.000587519,0.000149875,0,0,0,0,-0.002077229,-0.000169702,0,0,-6.32E-07,0,0,0,0,0,-0.000218894,0,0.001910719,0,0,0,0,0,0,0,6.66E-05,0,0.00012676,8.31E-05,-0.004218141,0,0,0,0,0,0,0,0,0,0,0,0.002356102,0,0,0,-0.000193476,0.000959406,21,56,37.5,0.000138269,-0.096776363,0.477988192,0.283954835,4.623,2.286-9.349,7.795,4.114-14.768,0.323614658,0.257297999,0.593072482,0.998416352,0.813557367,0.997353915,0.996245633,1281,0,3.60E-05,7.99E-05,0.654338315,IgA,0.999643435,56,21,1.82E-05,8.19E-05,0.824852936,0.950843081,0.999643435,0.99991095,Malawi,MLW,EC
9,g1005,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),0.000209285,0,0.000192877,0.002518383,-0.000117368,0,0,-1.29E-05,0,0.000100215,3.36E-05,2.99E-05,-0.000777473,-0.003383296,0.000217044,0,-0.000867876,0.000324322,-0.00019408,-0.008019077,0.002811344,-0.00234057,5.73E-06,1.36E-05,0.009474014,6.87E-05,-0.000520013,0.000511282,0.00393542,-8.91E-06,0,-0.004968033,-0.00016455,5.38E-05,0.000206724,-8.99E-05,0,-0.001618099,0,-0.002392093,0,-0.000424277,0,0,-0.001657442,0.00019329,0,-0.002258315,0.000273912,-0.002056783,-0.001259529,0,-0.000290117,-0.001640586,0.000620892,-0.000333242,-0.00028339,0.001202333,0,0.005189865,-0.002265564,0.000567833,0,-0.001645024,0.000333132,0,-0.000158182,0.000421617,0,0.001618443,0,0,6.54E-06,0,-6.28E-05,-0.000324946,0.002657452,0,-0.001180464,-0.000674407,0.000267739,-4.26E-05,0,0,-0.001216083,0.001134105,0,0,-0.000858859,0.000394543,-9.70E-05,-0.000983417,0.000135464,-0.000278878,-0.000197119,0.004976465,0.000998369,0.000936404,-0.002213528,0.000826271,0.000128952,0.003239629,56,56,100,0.007627413,0.006250719,0.963532215,NA,NA,NA,NA,NA,NA,NA,NA,0.998416352,NA,NA,NA,533,0,-0.000165825,0.000248545,0.507496884,IgA,0.999643435,56,56,-0.000152597,0.000243205,0.533224518,0.8386827,0.999643435,0.99991095,Malawi,MLW,EC
10,g1006,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),0,-0.000407791,0,-0.000479647,-0.000437735,0.00024782,0.001271326,-0.001557894,8.88E-19,0,1.72E-06,-0.000116938,-0.000392285,0,0,-0.000998203,0,0,0.000180077,-0.000405439,0.002044644,7.32E-05,0.000238736,4.27E-05,0,0.001007313,0,0,0,0,0.000239593,-0.000355564,0,0.00033988,0,1.36E-05,-0.002697597,3.63E-05,0,0,0,6.10E-06,0,0,0,-0.000987549,0,0,0.000953594,0,-0.000630364,0,0.000371075,-0.000645199,0,-0.00052773,0,0,0,-2.09E-05,-1.26E-05,6.75E-06,-3.45E-05,0,-0.000738548,-2.48E-05,-0.000678452,0.000108656,-0.001005564,-0.000127295,0.001611331,-0.006451065,0,-0.000125633,-0.000281118,0,0,-2.17E-05,0,-0.000755327,-0.000981522,1.45E-05,-0.000361275,-0.000233696,-0.00018485,0.000668686,0,-0.000125761,-0.000427437,0,0,-3.41E-05,-3.84E-05,-0.000356817,0,0,0,-0.000582489,0.000504556,-0.000135986,-0.000154358,0.000245353,49,56,87.5,0.001692288,0.033518087,0.806272133,0.319317314,5.718,3.512-9.309,14.229,2.089-96.918,0.686393121,0.466099115,0.401855366,0.998416352,0.813557367,0.997353915,0.996245633,1206,0,-2.78E-05,0.000169594,0.870332615,IgA,0.999643435,56,49,-9.87E-06,0.000161584,0.95152494,0.986910623,0.999643435,0.99991095,Malawi,MLW,EC
