,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
1,g1,0.000542886,0.002271985,unmapped,unmapped,unmapped,unmapped,46,46,100,15.0512954,5.328568486,10,10,100,16.01868794,5.448775393,NA,NA,NA,0.65040469,NA,NA,NA,1,0.967392544,0,TRUE,FALSE,1179,0,10,0.5,0.25,0.75,0.013663062,0.02571279,0.597340007,seroconv1,0.995845557,56,56,0.011797106,0.025450166,0.644990735,0.859775299,0.995845557,0.967504727,Malawi,MLW,EC
2,g10,0.002786721,0.009141025,1.1.1.122,D-threo-aldose 1-dehydrogenase,D-threo-aldose_1-dehydrogenase_(1.1.1.122),D-threo-aldose_1-dehydrogenase_(1.1.1.122),39,46,84.8,0.001334571,0.002140225,6,10,60,0.000197417,0.000204458,0.093408652,0.086278417,0.089289713,0.060247797,0.995488843,1,0.999975099,1,-0.001137154,-24.8,FALSE,FALSE,98,0,10,0.5,0.25,0.75,-0.001647306,0.000802553,0.044972642,seroconv1,0.995845557,56,45,-0.001702362,0.000825774,0.044470153,0.601733338,0.995845557,0.967504727,Malawi,MLW,EC
3,g100,0.000572736,0.003056002,1.1.1.350,Ureidoglycolate dehydrogenase (NAD(+)),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350),37,46,80.4,0.00046797,0.000459135,8,10,80,0.000373552,0.000391721,1,0.974979171,0.940612287,0.644302785,1,1,0.999975099,1,-9.44E-05,-0.4,FALSE,FALSE,1132,0,10,0.5,0.25,0.75,-0.000233178,0.000420534,0.581539559,seroconv1,0.995845557,56,45,-0.000247774,0.000403533,0.541991663,0.81247233,0.995845557,0.967504727,Malawi,MLW,EC
4,g1000,0.00080886,0.003048222,2.6.1.52,Phosphoserine transaminase,Phosphoserine_transaminase_(2.6.1.52),Phosphoserine_transaminase_(2.6.1.52),46,46,100,0.015416061,0.004376273,10,10,100,0.018282762,0.005965692,NA,NA,NA,0.163528484,NA,NA,NA,1,0.0028667,0,TRUE,FALSE,810,0,10,0.5,0.25,0.75,0.001071364,0.000639152,0.099474603,seroconv1,0.995845557,56,56,0.001209282,0.000603649,0.050581547,0.601733338,0.995845557,0.967504727,Malawi,MLW,EC
5,g1001,0.000215403,0.001352019,2.6.1.53,Transferred entry,Transferred_entry_(2.6.1.53),Transferred_entry_(2.6.1.53),10,46,21.7,2.73E-06,6.76E-06,4,10,40,2.04E-06,2.91E-06,0.247246193,0.235429029,0.224885197,0.439124878,0.995488843,1,0.999975099,1,-6.97E-07,18.3,FALSE,TRUE,1635,0,10,0.5,0.25,0.75,1.62E-05,5.07E-05,0.750467174,seroconv1,0.995845557,56,14,1.54E-05,5.36E-05,0.775365404,0.909088938,0.995845557,0.967504727,Malawi,MLW,EC
6,g1002,0.000638361,0.002218479,2.6.1.57,Aromatic-amino-acid transaminase,Aromatic-amino-acid_transaminase_(2.6.1.57),Aromatic-amino-acid_transaminase_(2.6.1.57),44,46,95.7,0.003878393,0.003344539,10,10,100,0.003793576,0.003963279,NA,NA,NA,0.838948869,NA,NA,NA,1,-8.48E-05,4.3,FALSE,TRUE,1039,0,10,0.5,0.25,0.75,-0.000144536,0.00107659,0.893701173,seroconv1,0.995845557,56,54,-0.000167548,0.001105119,0.880104325,0.953644039,0.995845557,0.987500093,Malawi,MLW,EC
7,g1003,0.000304589,0.001521816,2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)","dTDP-4-amino-4,6-dideoxygalactose_transaminase_(2.6.1.59)",42,46,91.3,0.001023233,0.000976256,8,10,80,0.000820212,0.000855294,0.28932952,0.308697874,0.306733152,0.473313145,0.995488843,1,0.999975099,1,-0.00020302,-11.3,FALSE,FALSE,1513,0,10,0.5,0.25,0.75,-0.000478086,0.000550085,0.388631686,seroconv1,0.995845557,56,50,-0.000587303,0.000532459,0.275307201,0.684014182,0.995845557,0.967504727,Malawi,MLW,EC
8,g1004,0.00021297,0.001179579,2.6.1.5,Tyrosine transaminase,Tyrosine_transaminase_(2.6.1.5),Tyrosine_transaminase_(2.6.1.5),18,46,39.1,0.000101951,0.000237115,3,10,30,0.00030533,0.000843732,0.727171664,0.590402859,0.428382116,0.815182886,1,1,0.999975099,1,0.000203379,-9.1,TRUE,FALSE,1638,0,10,0.5,0.25,0.75,0.000234638,0.00036189,0.519495369,seroconv1,0.995845557,56,21,0.000198062,0.000374633,0.599364705,0.839060493,0.995845557,0.967504727,Malawi,MLW,EC
9,g1005,0.002560942,0.007745101,2.6.1.62,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),Adenosylmethionine--8-amino-7-oxononanoate_transaminase_(2.6.1.62),46,46,100,0.008106205,0.005020031,10,10,100,0.00542497,0.003877563,NA,NA,NA,0.138778386,NA,NA,NA,1,-0.002681235,0,FALSE,FALSE,123,0,10,0.5,0.25,0.75,-0.001552688,0.001112456,0.168508594,seroconv1,0.995845557,56,56,-0.001749512,0.001091797,0.11536347,0.614188625,0.995845557,0.967504727,Malawi,MLW,EC
10,g1006,0.000780114,0.00308444,2.6.1.66,Valine--pyruvate transaminase,Valine--pyruvate_transaminase_(2.6.1.66),Valine--pyruvate_transaminase_(2.6.1.66),41,46,89.1,0.001751519,0.001612836,8,10,80,0.001419824,0.001700457,0.596114004,0.43604292,0.573511513,0.397642935,1,1,0.999975099,1,-0.000331695,-9.1,FALSE,FALSE,838,0,10,0.5,0.25,0.75,-0.000550098,0.00076603,0.475781559,seroconv1,0.995845557,56,49,-0.000564691,0.000736578,0.446899719,0.775807807,0.995845557,0.967504727,Malawi,MLW,EC
