"","mean","sd","crossval_mean","crossval_sd","module"
"MB1_IgA",1.36101573040457,2.41707420771065,0.5975,0.100346621489936,"module2"
"MPO_BS5_Concngml",1.01835785107098,1.80777296161602,0.5975,0.100346621489936,"module2"
"A1AT_BS5_Concugml",1.00353420794161,1.79761470786903,0.5975,0.100346621489936,"module2"
"A1AT_BS3_Concugml",0.938349585653461,1.65620014457893,0.5975,0.100346621489936,"module2"
"AG_Concugml",0.93290672671498,1.63820415656166,0.5975,0.100346621489936,"module2"
"BM1_IgA",0.880322559831359,1.55065644505601,0.5975,0.100346621489936,"module2"
"MPO_BS3_Concngml",0.875493094052664,1.54425343856561,0.5975,0.100346621489936,"module2"
"MB1_IgG",0.795294545736839,1.40091818446459,0.5975,0.100346621489936,"module2"
"CB1_IgG",0.79174240423751,1.38837488255663,0.5975,0.100346621489936,"module2"
"OPV_IPV",0.763071155070194,1.42532842740108,0.5975,0.100346621489936,"module2"
"pre_exposed",0.430454438336991,0.8232586824155,0.5975,0.100346621489936,"module2"
"antibiotic_exposure",0.124552244506037,0.221145029588128,0.5975,0.100346621489936,"module2"
