"","mean","sd","crossval_mean","crossval_sd","module"
"MB1_IgA",1.19986215371954,2.13529528733981,0.55,0.105409255338946,"module2"
"A1AT_BS5_Concugml",1.06508731658404,1.87345119574009,0.55,0.105409255338946,"module2"
"A1AT_BS3_Concugml",1.00072043883262,1.7547749233679,0.55,0.105409255338946,"module2"
"BM1_IgA",0.989492003928029,1.749924773429,0.55,0.105409255338946,"module2"
"MPO_BS5_Concngml",0.976469270474664,1.72455187804215,0.55,0.105409255338946,"module2"
"AG_Concugml",0.969087350881238,1.69993146427948,0.55,0.105409255338946,"module2"
"MPO_BS3_Concngml",0.962158460651463,1.70518698181138,0.55,0.105409255338946,"module2"
"MB1_IgG",0.810082313872533,1.42008725957122,0.55,0.105409255338946,"module2"
"CB1_IgG",0.740878657076775,1.30627087530068,0.55,0.105409255338946,"module2"
"OPV_IPV",0.512641775017512,0.928952449563041,0.55,0.105409255338946,"module2"
"pre_exposed",0.489389342571327,0.95929240172973,0.55,0.105409255338946,"module2"
"antibiotic_exposure",0.161819433474362,0.307093484830624,0.55,0.105409255338946,"module2"
