"","feature_id","mean","sd","Kingdom","Phylum","Class","Order","Family","Genus","Species","Feature","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","lr_unadjusted_p","lr_adjusted_p","wilcox_p","fisher_padj","lr_unadjusted_padj","lr_adjusted_padj","wilcox_padj","mean_diff","prev_diff","enriched_responder_mean","enriched_responder_prev","rf_rank","rf_top20","rf_n","crossval_median","crossval_quartile_1","crossval_quartile_3","maaslin_coef","maaslin_stderr","maaslin_pval","maaslin_name","maaslin_qval","maaslin_N","maaslin_N.not.zero","maaslin_coef_adjusted","maaslin_stderr_adjusted","maaslin_pval_adjusted","maaslin_qval_adjusted","maaslin_qval_filt","maaslin_qval_adjusted_filt","country","country_clean","module"
"1","t111015",0.0946487653403781,0.170109509503593,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces",NA,"Actinomyces",88,204,43.1,0.0283166666666667,0.308831090851486,30,78,38.5,0.0333666666666667,0.192819315642517,0.502421610763194,0.476765425371295,0.53450573873449,0.675906953716323,0.738632243157614,0.7007254951147,0.806801115070928,0.849245433182122,0.00505000000000001,-4.6,TRUE,FALSE,53,0,50,0.5,0.45,0.6,0.00088208675908887,0.00224278747865306,0.694397724981045,"seroconv1",0.83132122004773,282,118,0.000156838278971022,0.00225967204497598,0.944715669390428,0.980176907165367,0.83132122004773,0.986153595623693,"India","IND","Genus"
"2","t1260",0.177596064783395,0.330698566999688,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia",NA,"Finegoldia",164,204,80.4,0.00583921568627451,0.0211058330454968,53,78,67.9,0.00255897435897436,0.00539153824512862,0.0390556069029022,0.0278785015058895,0.0324438442663252,0.0428929258967287,0.208296570148812,0.177726916896934,0.196711304138198,0.193621092883725,-0.00328024132730015,-12.5,FALSE,FALSE,15,1,50,0.5,0.45,0.6,-0.0014381279554177,0.000727531181595551,0.0490539157253776,"seroconv1",0.566141239610773,282,217,-0.00156130840163045,0.000737993175611899,0.0352766588924044,0.372117434540871,0.566141239610773,0.407257915342764,"India","IND","Genus"
"3","t1270",0.0670837629628286,0.125286684150759,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Micrococcus",NA,"Micrococcus",51,204,25,0.000118137254901961,0.000287873913259407,23,78,29.5,0.000202564102564103,0.000704341704073553,0.452382612843877,0.44408905192204,0.586090322429903,0.484204111265035,0.711702306918601,0.683213926033908,0.810634207524067,0.702705442796879,8.44268476621418e-05,4.5,TRUE,TRUE,67,0,50,0.5,0.45,0.6,0.000140127338815295,0.000141200718895131,0.321860143116275,"seroconv1",0.660513916104455,282,74,0.000119869801730239,0.000143635539775283,0.404700348248401,0.802732903164858,0.660513916104455,0.776991769492183,"India","IND","Genus"
"4","t1290",0.235318127966545,0.419259984532296,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,"Staphylococcus",204,204,100,0.276998039215686,0.629029663163029,78,78,100,0.496019230769231,1.51219861988729,NA,NA,NA,0.819225742370422,NA,NA,NA,0.90578795892764,0.219021191553544,0,TRUE,FALSE,3,1,50,0.5,0.45,0.6,0.00622878713073118,0.00568741027045943,0.274375152056337,"seroconv1",0.660513916104455,282,282,0.00593182141903641,0.00575651313635415,0.303702406613459,0.752587057231308,0.660513916104455,0.642772730458543,"India","IND","Genus"
"5","t1297617",0.100881147754489,0.232931027209007,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinimonas",NA,"Intestinimonas",79,204,38.7,0.0032421568627451,0.0166996736717741,19,78,24.4,0.000634615384615385,0.00312600433411457,0.0255595382257085,0.024802451341576,0.0287879417139514,0.0181299492337251,0.185887550732426,0.177726916896934,0.196711304138198,0.144887026736149,-0.00260754147812971,-14.3,FALSE,FALSE,45,0,50,0.5,0.45,0.6,-0.00123915238679529,0.000621591583885552,0.0471750898294021,"seroconv1",0.566141239610773,282,98,-0.00128253441778192,0.000631188874259459,0.0431214263304103,0.374408800435776,0.566141239610773,0.407257915342764,"India","IND","Genus"
"6","t1316412",0.183959814731467,0.32754437824618,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,"Streptococcus",204,204,100,4.77078088235294,6.09966237087732,78,78,100,5.55143205128205,7.30699875736463,NA,NA,NA,0.724996414240074,NA,NA,NA,0.893111524788497,0.78065116892911,0,TRUE,FALSE,13,1,50,0.5,0.45,0.6,0.0112676976670367,0.0162365030584929,0.488274368517969,"seroconv1",0.747459348476705,282,282,0.0173132666927504,0.0163499689721696,0.29056661019323,0.742660964147302,0.747459348476705,0.637926725613708,"India","IND","Genus"
"7","t1335613",0.113732558487342,0.233891909657252,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter",NA,"Gordonibacter",92,204,45.1,0.0128083333333333,0.0574079565653707,24,78,30.8,0.00992564102564103,0.040189759101004,0.0309861035792259,0.0298690601714947,0.036588942382414,0.048665972722916,0.204264152117269,0.177726916896934,0.196711304138198,0.206830384072393,-0.0028826923076923,-14.3,FALSE,FALSE,39,0,50,0.5,0.45,0.6,-0.00127196790491368,0.00132386744518962,0.337483186543074,"seroconv1",0.667117926887472,282,116,-0.00152071131768553,0.00132027105198759,0.250396437859081,0.729186171788804,0.667117926887472,0.608859993231339,"India","IND","Genus"
"8","t1351",0.201686307255947,0.360135515493191,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,"Enterococcus",195,204,95.6,1.3729112745098,6.76123865742662,70,78,89.7,0.904902564102564,2.2615710553584,0.090242546108883,0.0728387369857255,0.11595536092909,0.293066283807908,0.30080848702961,0.266672460356492,0.343571439789896,0.560933833533797,-0.46800871040724,-5.89999999999999,FALSE,FALSE,7,1,50,0.5,0.45,0.6,-0.00953853525373962,0.0141797727956768,0.501701809533252,"seroconv1",0.747459348476705,282,265,-0.00466322716627042,0.0137190119104198,0.734183896417988,0.913036557520103,0.747459348476705,0.924209712200517,"India","IND","Genus"
"9","t1358",0.072125113229422,0.131517607932694,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA,"Lactococcus",93,204,45.6,0.0587897058823529,0.744205884393839,32,78,41,0.000987179487179487,0.00287340510134872,0.506075825838427,0.49050784658029,0.994761142414009,0.496868836046501,0.738632243157614,0.7007254951147,0.994761142414009,0.702705442796879,-0.0578025263951734,-4.6,FALSE,FALSE,62,0,50,0.5,0.45,0.6,-0.00290103714503347,0.00276082412718419,0.294262632433239,"seroconv1",0.660513916104455,282,125,-0.00166540132421237,0.00269789095229189,0.537549298335108,0.835004468154563,0.660513916104455,0.836746907746741,"India","IND","Genus"
"10","t1379",0.196934297374189,0.357058702546075,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Gemella",NA,"Gemella",190,204,93.1,0.00841323529411765,0.0217912322795118,63,78,80.8,0.00898717948717949,0.0282966858642921,0.00389107165431682,0.00328978918153652,0.00332068106597139,0.963513434910109,0.150652359652438,0.131591567261461,0.0885514950925704,0.963513434910109,0.000573944193061841,-12.3,TRUE,FALSE,9,1,50,0.5,0.45,0.6,3.67844250982503e-05,0.000909917741440111,0.967782232902815,"seroconv1",0.991102286707702,282,253,9.48829608647337e-05,0.000928734568547314,0.918701193139037,0.980176907165367,0.991102286707702,0.986153595623693,"India","IND","Genus"
