"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1316","RSV87",0.417618213420603,0.689451242025134,"Acinetobacter (RSV87)","India",0,0,289,0,0,0,0,"Malawi",38,20,68,0.558823529411765,0.294117647058824,0.00718529411764706,0.030058440912021,7.18184776567863e-33,3.03842873924144e-16,2.34846421937691e-30,1,4.28418452233042e-14,1,-0.558823529411765,-0.294117647058824,FALSE,FALSE,1,1,"2","2",0.886,0.0745626981780834
"373","RSV19",0.256886673313802,0.466327786508077,"Klebsiella (RSV19)","India",224,142,289,0.775086505190311,0.491349480968858,0.0151364705882353,0.0452452567188601,"Malawi",29,15,68,0.426470588235294,0.220588235294118,0.00223823529411765,0.00956836188060102,7.58930762053432e-08,4.07555389776843e-05,2.25609417446793e-06,1,0.00063850344398372,1,0.348615916955017,0.27076124567474,TRUE,TRUE,2,1,"1","1",0.886,0.0745626981780834
"643","RSV3",0.251495552934245,0.439608726643752,"Streptococcus (RSV3)","India",273,264,289,0.944636678200692,0.913494809688581,0.0708899653979239,0.0845697039942754,"Malawi",66,57,68,0.970588235294118,0.838235294117647,0.0212052941176471,0.0285119131147744,0.543299526209057,0.0739809282590555,0.600199138751222,0,0.122265599165685,0,-0.0259515570934256,0.0752595155709342,FALSE,TRUE,3,1,"ns","ns",0.886,0.0745626981780834
"953","RSV5",0.215042360637877,0.388766831101358,"Bifidobacterium (RSV5)","India",197,152,289,0.681660899653979,0.525951557093426,0.0675677508650519,0.144914677294162,"Malawi",28,16,68,0.411764705882353,0.235294117647059,0.00177117647058824,0.0051481077611713,7.34288574495733e-05,1.28854485022787e-05,0.00052198339969588,1,0.000259549748403043,1,0.269896193771626,0.290657439446367,TRUE,TRUE,4,1,"1","1",0.886,0.0745626981780834
"761","RSV359",0.20905433988116,0.358033454165058,"Corynebacterium_1 (RSV359)","India",2,0,289,0.0069204152249135,0,2.7681660899654e-07,3.32177928354851e-06,"Malawi",25,2,68,0.367647058823529,0.0294117647058824,0.000147058823529412,0.000444048736143047,3.9794574307951e-18,0.0358480470840022,4.33760859956666e-16,1,NA,NA,-0.360726643598616,-0.0294117647058824,FALSE,FALSE,5,1,"2","ns",0.886,0.0745626981780834
"878","RSV446",0.206514338791032,0.351675291104513,"Acinetobacter (RSV446)","India",0,0,289,0,0,0,0,"Malawi",26,7,68,0.382352941176471,0.102941176470588,0.00107764705882353,0.00591449878464552,1.91662372041935e-21,7.01421229099592e-06,3.13367978288564e-19,1,0.000197800786606085,1,-0.382352941176471,-0.102941176470588,FALSE,FALSE,6,1,"2","2",0.886,0.0745626981780834
"1159","RSV69",0.16353312436208,0.281760288127425,"Enhydrobacter (RSV69)","India",7,0,289,0.0242214532871972,0,3.46020761245675e-06,2.97057205716167e-05,"Malawi",23,4,68,0.338235294117647,0.0588235294117647,0.000247647058823529,0.000822613450229622,6.37733926027484e-13,0.00122374569897644,4.17077987621974e-11,1,0.00575160478518927,1,-0.31401384083045,-0.0588235294117647,FALSE,FALSE,7,1,"2","2",0.886,0.0745626981780834
"620","RSV29",0.135124554322918,0.25907330243749,"Klebsiella (RSV29)","India",182,114,289,0.629757785467128,0.394463667820069,0.00795916955017301,0.0251288079342584,"Malawi",25,11,68,0.367647058823529,0.161764705882353,0.00197117647058824,0.00750399963589801,0.000113855277215439,0.000213664811464757,0.000715974531720167,1,0.00173797311733765,1,0.262110726643599,0.232698961937716,TRUE,TRUE,8,1,"1","1",0.886,0.0745626981780834
"69","RSV1100",0.122498981805786,0.213749285057119,"Acinetobacter (RSV1100)","India",0,0,289,0,0,0,0,"Malawi",18,5,68,0.264705882352941,0.0735294117647059,0.000182941176470588,0.000594314000185513,1.42101731346842e-14,0.000221868908596295,1.16168165376043e-12,1,0.00173797311733765,1,-0.264705882352941,-0.0735294117647059,FALSE,FALSE,9,1,"2","2",0.886,0.0745626981780834
"392","RSV2",0.115874868411195,0.211492407502287,"Escherichia/Shigella (RSV2)","India",273,251,289,0.944636678200692,0.868512110726644,0.113550588235294,0.140244361344365,"Malawi",64,58,68,0.941176470588235,0.852941176470588,0.169612352941176,0.187064123702196,1,0.696541943413,1,0,0.773326094655378,0,0.0034602076124568,0.0155709342560554,TRUE,TRUE,10,1,"ns","ns",0.886,0.0745626981780834
