"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1366","RSV87",0.377739810667099,0.627388085615038,"Acinetobacter (RSV87)","India",0,0,287,0,0,0,0,"Malawi",43,28,75,0.573333333333333,0.373333333333333,0.0152149333333333,0.0532312108298732,1.19779526975575e-35,6.36113156488796e-22,4.34799682921335e-33,1,9.47808603168306e-20,1,-0.573333333333333,-0.373333333333333,FALSE,FALSE,1,1,"2","2",0.87,0.0692674512161361
"683","RSV3",0.261539805209961,0.45190895975483,"Streptococcus (RSV3)","India",277,261,287,0.965156794425087,0.909407665505226,0.0697163763066202,0.090534819253768,"Malawi",68,54,75,0.906666666666667,0.72,0.02092,0.0362496771281055,0.0583109707262823,6.28896216083686e-05,0.0798750278250585,1,0.000714823788030146,1,0.0584901277584204,0.189407665505226,TRUE,TRUE,2,1,"1","1",0.87,0.0692674512161361
"922","RSV446",0.183347879044681,0.308848643989804,"Acinetobacter (RSV446)","India",0,0,287,0,0,0,0,"Malawi",29,12,75,0.386666666666667,0.16,0.00144106666666667,0.00476790156497943,8.95129292065064e-23,2.9710142702574e-09,1.62465966509809e-20,1,2.21340563134177e-07,1,-0.386666666666667,-0.16,FALSE,FALSE,3,1,"2","2",0.87,0.0692674512161361
"790","RSV359",0.176629771984294,0.30720872088842,"Corynebacterium_1 (RSV359)","India",6,0,287,0.0209059233449477,0,1.95121951219512e-06,1.99743994433619e-05,"Malawi",29,2,75,0.386666666666667,0.0266666666666667,0.000355733333333333,0.00214766823481814,6.10943012626292e-17,0.0424695061293828,7.39241045277813e-15,1,NA,NA,-0.365760743321719,-0.0266666666666667,FALSE,FALSE,4,1,"2","ns",0.87,0.0692674512161361
"1209","RSV7",0.170431237240649,0.311978173510653,"Staphylococcus (RSV7)","India",221,115,287,0.770034843205575,0.400696864111498,0.00579289198606272,0.0263476127751611,"Malawi",47,22,75,0.626666666666667,0.293333333333333,0.00309066666666667,0.00784125840240795,0.0173591223234269,0.108360108790158,0.0285129475267147,1,0.149496816756792,0,0.143368176538908,0.107363530778165,TRUE,TRUE,5,1,"1","ns",0.87,0.0692674512161361
"991","RSV5",0.16186963366185,0.295195588131035,"Bifidobacterium (RSV5)","India",180,132,287,0.627177700348432,0.45993031358885,0.0680366550522648,0.144716162106332,"Malawi",18,14,75,0.24,0.186666666666667,0.0114538666666667,0.0590091472499914,1.92776618230903e-09,1.09270535849168e-05,7.77532360197976e-08,1,0.000193966230122787,1,0.387177700348432,0.273263646922184,TRUE,TRUE,6,1,"1","1",0.87,0.0692674512161361
"403","RSV19",0.150678829961387,0.264804308887679,"Klebsiella (RSV19)","India",218,142,287,0.759581881533101,0.494773519163763,0.0100321951219512,0.0255773718911248,"Malawi",38,21,75,0.506666666666667,0.28,0.0043216,0.012387963539204,5.00443744589426e-05,0.00104089658749713,0.000336409406085114,1,0.00484667473553353,1,0.252915214866434,0.214773519163763,TRUE,TRUE,7,1,"1","1",0.87,0.0692674512161361
"133","RSV12",0.149628561103654,0.265864994550995,"Collinsella (RSV12)","India",72,53,287,0.250871080139373,0.184668989547038,0.010048362369338,0.0369908221810555,"Malawi",47,37,75,0.626666666666667,0.493333333333333,0.0168773333333333,0.0429090101208307,2.43941554157562e-09,1.74015388793421e-07,8.85507841591951e-08,1,6.48207323255492e-06,1,-0.375795586527294,-0.308664343786295,FALSE,FALSE,8,1,"2","2",0.87,0.0692674512161361
"982","RSV49",0.127248951422609,0.236297373332277,"Veillonella (RSV49)","India",59,46,287,0.205574912891986,0.160278745644599,0.00326188153310105,0.0186177575381181,"Malawi",42,31,75,0.56,0.413333333333333,0.0178496,0.0515999131949825,6.1143283497552e-09,1.0827558158709e-05,2.01772835541922e-07,1,0.000193966230122787,1,-0.354425087108014,-0.253054587688734,FALSE,FALSE,9,1,"2","2",0.87,0.0692674512161361
"1","RSV1",0.123619443359485,0.221798761747097,"Bifidobacterium (RSV1)","India",205,185,287,0.714285714285714,0.644599303135889,0.329429965156794,0.320477483886108,"Malawi",51,47,75,0.68,0.626666666666667,0.165933333333333,0.244097359072781,0.570722040774806,0.787975932247712,0.62589758550228,0,0.815042093356862,0,0.0342857142857143,0.0179326364692218,TRUE,TRUE,10,1,"ns","ns",0.87,0.0692674512161361
