"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1541","RSV87",0.33694773477834,0.564543678472231,"Acinetobacter (RSV87)","Malawi",43,28,75,0.573333333333333,0.373333333333333,0.0152149333333333,0.0532312108298732,"UK",2,0,59,0.0338983050847458,0,3.38983050847458e-06,2.13840231603527e-05,3.29516661328567e-12,7.50926851291852e-09,1.31806664531427e-09,1,6.45797092110993e-07,1,0.539435028248588,0.373333333333333,TRUE,TRUE,1,1,"3","3",0.9185,0.0544276927434347
"1","RSV1",0.326983939431081,0.558883563103712,"Bifidobacterium (RSV1)","Malawi",51,47,75,0.68,0.626666666666667,0.165933333333333,0.244097359072781,"UK",9,8,59,0.152542372881356,0.135593220338983,0.0229633898305085,0.100264256989668,5.31605145136125e-10,6.64756714655323e-09,1.06321029027225e-07,1,6.45797092110993e-07,1,0.527457627118644,0.491073446327684,TRUE,TRUE,2,1,"3","3",0.9185,0.0544276927434347
"1465","RSV8",0.214796050315358,0.374125581370676,"Staphylococcus (RSV8)","Malawi",59,29,75,0.786666666666667,0.386666666666667,0.0066464,0.0169019494030015,"UK",22,13,59,0.372881355932203,0.220338983050847,0.00290983050847458,0.0182064309869101,1.32339287947125e-06,0.0418726950323734,5.89354425032378e-05,1,0.141063978429229,0,0.413785310734463,0.166327683615819,TRUE,TRUE,3,1,"3","ns",0.9185,0.0544276927434347
"609","RSV24",0.183426024928998,0.318400082527521,"Enterococcus (RSV24)","Malawi",16,6,75,0.213333333333333,0.08,0.00170186666666667,0.0126662646953762,"UK",37,21,59,0.627118644067797,0.355932203389831,0.00541966101694915,0.0156362856033431,1.32339287947126e-06,0.000144280249590407,5.89354425032378e-05,1,0.00496324058591001,1,-0.413785310734463,-0.27593220338983,FALSE,FALSE,4,1,"3","3",0.9185,0.0544276927434347
"890","RSV359",0.180384558677236,0.322435379458124,"Corynebacterium_1 (RSV359)","Malawi",29,2,75,0.386666666666667,0.0266666666666667,0.000355733333333333,0.00214766823481814,"UK",1,0,59,0.0169491525423729,0,6.77966101694915e-07,5.20755643923296e-06,4.70082896467748e-08,0.503422735944339,4.70082896467748e-06,1,NA,NA,0.369717514124294,0.0266666666666667,TRUE,TRUE,5,1,"3","ns",0.9185,0.0544276927434347
"1037","RSV446",0.171173326622135,0.294484567591056,"Acinetobacter (RSV446)","Malawi",29,12,75,0.386666666666667,0.16,0.00144106666666667,0.00476790156497943,"UK",0,0,59,0,0,0,0,3.11102353795798e-09,0.00114480706388535,4.14803138394397e-07,1,0.0179006195443891,1,0.386666666666667,0.16,TRUE,TRUE,6,1,"3","3",0.9185,0.0544276927434347
"153","RSV12",0.164472535223461,0.287756986804376,"Collinsella (RSV12)","Malawi",47,37,75,0.626666666666667,0.493333333333333,0.0168773333333333,0.0429090101208307,"UK",12,12,59,0.203389830508475,0.203389830508475,0.0106115254237288,0.0322244345507523,8.31871033190721e-07,0.000595820747724758,5.89354425032378e-05,1,0.010958216464936,1,0.423276836158192,0.289943502824859,TRUE,TRUE,7,1,"3","3",0.9185,0.0544276927434347
"1239","RSV6",0.145985725473978,0.252363570015477,"Bifidobacterium (RSV6)","Malawi",17,14,75,0.226666666666667,0.186666666666667,0.00822026666666667,0.0364387126323956,"UK",30,28,59,0.508474576271186,0.474576271186441,0.0500698305084746,0.121087211111654,0.000970444881528373,0.000637105608426511,0.0138634983075482,1,0.010958216464936,1,-0.28180790960452,-0.287909604519774,FALSE,FALSE,8,1,"3","3",0.9185,0.0544276927434347
"929","RSV38",0.144785434737871,0.256894100819419,"Streptococcus (RSV38)","Malawi",41,24,75,0.546666666666667,0.32,0.00394506666666667,0.0118861696116132,"UK",26,7,59,0.440677966101695,0.11864406779661,0.000495593220338983,0.00138484440951824,0.296422265872657,0.00714459696871768,0.403698405238894,0,0.0558577581190655,1,0.105988700564972,0.20135593220339,TRUE,TRUE,9,1,"ns","3",0.9185,0.0544276927434347
"1339","RSV69",0.125641903581797,0.222760944380072,"Enhydrobacter (RSV69)","Malawi",24,9,75,0.32,0.12,0.000418133333333333,0.00110945408213245,"UK",1,0,59,0.0169491525423729,0,2.71186440677966e-06,2.08302257569318e-05,2.49534693657363e-06,0.00473620463744303,9.9813877462945e-05,1,0.0432589126031662,1,0.303050847457627,0.12,TRUE,TRUE,10,1,"3","3",0.9185,0.0544276927434347
