"","FP","TP","TN","FN","accuracy"
"B1.F1",5,7,5,3,0.6
"B1.F2",7,1,3,9,0.2
"B1.F3",6,3,4,7,0.35
"B1.F4",6,5,4,5,0.45
"B1.F5",5,8,5,2,0.65
"B1.F11",5,5,5,5,0.5
"B1.F21",6,5,4,5,0.45
"B1.F31",5,4,5,6,0.45
"B1.F41",5,5,5,5,0.5
"B1.F51",6,4,4,6,0.4
"B1.F12",8,6,2,4,0.4
"B1.F22",3,4,7,6,0.55
"B1.F32",4,6,6,4,0.6
"B1.F42",8,6,2,4,0.4
"B1.F52",3,4,7,6,0.55
"B1.F13",3,6,7,4,0.65
"B1.F23",3,6,7,4,0.65
"B1.F33",7,9,3,1,0.6
"B1.F43",4,4,6,6,0.5
"B1.F53",6,7,4,3,0.55
"B1.F14",4,7,6,3,0.65
"B1.F24",7,6,3,4,0.45
"B1.F34",5,3,5,7,0.4
"B1.F44",6,4,4,6,0.4
"B1.F54",8,5,2,5,0.35
"B1.F15",6,7,4,3,0.55
"B1.F25",8,5,2,5,0.35
"B1.F35",4,6,6,4,0.6
"B1.F45",5,5,5,5,0.5
"B1.F55",5,4,5,6,0.45
"B1.F16",5,3,5,7,0.4
"B1.F26",5,4,5,6,0.45
"B1.F36",5,5,5,5,0.5
"B1.F46",4,5,6,5,0.55
"B1.F56",8,8,2,2,0.5
"B1.F17",6,6,4,4,0.5
"B1.F27",3,10,7,0,0.85
"B1.F37",2,5,8,5,0.65
"B1.F47",5,6,5,4,0.55
"B1.F57",5,7,5,3,0.6
"B1.F18",2,3,8,7,0.55
"B1.F28",5,4,5,6,0.45
"B1.F38",8,7,2,3,0.45
"B1.F48",7,7,3,3,0.5
"B1.F58",7,9,3,1,0.6
"B1.F19",3,9,7,1,0.8
"B1.F29",5,4,5,6,0.45
"B1.F39",8,10,2,0,0.6
"B1.F49",5,6,5,4,0.55
"B1.F59",5,5,5,5,0.5
"B1.F110",3,3,7,7,0.5
"B1.F210",8,4,2,6,0.3
"B1.F310",7,6,3,4,0.45
"B1.F410",5,4,5,6,0.45
"B1.F510",5,7,5,3,0.6
"B1.F111",2,4,8,6,0.6
"B1.F211",6,6,4,4,0.5
"B1.F311",8,6,2,4,0.4
"B1.F411",2,5,8,5,0.65
"B1.F511",3,5,7,5,0.6
"B1.F112",4,5,6,5,0.55
"B1.F212",6,3,4,7,0.35
"B1.F312",5,5,5,5,0.5
"B1.F412",3,7,7,3,0.7
"B1.F512",7,7,3,3,0.5
"B1.F113",5,4,5,6,0.45
"B1.F213",4,3,6,7,0.45
"B1.F313",7,6,3,4,0.45
"B1.F413",7,4,3,6,0.35
"B1.F513",6,8,4,2,0.6
"B1.F114",6,6,4,4,0.5
"B1.F214",4,5,6,5,0.55
"B1.F314",4,4,6,6,0.5
"B1.F414",6,7,4,3,0.55
"B1.F514",6,5,4,5,0.45
"B1.F115",6,5,4,5,0.45
"B1.F215",4,4,6,6,0.5
"B1.F315",6,5,4,5,0.45
"B1.F415",8,4,2,6,0.3
"B1.F515",4,4,6,6,0.5
"B1.F116",2,3,8,7,0.55
"B1.F216",6,5,4,5,0.45
"B1.F316",5,5,5,5,0.5
"B1.F416",5,5,5,5,0.5
"B1.F516",8,4,2,6,0.3
"B1.F117",7,6,3,4,0.45
"B1.F217",6,7,4,3,0.55
"B1.F317",5,7,5,3,0.6
"B1.F417",4,8,6,2,0.7
"B1.F517",2,8,8,2,0.8
"B1.F118",5,4,5,6,0.45
"B1.F218",2,5,8,5,0.65
"B1.F318",6,6,4,4,0.5
"B1.F418",4,6,6,4,0.6
"B1.F518",3,7,7,3,0.7
"B1.F119",6,8,4,2,0.6
"B1.F219",5,6,5,4,0.55
"B1.F319",6,7,4,3,0.55
"B1.F419",2,3,8,7,0.55
"B1.F519",6,6,4,4,0.5
